cycle_index,discharge_capacity,charge_capacity,voltage,internal_resistance,temperature,current,step_type,cycle_life
99,0.975757489611443,1.0631499,2.799999952316284,0.015412153676152002,34.121856689453125,-4.399955749511719,discharge,1078
99,0.9755228315913371,1.0631499,2.8007006645202632,0.015412153676152002,34.118072509765625,-4.399949073791504,discharge,1078
99,0.9752881735712301,1.0631499,2.801401376724243,0.015412153676152002,34.114288330078125,-4.399942874908447,discharge,1078
99,0.9750535155511241,1.0631499,2.802102088928222,0.015412153676152002,34.110504150390625,-4.399936676025391,discharge,1078
99,0.974818857531017,1.0631499,2.802802801132202,0.015412153676152002,34.106719970703125,-4.399930477142334,discharge,1078
99,0.97458419951091,1.0631499,2.803503513336181,0.015412153676152002,34.102935791015625,-4.399923801422119,discharge,1078
99,0.9743495414908041,1.0631499,2.804204225540161,0.015412153676152002,34.099151611328125,-4.3999176025390625,discharge,1078
99,0.9741148834706971,1.0631499,2.80490493774414,0.015412153676152002,34.09537124633789,-4.399911403656006,discharge,1078
99,0.97388022545059,1.0631499,2.80560564994812,0.015412153676152002,34.09158706665039,-4.399905204772949,discharge,1078
99,0.973645567430484,1.0631499,2.806306362152099,0.015412153676152002,34.08780288696289,-4.399898529052734,discharge,1078
99,0.9734109094103771,1.0631499,2.807007074356079,0.015412153676152002,34.08401870727539,-4.399892330169678,discharge,1078
99,0.9731762513902711,1.0631499,2.807707786560058,0.015412153676152002,34.08023452758789,-4.399886131286621,discharge,1078
99,0.9729415933701641,1.0631499,2.808408498764038,0.015412153676152002,34.07645034790039,-4.3998799324035645,discharge,1078
99,0.972706935350058,1.0631499,2.809109210968017,0.015412153676152002,34.07266616821289,-4.39987325668335,discharge,1078
99,0.9724696492708861,1.063149899999999,2.809809923171997,0.015412153676152002,34.06927490234375,-4.399867057800293,discharge,1078
99,0.9722176159691761,1.0631499,2.810510396957397,0.015412153676152002,34.0681037902832,-4.399861335754394,discharge,1078
99,0.971965582667465,1.0631499,2.811211109161377,0.015412153676152002,34.06692886352539,-4.399855136871338,discharge,1078
99,0.971713549365755,1.0631499,2.811911821365356,0.015412153676152002,34.06575393676758,-4.399848937988281,discharge,1078
99,0.9714615160640451,1.0631499,2.812612533569336,0.015412153676152002,34.064579010009766,-4.399843215942383,discharge,1078
99,0.9712094827623341,1.0631499,2.813313245773315,0.015412153676152002,34.06340408325195,-4.399837017059326,discharge,1078
99,0.9709574494606241,1.0631499,2.814013957977295,0.015412153676152002,34.06222915649414,-4.399831295013428,discharge,1078
99,0.970705416158914,1.0631499,2.814714670181274,0.015412153676152002,34.06105422973633,-4.399825096130371,discharge,1078
99,0.9704533828572031,1.0631499,2.815415382385254,0.015412153676152002,34.059879302978516,-4.399819374084473,discharge,1078
99,0.9702013495554931,1.0631499,2.816116094589233,0.015412153676152002,34.0587043762207,-4.399813175201416,discharge,1078
99,0.9699493162537831,1.0631499,2.816816806793213,0.015412153676152002,34.057533264160156,-4.399807453155518,discharge,1078
99,0.969697282952072,1.0631499,2.817517518997192,0.015412153676152002,34.056358337402344,-4.399801254272461,discharge,1078
99,0.969445249650362,1.0631499,2.818218231201172,0.015412153676152002,34.05518341064453,-4.3997955322265625,discharge,1078
99,0.9691932163486521,1.0631499,2.818918943405151,0.015412153676152002,34.05400848388672,-4.399789333343506,discharge,1078
99,0.9689411830469411,1.0631499,2.819619655609131,0.015412153676152002,34.052833557128906,-4.399783134460449,discharge,1078
99,0.968679628345791,1.0631499,2.82032036781311,0.015412153676152002,34.05107879638672,-4.399795055389404,discharge,1078
99,0.9684157217735201,1.0631499,2.82102108001709,0.015412153676152002,34.0491828918457,-4.399810791015625,discharge,1078
