Date and Time	Time stamp	Total time (days)	Total test time (days)	Position	Tasks	CellUnit	Cycle - actual	Cycle - normalized	Cycle - total	Cycle - total - normalized	Cycle length (h)	Current_dch (C)	Current_dch std dev (C)	Current_dch_end (C)	Current_cha (C)	Current_cha std dev (C)	Current_cha_end (C)	Temp avg (°C)	Temp std dev (°C)	Temp dch start (°C)	Temp dch avg (°C)	Temp dch max (°C)	Temp dch std dev (°C)	Temp cha start (°C)	Temp cha avg (°C)	Temp cha max (°C)	Temp cha std dev (°C)	Voltage EoD (V)	Voltage EoC (V)	Voltage EoD ocv (V)	Voltage EoC ocv (V)	Voltage charge avg (V)	Voltage discharge avg (V)	Ah_dch (Ah)	Ah_cha (Ah)	Ah_dch (nominal) (%)	Ah_dch (C20 first) (%)	Ah_cha (nominal) (%)	Ah_cha (C20 first) (%)	CE (%)	Wh_dch (Wh)	Wh_cha (Wh)	Efficiency (%)	Ah_balance start (mAh)	Ah_balance end (mAh)	Ah_balance max (mAh)	Ah_balance min (mAh)	SoC - max (nom) (%)	SoC - min (nom) (%)	SoC - max (C20 last) (%)	SoC - min (C20 last) (%)	R_DC 0ms EoC (mOhm)	R_DC 50ms EoC (mOhm)	R_DC 0ms EoD (mOhm)	R_DC 50ms EoD (mOhm)	R_DC 0ms SoC50 dch (mOhm)	R_DC 50ms Soc50 dch (mOhm)	R_DC 0ms SoC50 cha (mOhm)	R_DC 50ms Soc50 cha (mOhm)	Shunt voltage dch (µV)	Shunt voltage cha (µV)	CE Shunt 	Ah_cha slippage (Ah)	Ah_dch slippage (Ah)	Cycle type	TestRegime	TestRegime version
10.07.2020 15:55:00	3677234100.002	0.000	0.253	23.02	13427	SK05A15219	0	0.0000	0	0.0000	6.082	0.000	0.0000	0.000	0.000	0.0000	0.000	24.58	0.21	24.27	24.58	25.08	0.21	24.27	24.58	25.08	0.21	3.600342	3.600342	3.600894	3.600894	3.600954	3.600954	0.000000	0.000000	0.000	0.000000		0.000000	0.0000	0.000000	0.000000	0.0000	20132.992	20132.997	20132.997	20132.992	68.5422	68.5422	69.6478	69.6478									0.000000	0.000000	0	0.000000	0.000000	OCV	OCV generic long HP	8
10.07.2020 22:02:00	3677256120.005	0.255	0.315	23.02	13443	SK05A15219	0	0.0000	1	0.0000	1.489				0.750	0.2110	0.050	26.64	0.89					24.94	26.87	27.82	0.79		4.200489		4.189744	3.940988			48.680386			76.063	73.389843	0.0000		189.620824	0.0000	20132.997	0.000	20132.997	-28547.394	144.6053	68.5422	143.0376	69.6478									0.000000	0.000000	0	0.000000	0.000000	OCV, Charge CC-CV, OCV	LG25oC charact P1a	2
10.07.2020 23:31:20	3677261480.944	0.317	0.582	23.02	13443	SK05A15219	1	0.9780	2	0.9780	6.389	-0.750	0.0590	-0.750	0.750	0.0620	0.050	25.87	1.02	25.52	26.62	28.28	0.61	25.89	26.60	27.38	0.56	2.999993	4.200352	3.403180	4.181846	3.807186	3.688211	62.593816	62.641694	97.803	94.729087	97.878	94.437708	99.9236	230.706473	239.518970	96.3208	0.000	0.004	62593.821	-47.878	100.0748	2.1972	100.0722	5.6345	0.3917	0.4812	0.4394	0.8159	0.4250	0.5937	0.4052	0.5424	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG25oC charact P1a	2
11.07.2020 05:54:41	3677284481.094	0.583	0.946	23.02	13443	SK05A15219	2	1.9875	3	1.9875	8.755	-0.250	0.0130	-0.250	0.240	0.0220	0.050	25.06	0.32	24.68	24.98	26.21	0.32	25.46	25.09	25.59	0.27	2.999999	4.201016	3.214979	4.191053	3.770103	3.697047	64.603201	64.797964	100.943	97.770078	101.247	97.688469	99.6994	239.448539	244.712661	97.8489	0.004	0.001	64603.207	-194.759	100.3043	-0.9425	100.2936	2.6051	0.3886	0.5479	0.4769	0.8700	0.4578	0.6609	0.4050	0.5901	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG25oC charact P1a	2
11.07.2020 14:39:57	3677315997.440	0.948	2.692	23.02	13443	SK05A15219	3	3.0199	4	3.0199	41.888	-0.050	0.0020	-0.050	0.050	0.0020	0.050	24.87	0.16	24.99	24.80	25.05	0.10	24.98	24.94	25.36	0.18	2.999994	4.199574	3.038491	4.193375	3.751381	3.717267	66.076659	66.331231	103.245	100.000000	103.643	100.000000	99.6162	245.721747	248.710377	98.7983	0.001	0.000	66076.660	-254.571	100.3978	-3.2448	100.3838	0.3838	0.2898	0.5040	0.4797	0.9452	0.4917	0.7215	0.3285	0.5752	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge - pulses, OCV	LG25oC charact P1a	2
13.07.2020 08:33:12	3677466792.695	2.693	3.431	23.02	13443	SK05A15219	4	4.0512	5	4.0512	17.747	-0.200	0.7160	-0.050				25.16	0.31	24.98	25.16	26.08	0.31					3.000000		3.050606			3.742439	66.005266		103.133	99.891954			0.0000	242.898194		0.0000	0.000	66005.270	66005.271	0.000	100.0000	-3.1332	100.0000	0.4914	0.4015	0.5490	0.5134	0.9564	0.4369	0.6354	0.4111	0.5970	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge - HPPC, OCV	LG25oC charact P1a	2
14.07.2020 02:18:03	3677530683.473	3.433	3.720	23.02	13443	SK05A15219	5	4.0512	6	4.0512	6.939				0.750	0.0280	0.751	25.04	0.52					25.03	25.80	26.98	0.62		3.753975		3.685667	3.480105			33.004664			51.570	49.757352	0.0000		119.739560	0.0000	66005.270	33000.606	66005.270	33000.601	48.4366	-3.1332	50.2488	0.4914	0.3778	0.4823					0.3778	0.4823	0.000000	0.000000	0	0.000000	0.000000	OCV, Charge CC, OCV	LG25oC charact P1a	2
22.07.2020 22:59:00	3678296340.002	12.294	3.768	23.02	13560	SK05A15219	0	0.0000	7	4.0512	1.146				0.750	0.2180	0.050	26.31	0.76					24.86	26.48	27.44	0.74		4.200406		4.190261	3.995473			32.950274			51.485	49.675354	0.0000		130.998171	0.0000	33000.606	0.000	33000.606	0.000	100.0000	48.4366	100.0000	50.2488									0.000000	0.000000	0	0.000000	0.000000	OCV, Charge CC-CV, OCV	LG25oC 00100S3C4 P1a	3
23.07.2020 00:07:43	3678300463.998	12.342	3.947	23.02	13560	SK05A15219	1	0.9846	8	5.0358	4.294	-0.750	0.0590	-0.750	0.750	0.0290	0.052	26.79	0.69	25.79	27.07	28.52	0.61	26.09	26.82	27.67	0.65	2.999984	4.199668	3.377625	4.189400	3.885743	3.678708	63.012535	63.012994	98.457	95.362774	98.458	94.997474	99.9993	232.160258	240.457685	96.5493	0.000	0.000	63012.541	-0.458	100.0007	1.5429	100.0007	5.0032	0.3831	0.4529	0.4273	0.7542	0.4152	0.5503	0.3831	0.4529	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge - pulses, OCV	LG25oC 00100S3C4 P1a	3
23.07.2020 04:25:23	3678315923.461	12.521	4.093	23.02	13560	SK05A15219	2	1.9691	9	6.0203	3.503	-0.750	0.0240	-0.750	0.750	0.1830	0.050	27.18	0.81	25.85	27.22	28.86	0.61	25.89	27.15	28.23	0.95	3.027444	4.199840	3.370127	4.190694	3.836733	3.624123	63.013001	63.078521	98.458	95.363479	98.560	95.096262	99.8961	232.206088	240.622055	96.5024	0.000	0.001	63013.007	-65.519	100.1024	1.5422	100.0988	5.0025			0.4162	0.7390	0.4162	0.7390			0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC, OCV, Charge CC-CV, OCV	LG25oC 00100S3C4 P1a	3
