cycle_index,discharge_capacity,charge_capacity,voltage,current,internal_resistance,temperature,step_type,cycle_life
9,0.9652173354812351,1.049103399999999,2.799999952316284,-4.400120258331299,0.017378969117999,33.304351806640625,discharge,490
9,0.9649851722546121,1.0491034,2.8007006645202632,-4.400118350982666,0.017378969117999,33.30845642089844,discharge,490
9,0.9647530090279901,1.0491034,2.801401376724243,-4.400115966796875,0.017378969117999,33.312564849853516,discharge,490
9,0.9645208458013681,1.0491034,2.802102088928222,-4.400114059448242,0.017378969117999,33.31666946411133,discharge,490
9,0.9642886825747451,1.049103399999999,2.802802801132202,-4.400111675262451,0.017378969117999,33.32077407836914,discharge,490
9,0.9640565193481231,1.0491034,2.803503513336181,-4.400109767913818,0.017378969117999,33.32487869262695,discharge,490
9,0.9638243561215011,1.0491034,2.804204225540161,-4.400107860565185,0.017378969117999,33.328983306884766,discharge,490
9,0.9635858009443571,1.0491034,2.80490493774414,-4.400094509124756,0.017378969117999,33.330833435058594,discharge,490
9,0.9633387975295541,1.0491034,2.80560564994812,-4.400067329406738,0.017378969117999,33.3297004699707,discharge,490
9,0.9630917941147521,1.0491034,2.806306362152099,-4.4000396728515625,0.017378969117999,33.32856750488281,discharge,490
9,0.9628447906999491,1.0491034,2.807007074356079,-4.400012493133545,0.017378969117999,33.32743453979492,discharge,490
9,0.9625977872851471,1.0491034,2.807707786560058,-4.399985313415527,0.017378969117999,33.32630157470703,discharge,490
9,0.9623507838703441,1.0491034,2.808408498764038,-4.399957656860352,0.017378969117999,33.32516860961914,discharge,490
9,0.9621037804555421,1.0491034,2.809109210968017,-4.399930477142334,0.017378969117999,33.32403564453125,discharge,490
9,0.961856777040739,1.0491034,2.809809923171997,-4.399902820587158,0.017378969117999,33.32290267944336,discharge,490
9,0.961609773625937,1.0491034,2.810510396957397,-4.399875640869141,0.017378969117999,33.32176971435547,discharge,490
9,0.961362770211134,1.0491034,2.811211109161377,-4.399847984313965,0.017378969117999,33.320640563964844,discharge,490
9,0.961115766796332,1.0491034,2.811911821365356,-4.399820804595947,0.017378969117999,33.31950759887695,discharge,490
9,0.960868763381529,1.0491034,2.812612533569336,-4.39979362487793,0.017378969117999,33.31837463378906,discharge,490
9,0.960621759966727,1.0491034,2.813313245773315,-4.399765968322754,0.017378969117999,33.31724166870117,discharge,490
9,0.9603747565519241,1.0491034,2.814013957977295,-4.399738788604736,0.017378969117999,33.31610870361328,discharge,490
9,0.960125482556576,1.0491034,2.814714670181274,-4.399716854095459,0.017378969117999,33.31510925292969,discharge,490
9,0.9598588052425221,1.0491034,2.815415382385254,-4.399735450744629,0.017378969117999,33.31513595581055,discharge,490
9,0.959592127928467,1.0491034,2.816116094589233,-4.399754047393799,0.017378969117999,33.31515884399414,discharge,490
9,0.9593254506144131,1.0491034,2.816816806793213,-4.399773120880127,0.017378969117999,33.315185546875,discharge,490
9,0.959058773300358,1.0491034,2.817517518997192,-4.399791717529297,0.017378969117999,33.31521224975586,discharge,490
9,0.9587920959863041,1.0491034,2.818218231201172,-4.399810314178467,0.017378969117999,33.31523895263672,discharge,490
9,0.958525418672249,1.0491034,2.818918943405151,-4.399829387664795,0.017378969117999,33.31526565551758,discharge,490
9,0.9582587413581951,1.0491034,2.819619655609131,-4.399847984313965,0.017378969117999,33.31529235839844,discharge,490
9,0.9579920640441401,1.0491034,2.82032036781311,-4.399867057800293,0.017378969117999,33.31531524658203,discharge,490
9,0.9577253867300851,1.0491034,2.82102108001709,-4.399885654449463,0.017378969117999,33.31534194946289,discharge,490
9,0.9574587094160311,1.0491034,2.8217217922210693,-4.399904251098633,0.017378969117999,33.31536865234375,discharge,490
9,0.9571920321019761,1.0491034,2.822422504425049,-4.399923324584961,0.017378969117999,33.31539535522461,discharge,490
9,0.9569253547879221,1.0491034,2.8231232166290283,-4.399941921234131,0.017378969117999,33.31542205810547,discharge,490
9,0.9566586774738671,1.0491034,2.823823928833008,-4.399960994720459,0.017378969117999,33.31544876098633,discharge,490
9,0.9563920001598131,1.0491034,2.8245246410369873,-4.399979591369629,0.017378969117999,33.31547164916992,discharge,490
