cycle_index,discharge_capacity,charge_capacity,voltage,internal_resistance,current,temperature,step_type,cycle_life
9,1.010647666037754,1.082872699999999,2.799999952316284,0.016771387308835,-4.39967679977417,35.807762145996094,discharge,521
9,1.010454815716757,1.082872699999999,2.8007006645202632,0.016771387308835,-4.399643898010254,35.80801010131836,discharge,521
9,1.01026196539576,1.0828727,2.801401376724243,0.016771387308835,-4.39961051940918,35.808258056640625,discharge,521
9,1.010060945243477,1.082872699999999,2.802102088928222,0.016771387308835,-4.399612903594971,35.80975341796875,discharge,521
9,1.009856029559016,1.082872699999999,2.802802801132202,0.016771387308835,-4.399631500244141,35.8067626953125,discharge,521
9,1.009651113874555,1.082872699999999,2.803503513336181,0.016771387308835,-4.39965009689331,35.80377197265625,discharge,521
9,1.009446198190095,1.082872699999999,2.804204225540161,0.016771387308835,-4.399669170379639,35.80078125,discharge,521
9,1.009241282505634,1.082872699999999,2.80490493774414,0.016771387308835,-4.399687767028809,35.79779052734375,discharge,521
9,1.009036366821173,1.082872699999999,2.80560564994812,0.016771387308835,-4.399706363677978,35.7947998046875,discharge,521
9,1.008831451136712,1.082872699999999,2.806306362152099,0.016771387308835,-4.399725437164307,35.79180908203125,discharge,521
9,1.008626535452251,1.082872699999999,2.807007074356079,0.016771387308835,-4.399744033813477,35.788818359375,discharge,521
9,1.00842161976779,1.082872699999999,2.807707786560058,0.016771387308835,-4.399763107299805,35.78582763671875,discharge,521
9,1.008216704083329,1.082872699999999,2.808408498764038,0.016771387308835,-4.399781703948975,35.7828369140625,discharge,521
9,1.008011788398869,1.082872699999999,2.809109210968017,0.016771387308835,-4.399800300598144,35.77984619140625,discharge,521
9,1.007806872714408,1.082872699999999,2.809809923171997,0.016771387308835,-4.399819374084473,35.77685546875,discharge,521
9,1.007601957029947,1.082872699999999,2.810510396957397,0.016771387308835,-4.399837970733643,35.77386474609375,discharge,521
9,1.007397041345486,1.082872699999999,2.811211109161377,0.016771387308835,-4.3998565673828125,35.7708740234375,discharge,521
9,1.007185615187591,1.082872699999999,2.811911821365356,0.016771387308835,-4.399869918823242,35.80532455444336,discharge,521
9,1.006963231618787,1.0828727,2.812612533569336,0.016771387308835,-4.399873733520508,35.7972412109375,discharge,521
9,1.006740848049984,1.082872699999999,2.813313245773315,0.016771387308835,-4.399878025054932,35.789161682128906,discharge,521
9,1.00651846448118,1.082872699999999,2.814013957977295,0.016771387308835,-4.399881839752197,35.78107833862305,discharge,521
9,1.006296080912376,1.082872699999999,2.814714670181274,0.016771387308835,-4.399885654449463,35.77299499511719,discharge,521
9,1.006073697343573,1.082872699999999,2.815415382385254,0.016771387308835,-4.399889469146728,35.76491165161133,discharge,521
9,1.00585131377477,1.082872699999999,2.816116094589233,0.016771387308835,-4.399893760681152,35.75682830810547,discharge,521
9,1.005628930205966,1.082872699999999,2.816816806793213,0.016771387308835,-4.399897575378418,35.74874496459961,discharge,521
9,1.005406546637163,1.0828727,2.817517518997192,0.016771387308835,-4.399901390075684,35.74066162109375,discharge,521
9,1.005184163068359,1.082872699999999,2.818218231201172,0.016771387308835,-4.399905204772949,35.73257827758789,discharge,521
9,1.004961779499555,1.082872699999999,2.818918943405151,0.016771387308835,-4.399909019470215,35.72449493408203,discharge,521
9,1.004739395930752,1.082872699999999,2.819619655609131,0.016771387308835,-4.399913311004639,35.71641540527344,discharge,521
