cycle_index,discharge_capacity,charge_capacity,voltage,internal_resistance,temperature,current,step_type,cycle_life
99,0.96851471162958,1.0780641,2.799999952316284,0.017187420278787002,36.09908676147461,-4.399838447570801,discharge,523
99,0.9682702665356521,1.0780641,2.8007006645202632,0.017187420278787002,36.0906982421875,-4.399809837341309,discharge,523
99,0.9680258214417241,1.0780641,2.801401376724243,0.017187420278787002,36.08230972290039,-4.399781703948975,discharge,523
99,0.967781376347797,1.0780641,2.802102088928222,0.017187420278787002,36.07392120361328,-4.399753570556641,discharge,523
99,0.9675369312538691,1.0780641,2.802802801132202,0.017187420278787002,36.06553649902344,-4.399724960327148,discharge,523
99,0.9672924861599411,1.0780641,2.803503513336181,0.017187420278787002,36.05714797973633,-4.3996968269348145,discharge,523
99,0.967048041066013,1.0780641,2.804204225540161,0.017187420278787002,36.04875946044922,-4.399668216705322,discharge,523
99,0.9668035959720851,1.0780641,2.80490493774414,0.017187420278787002,36.040374755859375,-4.399640083312988,discharge,523
99,0.9665432182860401,1.0780641,2.80560564994812,0.017187420278787002,36.10450744628906,-4.399662017822266,discharge,523
99,0.9662813971805321,1.0780641,2.806306362152099,0.017187420278787002,36.09966278076172,-4.399688243865967,discharge,523
99,0.9660195760750241,1.0780641,2.807007074356079,0.017187420278787002,36.094818115234375,-4.399714469909668,discharge,523
99,0.9657577549695161,1.0780641,2.807707786560058,0.017187420278787002,36.08997344970703,-4.399740695953369,discharge,523
99,0.9654959338640081,1.0780641,2.808408498764038,0.017187420278787002,36.08512878417969,-4.39976692199707,discharge,523
99,0.9652341127585011,1.0780641,2.809109210968017,0.017187420278787002,36.08028793334961,-4.3997931480407715,discharge,523
99,0.964972291652993,1.0780641,2.809809923171997,0.017187420278787002,36.075443267822266,-4.399819374084473,discharge,523
99,0.964710470547485,1.0780641,2.810510396957397,0.017187420278787002,36.07059860229492,-4.399845600128174,discharge,523
99,0.9644486494419771,1.0780641,2.811211109161377,0.017187420278787002,36.06575393676758,-4.399871826171875,discharge,523
99,0.9641868283364691,1.0780641,2.811911821365356,0.017187420278787002,36.060909271240234,-4.399898052215576,discharge,523
99,0.9639250072309611,1.0780641,2.812612533569336,0.017187420278787002,36.05606460571289,-4.399924755096435,discharge,523
99,0.9636631861254531,1.0780641,2.813313245773315,0.017187420278787002,36.05122375488281,-4.399950981140137,discharge,523
99,0.9634013650199451,1.0780641,2.814013957977295,0.017187420278787002,36.04637908935547,-4.399977207183838,discharge,523
99,0.9631395439144371,1.0780641,2.814714670181274,0.017187420278787002,36.041534423828125,-4.400003433227539,discharge,523
99,0.9628680251355801,1.0780641,2.815415382385254,0.017187420278787002,36.0394287109375,-4.400023460388184,discharge,523
99,0.9625904762071311,1.0780641,2.816116094589233,0.017187420278787002,36.039031982421875,-4.400040149688721,discharge,523
99,0.9623129272786821,1.0780641,2.816816806793213,0.017187420278787002,36.038631439208984,-4.400056838989258,discharge,523
99,0.9620353783502331,1.0780641,2.817517518997192,0.017187420278787002,36.038230895996094,-4.400073051452637,discharge,523
99,0.9617578294217841,1.0780641,2.818218231201172,0.017187420278787002,36.0378303527832,-4.400089740753174,discharge,523
99,0.9614802804933351,1.0780641,2.818918943405151,0.017187420278787002,36.03743362426758,-4.400106430053711,discharge,523
99,0.9612027315648861,1.0780641,2.819619655609131,0.017187420278787002,36.03703308105469,-4.40012264251709,discharge,523
99,0.9609251826364371,1.0780641,2.82032036781311,0.017187420278787002,36.0366325378418,-4.400139331817627,discharge,523
99,0.9606476337079881,1.0780641,2.82102108001709,0.017187420278787002,36.03623580932617,-4.400155544281006,discharge,523
99,0.9603700847795391,1.0780641,2.8217217922210693,0.017187420278787002,36.03583526611328,-4.400172233581543,discharge,523
99,0.9600925358510901,1.0780641,2.822422504425049,0.017187420278787002,36.03543472290039,-4.40018892288208,discharge,523
99,0.9598149869226411,1.0780641,2.8231232166290283,0.017187420278787002,36.0350341796875,-4.400205135345459,discharge,523
99,0.9595374379941921,1.0780641,2.823823928833008,0.017187420278787002,36.034637451171875,-4.400221824645996,discharge,523
99,0.9592598890657441,1.0780641,2.8245246410369873,0.017187420278787002,36.034236907958984,-4.400238513946533,discharge,523
99,0.9589804164862491,1.0780641,2.825225114822387,0.017187420278787002,36.032318115234375,-4.400237560272217,discharge,523
99,0.9586956330282651,1.0780641,2.825925827026367,0.017187420278787002,36.02619934082031,-4.400188446044922,discharge,523
99,0.9584108495702801,1.0780641,2.826626539230346,0.017187420278787002,36.020084381103516,-4.400139331817627,discharge,523
99,0.9581260661122961,1.0780641,2.827327251434326,0.017187420278787002,36.01396942138672,-4.400090217590332,discharge,523
99,0.9578412826543121,1.0780641,2.828027963638305,0.017187420278787002,36.007850646972656,-4.400041103363037,discharge,523
99,0.9575564991963281,1.0780641,2.828728675842285,0.017187420278787002,36.00173568725586,-4.399991989135742,discharge,523
99,0.957271715738343,1.0780641,2.829429388046264,0.017187420278787002,35.9956169128418,-4.399942874908447,discharge,523
99,0.956986932280359,1.0780641,2.830130100250244,0.017187420278787002,35.989501953125,-4.399893760681152,discharge,523
99,0.956702148822375,1.0780641,2.830830812454223,0.017187420278787002,35.9833869934082,-4.399844646453857,discharge,523
99,0.95641736536439,1.0780641,2.831531524658203,0.017187420278787002,35.97726821899414,-4.3997955322265625,discharge,523
99,0.956132581906406,1.0780641,2.832232236862182,0.017187420278787002,35.971153259277344,-4.399746417999268,discharge,523
99,0.955847798448422,1.0780641,2.832932949066162,0.017187420278787002,35.96503829956055,-4.399697303771973,discharge,523
99,0.955563014990437,1.0780641,2.833633661270141,0.017187420278787002,35.958919525146484,-4.399648189544678,discharge,523
99,0.9552782315324531,1.0780641,2.834334373474121,0.017187420278787002,35.95280456542969,-4.399599075317383,discharge,523
99,0.9549934480744691,1.0780641,2.8350350856781,0.017187420278787002,35.946685791015625,-4.399549961090088,discharge,523
99,0.954692156817955,1.0780641,2.83573579788208,0.017187420278787002,36.03895568847656,-4.399566650390625,discharge,523
99,0.9543863321162451,1.0780641,2.836436510086059,0.017187420278787002,36.03209686279297,-4.399600982666016,discharge,523
99,0.9540805074145351,1.0780641,2.837137222290039,0.017187420278787002,36.02523422241211,-4.3996357917785645,discharge,523
