cycle_index,discharge_capacity,charge_capacity,voltage,current,internal_resistance,temperature,step_type,cycle_life
99,0.956568098657779,1.0858412,2.799999952316284,-4.400306701660156,0.018246719613671,34.486610412597656,discharge,481
99,0.956299348389776,1.0858412,2.8007006645202632,-4.400317192077637,0.018246719613671,34.47969055175781,discharge,481
99,0.956022461833492,1.0858412,2.801401376724243,-4.400304317474365,0.018246719613671,34.51400375366211,discharge,481
99,0.9557416047778421,1.0858412,2.802102088928222,-4.400280475616455,0.018246719613671,34.51133346557617,discharge,481
99,0.955460747722193,1.0858412,2.802802801132202,-4.400257110595703,0.018246719613671,34.508663177490234,discharge,481
99,0.9551798906665431,1.0858412,2.803503513336181,-4.400233268737793,0.018246719613671,34.5059928894043,discharge,481
99,0.9548990336108941,1.0858412,2.804204225540161,-4.400209426879883,0.018246719613671,34.50332260131836,discharge,481
99,0.9546181765552441,1.0858412,2.80490493774414,-4.400185585021973,0.018246719613671,34.50065231323242,discharge,481
99,0.9543373194995951,1.0858412,2.80560564994812,-4.4001617431640625,0.018246719613671,34.497982025146484,discharge,481
99,0.954056462443945,1.0858412,2.806306362152099,-4.400137901306152,0.018246719613671,34.49531173706055,discharge,481
99,0.9537756053882951,1.0858412,2.807007074356079,-4.400114059448242,0.018246719613671,34.49264144897461,discharge,481
99,0.953494748332646,1.0858412,2.807707786560058,-4.400090217590332,0.018246719613671,34.48997116088867,discharge,481
99,0.9532138912769961,1.0858412,2.808408498764038,-4.400066375732422,0.018246719613671,34.487300872802734,discharge,481
99,0.9529330342213471,1.0858412,2.809109210968017,-4.400042533874512,0.018246719613671,34.4846305847168,discharge,481
99,0.9526521771656971,1.0858412,2.809809923171997,-4.400018692016602,0.018246719613671,34.48196029663086,discharge,481
99,0.9523713201100471,1.0858412,2.810510396957397,-4.399994850158691,0.018246719613671,34.47929000854492,discharge,481
99,0.9520842227670651,1.0858412,2.811211109161377,-4.39997673034668,0.018246719613671,34.4770622253418,discharge,481
