cycle_index,discharge_capacity,charge_capacity,discharge_energy,charge_energy,dc_internal_resistance,temperature_maximum,temperature_average,temperature_minimum,date_time_iso,energy_efficiency,charge_throughput,energy_throughput,charge_duration,time_temperature_integrated,paused
0,1.9547251,1.4437671,6.1877303,4.7638006,0.029466843232512002,31.62395668029785,29.073251724243164,21.346609115600586,2017-07-01T03:48:16+00:00,1.298906234656421,1.443767070770263,4.763800621032715,33152.0,37635.771097819015,0
1,1.0680572,1.0675609,3.2539806000000002,3.7432043999999998,0.017542101442813002,31.48712730407715,30.363544464111328,28.99968910217285,2017-07-02T01:23:12+00:00,0.86930347698886,2.511327981948852,8.507004737854004,512.0,1807.8497639973962,0
2,1.0700541000000001,1.0698104,3.243941999999999,3.7450346999999997,0.017505453899502,31.661930084228516,29.160560607910156,26.734909057617188,2017-07-02T02:22:56+00:00,0.8661981156009041,3.581138372421264,12.252039909362793,640.0,1732.2356363932292,0
3,1.071909499999999,1.071287,3.2632849,3.7549067000000003,0.017570901662111,31.111682891845703,29.711383819580078,28.08698844909668,2017-07-02T03:22:40+00:00,0.869072166293772,4.652425289154053,16.006946563720703,640.0,1774.0189493815105,0
4,1.072965,1.0726261,3.2699611,3.7543786,0.017263488844037,31.539033889770508,30.235231399536133,28.464998245239258,2017-07-02T04:22:24+00:00,0.8709726557678541,5.725051403045654,19.76132583618164,640.0,1803.0276326497396,0
5,1.0719097,1.0714829,3.2543581,3.7499785,0.017489189282059,31.414228439331055,29.481769561767578,27.695205688476562,2017-07-02T05:22:08+00:00,0.867833802247132,6.796534538269043,23.511302947998047,640.0,1809.947627766927,0
6,1.0732948,1.0729553,3.266793,3.7575262,0.017163872718811,31.64626693725586,30.155729293823242,28.78098487854004,2017-07-02T06:24:00+00:00,0.8693999259406361,7.869489669799805,27.268829345703125,512.0,1797.8895304361977,0
7,1.0735837,1.0728406,3.2702579,3.7544904,0.017006201669573,31.585262298583984,30.34716796875,28.94930076599121,2017-07-02T07:23:44+00:00,0.8710257722326311,8.942330360412598,31.023319244384766,512.0,1811.140645345052,0
8,1.0720392,1.070808499999999,3.252535799999999,3.7480693,0.017519319429993,30.755775451660156,29.09328269958496,27.254005432128906,2017-07-02T08:23:28+00:00,0.8677896644013491,10.013138771057129,34.77138900756836,640.0,1725.4640584309896,0
9,1.073211199999999,1.072971699999999,3.2651787,3.7574517999999992,0.017022503539919,31.25735855102539,29.952228546142578,28.6340389251709,2017-07-02T09:23:12+00:00,0.868987514357469,11.08611011505127,38.52884292602539,640.0,1786.0638834635417,0
