Date and Time	Time stamp	Total time (days)	Total test time (days)	Position	Tasks	CellUnit	Cycle - actual	Cycle - normalized	Cycle - total	Cycle - total - normalized	Cycle length (h)	Current_dch (C)	Current_dch std dev (C)	Current_dch_end (C)	Current_cha (C)	Current_cha std dev (C)	Current_cha_end (C)	Temp avg (°C)	Temp std dev (°C)	Temp dch start (°C)	Temp dch avg (°C)	Temp dch max (°C)	Temp dch std dev (°C)	Temp cha start (°C)	Temp cha avg (°C)	Temp cha max (°C)	Temp cha std dev (°C)	Voltage EoD (V)	Voltage EoC (V)	Voltage EoD ocv (V)	Voltage EoC ocv (V)	Voltage charge avg (V)	Voltage discharge avg (V)	Ah_dch (Ah)	Ah_cha (Ah)	Ah_dch (nominal) (%)	Ah_dch (C20 first) (%)	Ah_cha (nominal) (%)	Ah_cha (C20 first) (%)	CE (%)	Wh_dch (Wh)	Wh_cha (Wh)	Efficiency (%)	Ah_balance start (mAh)	Ah_balance end (mAh)	Ah_balance max (mAh)	Ah_balance min (mAh)	SoC - max (nom) (%)	SoC - min (nom) (%)	SoC - max (C20 last) (%)	SoC - min (C20 last) (%)	R_DC 0ms EoC (mOhm)	R_DC 50ms EoC (mOhm)	R_DC 0ms EoD (mOhm)	R_DC 50ms EoD (mOhm)	R_DC 0ms SoC50 dch (mOhm)	R_DC 50ms Soc50 dch (mOhm)	R_DC 0ms SoC50 cha (mOhm)	R_DC 50ms Soc50 cha (mOhm)	Shunt voltage dch (µV)	Shunt voltage cha (µV)	CE Shunt 	Ah_cha slippage (Ah)	Ah_dch slippage (Ah)	Cycle type	TestRegime	TestRegime version
26.11.2020 14:27:00	3689242020.002	0.000	0.291	24.05	14254	SK04A2D001	0	0.0000	0	0.0000	6.985	0.000	0.0000	0.000	0.000	0.0000	0.000	21.64	1.89	19.06	21.64	24.79	1.89	19.06	21.64	24.79	1.89	3.602478	3.602478	3.602264	3.602264	3.602428	3.602428	0.000000	0.000000	0.000	0.000000		0.000000	0.0000	0.000000	0.000000	0.0000	29172.398	29172.382	29172.398	29172.382	54.4182	54.4181	56.2091	56.2091									0.000000	0.000000	0	0.000000	0.000000	OCV	OCV generic long HP	8
26.11.2020 21:30:00	3689267400.005	0.294	0.354	24.05	14260	SK04A2D001	0	0.0000	1	0.0000	1.503				0.750	0.2110	0.050	26.14	0.59					24.79	26.25	26.72	0.56		4.199293		4.187480	3.946535			48.931693			76.456	73.451681	0.0000		190.703793	0.0000	29172.382	-0.001	29172.382	-19759.316	130.8739	54.4182	129.6608	56.2091									0.000000	0.000000	0	0.000000	0.000000	OCV, Charge CC-CV, OCV	LG25oC charact P1a	2
26.11.2020 23:00:12	3689272812.203	0.356	0.616	24.05	14260	SK04A2D001	1	0.9632	2	0.9632	6.300	-0.750	0.0630	-0.750	0.750	0.0630	0.050	25.43	0.80	25.70	26.01	26.61	0.20	26.01	26.29	26.61	0.28	2.999997	4.197128	3.448488	4.179740	3.812126	3.680483	61.642518	61.749354	96.316	93.035554	96.483	92.692355	99.8270	227.277092	236.528919	96.0885	-0.001	-0.007	61642.522	-106.838	100.1669	3.6836	100.1604	7.4680	0.4064	0.5172	0.4673	0.8549	0.4316	0.6208	0.4099	0.5723	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG25oC charact P1a	2
27.11.2020 05:18:11	3689295491.508	0.619	0.977	24.05	14260	SK04A2D001	2	1.9705	3	1.9705	8.661	-0.250	0.0140	-0.250	0.250	0.0140	0.050	25.06	0.20	24.68	24.95	25.64	0.18	25.42	25.14	25.42	0.13	2.999998	4.199512	3.255533	4.188739	3.773331	3.696708	64.466601	64.599370	100.729	97.297874	100.937	96.970533	99.7945	239.028093	244.067242	97.9353	-0.007	0.000	64466.596	-132.777	100.2075	-0.7291	100.1993	3.2288	0.3781	0.5409	0.4750	0.8931	0.4421	0.6583	0.4115	0.6018	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG25oC charact P1a	2
27.11.2020 13:57:51	3689326671.500	0.980	2.728	24.05	14260	SK04A2D001	3	3.0057	4	3.0057	42.033	-0.050	0.0020	-0.050	0.050	0.0020	0.050	24.85	0.09	25.07	24.85	25.13	0.09	25.05	24.84	25.05	0.09	2.999989	4.199232	3.039651	4.192711	3.755302	3.717256	66.256947	66.617526	103.526	100.000000	104.090	100.000000	99.4587	246.332142	249.778794	98.6201	0.000	0.000	66256.947	-360.580	100.5634	-3.5265	100.5413	0.5413	0.4020	0.5550	0.5368	0.9253	0.4318	0.6930	0.3405	0.5804	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge - pulses, OCV	LG25oC charact P1a	2
29.11.2020 07:59:51	3689477991.769	2.731	3.471	24.05	14260	SK04A2D001	4	4.0416	5	4.0416	17.818	-0.200	0.7160	-0.050				24.85	0.12	24.77	24.84	25.30	0.12					2.999996		3.051651			3.742568	66.299028		103.592	100.063512			0.0000	243.895540		0.0000	0.000	66299.031	66299.033	0.000	100.0000	-3.5922	100.0000	0.4781	0.3991	0.5652	0.5185	0.9316	0.4363	0.6478	0.4145	0.6151	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge - HPPC, OCV	LG25oC charact P1a	2
30.11.2020 01:48:55	3689542135.740	3.474	3.760	24.05	14260	SK04A2D001	5	4.0416	6	4.0416	6.942				0.750	0.0280	0.751	25.17	0.52					24.81	25.50	26.69	0.62		3.756125		3.685035	3.478770			33.151669			51.799	49.764185	0.0000		120.350260	0.0000	66299.031	33147.343	66299.031	33147.343	48.2073	-3.5922	50.2423	0.4781	0.3961	0.5188					0.3961	0.5188	0.000000	0.000000	0	0.000000	0.000000	OCV, Charge CC, OCV	LG25oC charact P1a	2
30.11.2020 08:59:01	3689567941.000	3.772	4.259	24.05	14285	SK04A2D001	0	0.0000	7	4.0416	11.966	0.000	0.0000	0.000	0.000	0.0000	0.000	28.51	4.33	24.81	28.51	35.01	4.33	24.81	28.51	35.01	4.33	3.684826	3.684826	3.684735	3.684735	3.685015	3.685015	0.000000	0.000000	0.000	0.000000		0.000000	0.0000	0.000000	0.000000	0.0000	33147.343	33147.316	33147.343	33147.316	48.2073	48.2073	50.2423	50.2423									0.000000	0.000000	0	0.000000	0.000000	OCV	OCV generic long HP	8
30.11.2020 21:05:00	3689611500.005	4.276	4.306	24.05	14303	SK04A2D001	0	0.0000	8	4.0416	1.137				0.750	0.2110	0.050	35.71	0.30					35.02	35.79	36.05	0.26		4.196007		4.190714	3.991148			33.319643			52.062	50.016332	0.0000		132.144859	0.0000	33147.316	-0.001	33147.316	-172.332	100.2693	48.2073	100.2587	50.2423									0.000000	0.000000	0	0.000000	0.000000	OCV, Charge CC-CV, OCV	LG35oC 00100S3C4 P1a	4
30.11.2020 22:13:12	3689615592.410	4.324	4.446	24.05	14303	SK04A2D001	1	1.0117	9	5.0533	3.350	-0.750	0.0600	-0.750	0.750	0.0270	0.050	35.95	0.36	35.49	35.88	36.36	0.23	35.69	36.04	36.51	0.44	2.999997	4.197019	3.267487	4.189285	3.833092	3.687321	64.749429	64.715513	101.171	97.724740	101.118	97.144876	100.0524	238.932071	245.841530	97.1895	-0.001	-0.001	64749.433	-0.001	100.0000	-1.1710	100.0000	2.8042	0.3595	0.3882	0.3823	0.6499	0.3762	0.4532	0.3595	0.3882	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge - pulses, OCV	LG35oC 00100S3C4 P1a	4
01.12.2020 01:34:13	3689627653.015	4.463	4.578	24.05	14303	SK04A2D001	2	2.0234	10	6.0650	3.187	-0.750	0.0240	-0.750	0.750	0.1610	0.050	35.88	0.45	35.19	35.66	36.75	0.43	35.95	36.00	36.46	0.40	3.003286	4.197972	3.258627	4.191791	3.779102	3.615180	64.750005	64.795622	101.172	97.725609	101.243	97.265128	99.9296	238.857685	246.067421	97.0700	-0.001	0.000	64750.009	-45.619	100.0713	-1.1719	100.0685	2.8033			0.3734	0.6713	0.3734	0.6713			0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC, OCV, Charge CC-CV, OCV	LG35oC 00100S3C4 P1a	4
01.12.2020 04:45:27	3689639127.493	4.596	4.715	24.05	14303	SK04A2D001	3	3.0349	11	7.0765	3.274	-0.750	0.0320	-0.750	0.750	0.0360	0.050	35.94	0.29	35.75	35.82	36.48	0.22	35.99	35.94	36.35	0.28	2.999998	4.197913	3.262855	4.192116	3.827992	3.610701	64.732729	64.787528	101.145	97.699535	101.231	97.252978	99.9154	238.839129	246.033562	97.0758	0.000	-0.001	64732.734	-54.800	100.0856	-1.1449	100.0823	2.8293	0.3306	0.3853	0.3776	0.6681	0.3799	0.5426	0.3440	0.3917	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG35oC 00100S3C4 P1a	4
01.12.2020 08:01:52	3689650912.441	4.733	4.848	24.05	14303	SK04A2D001	4	4.0470	12	8.0886	3.198	-0.750	0.0310	-0.751	0.750	0.0350	0.050	36.01	0.30	35.81	35.88	36.64	0.22	35.97	36.07	36.53	0.30	2.999994	4.197370	3.254012	4.191755	3.824727	3.610369	64.775867	64.810290	101.212	97.764642	101.266	97.287146	99.9469	238.986478	246.058078	97.1260	-0.001	0.000	64775.871	-34.425	100.0538	-1.2123	100.0517	2.7645	0.3383	0.3859	0.3765	0.6607	0.3734	0.5386	0.3441	0.3910	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG35oC 00100S3C4 P1a	4
01.12.2020 11:13:45	3689662425.977	4.866	4.983	24.05	14303	SK04A2D001	5	5.0594	13	9.1010	3.247	-0.750	0.0310	-0.750	0.750	0.0360	0.050	35.99	0.39	35.71	35.90	36.77	0.27	35.97	35.99	36.50	0.44	2.999997	4.196416	3.252682	4.191519	3.823932	3.610538	64.791564	64.835369	101.237	97.788333	101.305	97.324793	99.9324	239.033473	246.136355	97.1142	0.000	0.000	64791.569	-43.806	100.0684	-1.2368	100.0658	2.7410	0.3405	0.3846	0.3765	0.6563	0.3722	0.5348	0.3493	0.3901	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG35oC 00100S3C4 P1a	4
01.12.2020 14:28:33	3689674113.481	5.001	5.117	24.05	14303	SK04A2D001	6	6.0716	14	10.1132	3.210	-0.750	0.0320	-0.751	0.750	0.0360	0.050	35.95	0.34	35.62	35.79	36.64	0.27	35.95	36.01	36.50	0.33	2.999997	4.197170	3.249620	4.192191	3.821644	3.610355	64.785688	64.832129	101.228	97.779465	101.300	97.319929	99.9284	239.000032	246.091980	97.1182	0.000	-0.001	64785.693	-46.442	100.0726	-1.2276	100.0697	2.7498	0.3184	0.3798	0.3742	0.6536	0.3686	0.5322	0.3409	0.3886	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG35oC 00100S3C4 P1a	4
01.12.2020 17:41:09	3689685669.958	5.135	5.251	24.05	14303	SK04A2D001	7	7.0843	15	11.1259	3.224	-0.750	0.0310	-0.751	0.750	0.0360	0.050	35.98	0.33	35.83	35.85	36.73	0.28	35.98	36.03	36.45	0.32	2.999997	4.197528	3.246921	4.191798	3.822550	3.609564	64.810476	64.856713	101.266	97.816876	101.339	97.356832	99.9287	239.090412	246.153167	97.1307	-0.001	0.000	64810.481	-46.238	100.0722	-1.2664	100.0694	2.7126	0.3533	0.3911	0.3697	0.6496	0.3651	0.5336	0.3473	0.3913	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG35oC 00100S3C4 P1a	4
01.12.2020 20:54:37	3689697277.067	5.269	5.386	24.05	14303	SK04A2D001	8	8.0964	16	12.1380	3.221	-0.750	0.0310	-0.750	0.750	0.0360	0.050	36.03	0.27	35.66	35.92	36.50	0.20	35.93	36.09	36.40	0.30	2.999995	4.198700	3.249412	4.192160	3.822243	3.611148	64.773570	64.779547	101.209	97.761175	101.218	97.240998	99.9908	238.974013	245.849814	97.2033	0.000	0.000	64773.575	-5.978	100.0093	-1.2087	100.0090	2.7680	0.3301	0.3829	0.3659	0.6486	0.3685	0.5318	0.3276	0.3846	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG35oC 00100S3C4 P1a	4
02.12.2020 00:07:53	3689708873.248	5.403	5.518	24.05	14303	SK04A2D001	9	9.1087	17	13.1503	3.185	-0.750	0.0320	-0.750	0.750	0.0350	0.050	35.99	0.31	35.80	35.89	36.71	0.25	35.91	36.02	36.40	0.32	2.999995	4.196880	3.241587	4.191764	3.819377	3.610908	64.784559	64.820794	101.226	97.777761	101.282	97.302914	99.9441	238.984382	245.975263	97.1579	0.000	0.000	64784.564	-36.236	100.0566	-1.2259	100.0544	2.7515	0.3387	0.3837	0.3707	0.6468	0.3674	0.5306	0.3496	0.3867	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG35oC 00100S3C4 P1a	4
02.12.2020 03:18:59	3689720339.852	5.536	5.654	24.05	14303	SK04A2D001	10	10.1215	18	14.1631	3.250	-0.750	0.0320	-0.750	0.750	0.0360	0.050	36.00	0.39	35.86	35.94	36.89	0.32	35.93	35.95	36.44	0.41	2.999989	4.197094	3.240376	4.191787	3.818305	3.611134	64.819226	64.847911	101.280	97.830083	101.325	97.343619	99.9558	239.103213	246.071466	97.1682	0.000	0.000	64819.231	-28.686	100.0448	-1.2800	100.0431	2.6994	0.3509	0.3802	0.3705	0.6405	0.3705	0.5236	0.3510	0.3865	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG35oC 00100S3C4 P1a	4
02.12.2020 06:34:00	3689732040.838	5.672	5.788	24.05	14303	SK04A2D001	11	11.1336	19	15.1752	3.233	-0.750	0.0320	-0.750	0.750	0.0350	0.050	35.96	0.32	35.79	35.82	36.60	0.22	35.93	36.01	36.38	0.34	2.999996	4.196756	3.242329	4.191968	3.819674	3.611293	64.777035	64.817315	101.214	97.766405	101.277	97.297692	99.9379	238.949714	245.949308	97.1541	0.000	0.000	64777.040	-40.281	100.0629	-1.2141	100.0605	2.7628	0.3347	0.3798	0.3712	0.6404	0.3722	0.5262	0.3435	0.3871	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG35oC 00100S3C4 P1a	4
02.12.2020 09:48:01	3689743681.101	5.806	5.920	24.05	14303	SK04A2D001	12	12.1463	20	16.1879	3.157	-0.750	0.0310	-0.750	0.750	0.0350	0.050	36.06	0.37	35.68	35.93	36.75	0.27	35.99	36.14	36.65	0.41	2.999992	4.197778	3.234559	4.191948	3.816088	3.609745	64.810256	64.822901	101.266	97.816544	101.286	97.306077	99.9805	239.078985	245.919658	97.2183	0.000	0.000	64810.261	-12.646	100.0198	-1.2660	100.0190	2.7129	0.3412	0.3806	0.3703	0.6365	0.3676	0.5211	0.3481	0.3841	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG35oC 00100S3C4 P1a	4
02.12.2020 12:57:28	3689755048.057	5.938	6.053	24.05	14303	SK04A2D001	13	13.1582	21	17.1998	3.203	-0.750	0.0310	-0.750	0.750	0.0350	0.050	35.99	0.32	35.69	35.82	36.58	0.23	35.91	36.07	36.42	0.32	2.999996	4.198636	3.236998	4.192394	3.816920	3.610820	64.767269	64.791373	101.199	97.751665	101.237	97.258750	99.9628	238.898834	245.801999	97.1916	0.000	0.000	64767.274	-24.105	100.0377	-1.1989	100.0362	2.7774	0.3433	0.3809	0.3712	0.6397	0.3313	0.5233	0.3472	0.3849	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG35oC 00100S3C4 P1a	4
02.12.2020 16:09:38	3689766578.724	6.071	6.187	24.05	14303	SK04A2D001	14	14.1700	22	18.2116	3.211	-0.750	0.0320	-0.751	0.750	0.0350	0.050	36.02	0.23	35.85	35.95	36.49	0.18	35.97	36.04	36.32	0.21	2.999996	4.197809	3.237303	4.191970	3.816894	3.610464	64.750293	64.797490	101.172	97.726044	101.246	97.267932	99.9272	238.848017	245.826696	97.1611	0.000	0.000	64750.298	-47.198	100.0737	-1.1723	100.0708	2.8029	0.3453	0.3802	0.3671	0.6347	0.3666	0.5206	0.3442	0.3844	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG35oC 00100S3C4 P1a	4
02.12.2020 19:22:16	3689778136.715	6.205	6.320	24.05	14303	SK04A2D001	15	15.1819	23	19.2235	3.192	-0.750	0.0310	-0.751	0.750	0.0350	0.050	35.95	0.30	35.73	35.82	36.61	0.24	35.93	36.00	36.33	0.30	2.999997	4.196799	3.233565	4.191415	3.816637	3.610149	64.765418	64.776804	101.196	97.748872	101.214	97.236880	99.9824	238.893070	245.730061	97.2177	0.000	0.000	64765.423	-11.387	100.0178	-1.1960	100.0171	2.7802	0.3437	0.3800	0.3666	0.6352	0.3698	0.5217	0.3506	0.3844	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG35oC 00100S3C4 P1a	4
02.12.2020 22:33:48	3689789628.009	6.338	6.455	24.05	14303	SK04A2D001	16	16.1937	24	20.2353	3.243	-0.750	0.0310	-0.750	0.750	0.0350	0.050	35.93	0.39	35.67	35.83	36.71	0.26	35.95	35.93	36.44	0.44	2.999959	4.196438	3.233644	4.191869	3.817073	3.610578	64.753025	64.792059	101.177	97.730167	101.238	97.259780	99.9398	238.832682	245.790130	97.1694	0.000	0.000	64753.030	-39.035	100.0610	-1.1766	100.0586	2.7988	0.3445	0.3800	0.3676	0.6337	0.3669	0.5194	0.3453	0.3832	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG35oC 00100S3C4 P1a	4
03.12.2020 01:48:22	3689801302.419	6.473	6.589	24.05	14303	SK04A2D001	17	17.2060	25	21.2476	3.215	-0.750	0.0320	-0.751	0.750	0.0350	0.050	35.95	0.37	35.56	35.78	36.73	0.32	35.95	35.99	36.38	0.33	2.999991	4.197390	3.230018	4.192406	3.816163	3.610825	64.789642	64.814681	101.234	97.785432	101.273	97.293738	99.9614	238.970970	245.847640	97.2029	0.000	0.000	64789.647	-25.040	100.0391	-1.2338	100.0376	2.7438	0.3464	0.3804	0.3630	0.6305	0.3623	0.5187	0.3472	0.3833	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG35oC 00100S3C4 P1a	4
03.12.2020 05:01:16	3689812876.531	6.607	6.721	24.05	14303	SK04A2D001	18	18.2178	26	22.2594	3.155	-0.750	0.0320	-0.751	0.750	0.0350	0.050	36.03	0.29	35.75	35.92	36.54	0.20	36.00	36.12	36.64	0.33	2.999990	4.197818	3.228424	4.192218	3.815326	3.612654	64.753046	64.767205	101.177	97.730199	101.199	97.222471	99.9781	238.848835	245.644462	97.2336	0.000	-0.001	64753.051	-14.160	100.0221	-1.1766	100.0213	2.7988	0.3553	0.3787	0.3655	0.6299	0.3540	0.5166	0.3435	0.3825	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG35oC 00100S3C4 P1a	4
03.12.2020 08:10:33	3689824233.670	6.739	6.854	24.05	14303	SK04A2D001	19	19.2294	27	23.2710	3.194	-0.750	0.0320	-0.751	0.750	0.0350	0.050	35.99	0.34	35.62	35.89	36.61	0.24	35.97	36.01	36.42	0.37	2.999996	4.197526	3.228135	4.191596	3.813888	3.609695	64.741091	64.753547	101.158	97.712155	101.177	97.201969	99.9808	238.792761	245.603326	97.2270	-0.001	0.000	64741.095	-12.458	100.0195	-1.1580	100.0187	2.8167	0.3451	0.3801	0.3634	0.6285	0.3562	0.5161	0.3484	0.3844	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG35oC 00100S3C4 P1a	4
03.12.2020 11:22:11	3689835731.646	6.872	6.989	24.05	14303	SK04A2D001	20	20.2407	28	24.2823	3.242	-0.750	0.0320	-0.751	0.750	0.0350	0.050	35.94	0.30	35.75	35.81	36.67	0.27	35.95	35.96	36.38	0.26	2.999997	4.197524	3.229733	4.192060	3.814391	3.610830	64.727498	64.750104	101.137	97.691640	101.172	97.196801	99.9651	238.725304	245.592253	97.2039	0.000	0.000	64727.503	-22.607	100.0353	-1.1367	100.0339	2.8371	0.3333	0.3756	0.3644	0.6272	0.3651	0.5169	0.3426	0.3817	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG35oC 00100S3C4 P1a	4
03.12.2020 14:36:42	3689847402.400	7.007	7.122	24.05	14303	SK04A2D001	21	21.2519	29	25.2935	3.187	-0.750	0.0320	-0.751	0.750	0.0360	0.050	35.98	0.33	35.90	35.85	36.53	0.20	35.93	36.04	36.43	0.37	2.999995	4.196408	3.226818	4.191984	3.813052	3.609787	64.714205	64.751977	101.116	97.671577	101.175	97.199612	99.9417	238.686708	245.584017	97.1915	0.000	0.000	64714.211	-37.772	100.0590	-1.1160	100.0567	2.8571	0.3435	0.3790	0.3553	0.6294	0.3618	0.5198	0.3477	0.3828	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG35oC 00100S3C4 P1a	4
03.12.2020 17:47:56	3689858876.956	7.140	7.254	24.05	14303	SK04A2D001	22	22.2638	30	26.3054	3.166	-0.750	0.0320	-0.750	0.750	0.0350	0.050	35.99	0.39	35.74	35.88	36.77	0.28	35.93	36.04	36.56	0.45	2.999994	4.197208	3.221021	4.192137	3.810082	3.610738	64.758875	64.758226	101.186	97.738996	101.185	97.208993	100.0010	238.847487	245.576611	97.2599	0.000	0.000	64758.880	0.000	100.0000	-1.1857	100.0000	2.7900	0.3359	0.3820	0.3682	0.6237	0.3685	0.5137	0.3461	0.3824	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG35oC 00100S3C4 P1a	4
03.12.2020 20:57:54	3689870274.607	7.271	7.386	24.05	14303	SK04A2D001	23	23.2745	31	27.3161	3.173	-0.750	0.0310	-0.751	0.750	0.0350	0.050	35.95	0.29	35.60	35.79	36.51	0.23	35.97	36.05	36.41	0.27	2.999995	4.198136	3.225483	4.192164	3.812379	3.610097	64.684325	64.713400	101.069	97.626480	101.115	97.141704	99.9551	238.564918	245.417455	97.2078	0.000	0.000	64684.330	-29.076	100.0454	-1.0693	100.0436	2.9019	0.3377	0.3728	0.3629	0.6248	0.3631	0.5128	0.3314	0.3771	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG35oC 00100S3C4 P1a	4
04.12.2020 00:08:17	3689881697.623	7.404	7.518	24.05	14303	SK04A2D001	24	24.2853	32	28.3269	3.172	-0.750	0.0310	-0.751	0.750	0.0350	0.050	35.93	0.30	35.63	35.77	36.53	0.23	35.93	36.01	36.38	0.29	2.999991	4.197554	3.223084	4.192396	3.811767	3.610211	64.693522	64.705823	101.084	97.640361	101.103	97.130330	99.9810	238.597872	245.378985	97.2365	0.000	0.000	64693.527	-12.302	100.0192	-1.0836	100.0185	2.8881	0.3443	0.3800	0.3697	0.6262	0.3627	0.5150	0.3484	0.3816	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG35oC 00100S3C4 P1a	4
