discharge_capacity,cycle_life
-0.025620921267558883,1014
-0.025659521043514988,1014
-0.02569812081947198,1014
-0.025733781998643956,1014
-0.025760286920451958,1014
-0.02578679184226096,1014
-0.02581329676406785,1014
-0.02583980168587685,1014
-0.025866306607684852,1014
-0.025892811529492965,1014
-0.025919316451301966,1014
-0.025945821373108857,1014
-0.02597232629491797,1014
-0.02599883121672597,1014
-0.02602266472046799,1014
-0.026037929995661013,1014
-0.026053195270855034,1014
-0.026068460546047834,1014
-0.026098993554969918,1014
-0.026146074847731904,1014
-0.026193156140494778,1014
-0.026240237433256874,1014
-0.02628731872601886,1014
-0.026334400018780957,1014
-0.02638148131154383,1014
-0.026428562604305816,1014
-0.026475643897067913,1014
-0.0265227251898299,1014
-0.026569806482591996,1014
-0.026597831698847885,1014
-0.026621210236214,1014
-0.026644588773580002,1014
-0.026670426250627988,1014
-0.026708153280370017,1014
-0.026745880310111825,1014
-0.026783607339853854,1014
-0.026821334369595884,1014
-0.026859061399338913,1014
-0.026896788429081053,1014
-0.02693451545882397,1014
-0.026972242488567,1014
-0.02700996951830903,1014
-0.027047696548050948,1014
-0.027075636112881107,1014
-0.027093444589403992,1014
-0.027111253065928986,1014
-0.027129061542451982,1014
-0.027164602353972,1014
-0.027203091733841056,1014
-0.027241581113709,1014
-0.027280070493578057,1014
-0.027318559873446002,1014
-0.027357049253314947,1014
-0.027395538633185,1014
-0.027434028013053058,1014
-0.027472517392922002,1014
-0.027511006772791058,1014
-0.027545149168278993,1014
-0.027561816734784972,1014
-0.027578484301290063,1014
-0.02759515186779493,1014
-0.027625087961915984,1014
-0.027665172674142924,1014
-0.027705257386368976,1014
-0.027745342098594916,1014
-0.027785426810821967,1014
-0.02782551152304802,1014
-0.02786559623527396,1014
-0.02790568094750001,1014
-0.02794576565972695,1014
-0.027985850371953003,1014
-0.028025935084178943,1014
-0.028038535341365023,1014
-0.02804693998942398,1014
-0.028055344637482937,1014
-0.02806876963232008,1014
-0.02810436754108403,1014
-0.028139965449848092,1014
-0.028175563358613043,1014
-0.028211161267376994,1014
-0.028246759176141056,1014
-0.028282357084906007,1014
-0.028317954993669958,1014
-0.02835355290243402,1014
-0.028389150811198083,1014
-0.028424748719963033,1014
-0.028445037556407038,1014
-0.028450780712183987,1014
-0.028456523867961936,1014
