discharge_capacity,cycle_life
-0.037468287063236794,772
-0.03750692850402493,772
-0.037541363801049,772
-0.03757579909807085,772
-0.03761023439509492,772
-0.03764466969211688,772
-0.037679104989140955,772
-0.037713540286163805,772
-0.03774797558318688,772
-0.03778241088021006,772
-0.0378168461772328,772
-0.03785128147425598,772
-0.037885716771280054,772
-0.03793331597578509,772
-0.03798284274567998,772
-0.038029074031154964,772
-0.038064793819922005,772
-0.03810051360868805,772
-0.03813623339745298,772
-0.03817195318622002,772
-0.03820767297498606,772
-0.03824339276375299,772
-0.038279112552518035,772
-0.038314832341283966,772
-0.03835055213005101,772
-0.03838627191881594,772
-0.03842199170758298,772
-0.03846217437452204,772
-0.03850694669147392,772
-0.03855171900842702,772
-0.03858410605097706,772
-0.038614351904068034,772
-0.038644597757160004,772
-0.038674843610250975,772
-0.03870508946334206,772
-0.03873533531643303,772
-0.038765581169525,772
-0.03879582702261597,772
-0.03882607287570705,772
-0.03885631872879802,772
-0.038886564581888994,772
-0.03891946405469893,772
-0.03897055011503403,772
-0.039021636175368024,772
-0.03906321762442999,772
-0.03909634084911906,772
-0.03912946407380902,772
-0.039162587298497975,772
-0.03919571052318793,772
-0.039228833747877,772
-0.03926195697256696,772
-0.03929508019725603,772
-0.039328203421945984,772
-0.03936132664663394,772
-0.03939444987132401,772
-0.03942757309601297,772
-0.03947134939855901,772
-0.03951720758605004,772
-0.03956105988076497,772
-0.03959074025217901,772
-0.039620420623592056,772
-0.0396501009950061,772
-0.03967978136641892,772
-0.039709461737831964,772
-0.039739142109247005,772
-0.03976882248066005,772
-0.03979850285207398,772
-0.039828183223487024,772
-0.03985786359490007,772
-0.039887543966314,772
-0.03993019318697699,772
-0.03998294796220303,772
-0.04003570273742807,772
-0.04007288447696,772
-0.04010294430370909,772
-0.04013300413045806,772
-0.040163063957206924,772
-0.04019312378395701,772
-0.04022318361070598,772
-0.040253243437454955,772
-0.04028330326420404,772
-0.040313363090953014,772
-0.04034342291770299,772
-0.04037348274445207,772
-0.040409133970120026,772
-0.040458917625609936,772
-0.040508701281100956,772
-0.04054817065147198,772
-0.04057131711686601,772
-0.04059446358226093,772
-0.04061761004765396,772
-0.04064075651304899,772
-0.04066390297844302,772
-0.04068704944383794,772
-0.04071019590923097,772
-0.040733342374626,772
