Date and Time	Time stamp	Total time (days)	Total test time (days)	Position	Tasks	CellUnit	Cycle - actual	Cycle - normalized	Cycle - total	Cycle - total - normalized	Cycle length (h)	Current_dch (C)	Current_dch std dev (C)	Current_dch_end (C)	Current_cha (C)	Current_cha std dev (C)	Current_cha_end (C)	Temp avg (°C)	Temp std dev (°C)	Temp dch start (°C)	Temp dch avg (°C)	Temp dch max (°C)	Temp dch std dev (°C)	Temp cha start (°C)	Temp cha avg (°C)	Temp cha max (°C)	Temp cha std dev (°C)	Voltage EoD (V)	Voltage EoC (V)	Voltage EoD ocv (V)	Voltage EoC ocv (V)	Voltage charge avg (V)	Voltage discharge avg (V)	Ah_dch (Ah)	Ah_cha (Ah)	Ah_dch (nominal) (%)	Ah_dch (C20 first) (%)	Ah_cha (nominal) (%)	Ah_cha (C20 first) (%)	CE (%)	Wh_dch (Wh)	Wh_cha (Wh)	Efficiency (%)	Ah_balance start (mAh)	Ah_balance end (mAh)	Ah_balance max (mAh)	Ah_balance min (mAh)	SoC - max (nom) (%)	SoC - min (nom) (%)	SoC - max (C20 last) (%)	SoC - min (C20 last) (%)	R_DC 0ms EoC (mOhm)	R_DC 50ms EoC (mOhm)	R_DC 0ms EoD (mOhm)	R_DC 50ms EoD (mOhm)	R_DC 0ms SoC50 dch (mOhm)	R_DC 50ms Soc50 dch (mOhm)	R_DC 0ms SoC50 cha (mOhm)	R_DC 50ms Soc50 cha (mOhm)	Shunt voltage dch (µV)	Shunt voltage cha (µV)	CE Shunt 	Ah_cha slippage (Ah)	Ah_dch slippage (Ah)	Cycle type	TestRegime	TestRegime version
26.11.2020 14:39:00	3689242740.002	0.000	0.288	22.09	14256	SK04A2C204	0	0.0000	0	0.0000	6.919	0.000	0.0000	0.000	0.000	0.0000	0.000	23.65	1.42	20.03	23.65	25.23	1.42	20.03	23.65	25.23	1.42	3.605063	3.605063	3.604011	3.604011	3.604119	3.604119	0.000000	0.000000	0.000	0.000000		0.000000	0.0000	0.000000	0.000000	0.0000	31554.662	31554.662	31554.662	31554.662	50.6958	50.6958	52.6941	52.6941									0.000000	0.000000	0	0.000000	0.000000	OCV	OCV generic long S	7
26.11.2020 21:36:00	3689267760.005	0.290	0.351	22.09	14268	SK04A2C204	0	0.0000	1	0.0000	1.503				0.750	0.0000	0.050	26.18	0.54					25.03	26.32	26.80	0.50		4.200002		4.188190	3.953166			48.841550			76.315	73.221893	0.0000		190.434442	0.0000	31554.662	0.000	31554.662	-17286.901	127.0108	50.6958	125.9160	52.6941									0.000000	0.000000	0	0.000000	0.000000	OCV, Charge CC-CV, OCV	LG25oC charact P1s	1
26.11.2020 23:06:11	3689273171.400	0.352	0.620	22.09	14268	SK04A2C204	1	0.9645	2	0.9645	6.453	-0.750	0.0000	-0.750	0.750	0.0000	0.050	25.80	0.70	25.64	26.31	27.12	0.33	25.99	26.48	26.93	0.37	2.999996	4.200471	3.451835	4.180144	3.813078	3.679978	61.730131	61.786357	96.453	93.031708	96.541	92.628387	99.9090	227.591956	236.714513	96.1462	0.000	0.000	61730.144	-56.226	100.0879	3.5466	100.0843	7.4559	0.3645	0.5159	0.4247	0.7637	0.4325	0.6169	0.3790	0.5703	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG25oC charact P1s	1
27.11.2020 05:33:23	3689296403.084	0.621	0.981	22.09	14268	SK04A2C204	2	1.9714	3	1.9714	8.663	-0.250	0.0000	-0.250	0.250	0.0000	0.050	25.29	0.18	25.07	25.23	25.92	0.19	25.62	25.32	25.62	0.12	2.999982	4.200322	3.262085	4.189664	3.773954	3.695955	64.436365	64.646712	100.682	97.110195	101.010	96.916552	99.6746	238.903835	244.279670	97.7993	0.000	0.000	64436.369	-210.347	100.3287	-0.6818	100.3153	3.3988	0.3488	0.5539	0.4026	0.8046	0.4210	0.6424	0.3485	0.5969	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG25oC charact P1s	1
27.11.2020 14:13:10	3689327590.949	0.982	2.734	22.09	14268	SK04A2C204	3	3.0081	4	3.0081	42.084	-0.050	0.0000	-0.050	0.050	0.0000	0.050	25.10	0.11	25.20	25.08	25.42	0.12	25.32	25.12	25.35	0.09	2.999992	4.200014	3.039826	4.193176	3.751221	3.717603	66.353862	66.703479	103.678	100.000000	104.224	100.000000	99.4759	246.713392	250.112995	98.6408	0.000	0.000	66353.862	-349.617	100.5463	-3.6779	100.5241	0.5241	0.3027	0.5348	0.5829	0.8587	0.3597	0.6671	0.1872	0.5778	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC  - R_DC, OCV	LG25oC charact P1s	1
29.11.2020 08:18:15	3689479095.033	2.736	3.466	22.09	14268	SK04A2C204	4	4.0451	5	4.0451	17.569	-0.200	0.7370	-0.050				25.21	0.12	25.15	25.20	25.47	0.11					3.000006		3.038239			3.742277	66.363063		103.692	100.013867			0.0000	244.126993		0.0000	0.000	66363.076	66363.076	0.000	100.0000	-3.6923	100.0000	0.5103	0.3804	0.5678	0.2706	0.7771	0.4124	0.6319	0.3787	0.6091	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge - HPPC, OCV	LG25oC charact P1s	1
30.11.2020 01:52:21	3689542341.882	3.468	3.756	22.09	14268	SK04A2C204	5	4.0451	6	4.0451	6.942				0.750	0.0000	0.750	25.24	0.31					25.44	25.66	26.28	0.26		3.756933		3.685170	3.446117			33.182022			51.847	49.745564	0.0000		120.432642	0.0000	66363.076	33181.041	66363.076	33181.041	48.1546	-3.6923	50.2559	0.5103	0.3554	0.5284					0.3554	0.5284	0.000000	0.000000	0	0.000000	0.000000	OCV, Charge CC, OCV	LG25oC charact P1s	1
11.12.2020 15:05:00	3690540300.002	15.018	7.003	21.06	14400	SK04A2C204	0	0.0000	7	4.0451	77.938	0.000	0.0000	0.000	0.000	0.0000	0.000	22.81	5.76	25.09	22.81	25.38	5.76	25.09	22.81	25.38	5.76	3.681793	3.681793	3.678807	3.678807	3.680532	3.680532	0.000000	0.000000	0.000	0.000000		0.000000	0.0000	0.000000	0.000000	0.0000	33181.041	33181.041	33181.041	33181.041	48.1546	48.1546	50.2559	50.2559									0.000000	0.000000	0	0.000000	0.000000	OCV	OCV generic long S	7
14.12.2020 21:13:00	3690821580.005	18.274	7.437	21.06	14428	SK04A2C204	0	0.0000	8	4.0451	10.406				0.050	0.0000	0.050	5.81	0.04					5.82	5.81	5.94	0.04		4.200181		4.185382	3.931861			32.394136			50.616	48.564387	0.0000		127.377409	0.0000	33181.041	0.000	33181.041	0.000	100.0000	48.1546	100.0000	50.2559									0.000000	0.000000	0	0.000000	0.000000	OCV, Charge CC-CV, OCV	LG05oC 00100S2C5P1s	2
15.12.2020 07:37:22	3690859042.797	18.707	8.319	21.06	14428	SK04A2C204	1	0.8745	9	4.9196	21.179	-0.400	0.0000	-0.400	0.050	0.0000	0.050	5.99	0.41	5.78	6.78	7.75	0.44	6.22	5.83	6.22	0.07	2.999998	4.196768	3.490814	4.182172	3.798949	3.672381	55.966533	55.967002	87.448	84.345555	87.448	83.904172	99.9992	205.521078	212.737326	96.6079	0.000	0.000	55966.540	-0.462	100.0007	12.5523	100.0007	16.0965	0.3232	1.5309	0.4393	1.4190	0.4476	1.3938	0.3232	1.5309	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC, OCV	LG05oC 00100S2C5P1s	2
16.12.2020 04:48:06	3690935286.118	19.590	8.612	21.06	14428	SK04A2C204	2	1.7469	10	5.7920	7.039	-0.400	0.0000	-0.400	0.400	0.0000	0.050	6.81	0.47	5.76	6.76	7.70	0.43	6.15	7.05	7.39	0.40	2.999996	4.200006	3.489977	4.172315	3.882174	3.608055	55.831951	55.682838	87.237	84.142730	87.004	83.478162	100.2678	205.033754	215.079869	95.3291	0.000	0.000	55831.958	0.000	100.0000	12.7626	100.0000	16.2983			0.4453	1.4040	0.4453	1.4040			0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC, OCV, Charge CC-CV, OCV	LG05oC 00100S2C5P1s	2
16.12.2020 11:50:27	3690960627.020	19.883	8.896	21.06	14428	SK04A2C204	3	2.6176	11	6.6627	6.799	-0.400	0.0000	-0.400	0.400	0.0000	0.050	6.86	0.45	5.99	6.82	7.80	0.39	6.28	7.07	7.41	0.37	2.999974	4.200377	3.488435	4.174054	3.903042	3.602894	55.728378	55.755293	87.076	83.986638	87.118	83.586784	99.9517	204.692841	215.242236	95.0988	0.000	0.000	55728.384	-26.916	100.0421	12.9244	100.0404	16.4536	0.4568	1.2009	0.4694	1.3582	0.4508	1.3323	0.4482	1.2436	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG05oC 00100S2C5P1s	2
16.12.2020 18:38:24	3690985104.832	20.166	9.178	21.06	14428	SK04A2C204	4	3.4889	12	7.5340	6.781	-0.400	0.0000	-0.400	0.400	0.0000	0.050	6.87	0.45	6.04	6.84	7.81	0.37	6.32	7.09	7.44	0.36	2.999960	4.200161	3.488391	4.172085	3.902101	3.602879	55.761038	55.761656	87.127	84.035859	87.128	83.596323	99.9989	204.868713	215.196260	95.2009	0.000	0.000	55761.045	-0.618	100.0010	12.8734	100.0009	16.4046	0.4292	1.1589	0.4274	1.3628	0.4424	1.3170	0.4199	1.2087	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG05oC 00100S2C5P1s	2
17.12.2020 01:25:18	3691009518.019	20.449	9.461	21.06	14428	SK04A2C204	5	4.3597	13	8.4048	6.786	-0.400	0.0000	-0.400	0.400	0.0000	0.050	6.82	0.44	6.00	6.77	7.66	0.36	6.25	7.03	7.35	0.37	2.999992	4.200058	3.488070	4.171885	3.899754	3.602358	55.731385	55.737667	87.080	83.991170	87.090	83.560360	99.9887	204.769850	215.078664	95.2070	0.000	0.000	55731.391	-6.283	100.0098	12.9197	100.0094	16.4490	0.3926	1.1933	0.4229	1.3507	0.4152	1.3113	0.4265	1.2177	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG05oC 00100S2C5P1s	2
