cycle_index,discharge_capacity,charge_capacity,discharge_energy,charge_energy,dc_internal_resistance,temperature_maximum,temperature_average,temperature_minimum,date_time_iso,energy_efficiency,charge_throughput,energy_throughput,charge_duration,time_temperature_integrated,paused
0,1.5752358,1.0696567,4.837716099999999,3.7243409,0.01550952438265,34.409645080566406,31.516380310058594,23.126514434814453,2018-04-13T01:27:28+00:00,1.298945566449086,1.069656729698181,3.724340915679931,101760.0,,0
1,1.0717411000000001,1.0710596,3.2749445,3.7123033999999997,0.015297506004571,33.050048828125,32.02396774291992,31.061363220214844,2018-04-14T06:26:08+00:00,0.8821866499381481,2.140716314315796,7.436644077301025,512.0,1569.6228750774205,0
2,1.072476499999999,1.071885199999999,3.2787147,3.7133822,0.015246842056512002,33.000091552734375,32.00933074951172,31.061567306518555,2018-04-14T07:15:12+00:00,0.8829456606971401,3.21260142326355,11.150026321411133,512.0,1500.1222101723183,0
3,1.0730443,1.072566699999999,3.2815571,3.7145092,0.015215214341878001,32.933467864990234,32.032291412353516,31.06419563293457,2018-04-14T08:02:08+00:00,0.8834429862227821,4.285168170928955,14.864535331726074,640.0,1569.9862415648522,0
4,1.0734055,1.0729083,3.2832708,3.7148468,0.015196123160421002,32.90536880493164,32.035987854003906,31.04129409790039,2018-04-14T08:51:12+00:00,0.8838240112620521,5.358076572418213,18.579381942749023,640.0,1500.0473364240179,0
5,1.0737818,1.073472,3.2849348,3.716340299999999,0.015172653831541,32.85161590576172,32.01512908935547,31.142757415771484,2018-04-14T09:38:08+00:00,0.8839165778225421,6.431548595428467,22.29572296142578,640.0,1568.1885023706827,0
6,1.0741045,1.0737451,3.286166399999999,3.7168212,0.015172306448221002,32.939117431640625,31.989444732666016,30.97150421142578,2018-04-14T10:27:12+00:00,0.8841335709126921,7.505293369293213,26.012544631958008,512.0,1497.2552176965423,0
7,1.0743533,1.073999,3.2873476,3.7173486000000002,0.015157192945480001,32.878597259521484,32.04343032836914,31.048908233642578,2018-04-14T11:14:08+00:00,0.884325887542535,8.579292297363281,29.72989273071289,640.0,1501.424801936692,0
8,1.0743954,1.0739632,3.2877829,3.7171252,0.015157368034124001,32.81629943847656,31.992319107055664,31.019262313842773,2018-04-14T12:01:04+00:00,0.8844961423413981,9.653255462646484,33.447017669677734,640.0,1567.1985721873987,0
9,1.0745941,1.0742267,3.288861299999999,3.7179162999999997,0.015164143405854001,33.05586624145508,32.05287551879883,31.008832931518555,2018-04-14T12:50:08+00:00,0.8845979937740931,10.727482795715332,37.16493225097656,512.0,1500.55566712035,0
10,1.0745391,1.0742971,3.2887776,3.7179983,0.015149156562983001,32.60165023803711,31.887062072753906,30.863256454467773,2018-04-14T13:37:04+00:00,0.884555971959427,11.801779747009277,40.882930755615234,640.0,1495.2048197802185,0
11,1.0745361,1.0742033,3.288614,3.7175474,0.015138577669858001,32.91896057128906,31.86178207397461,30.912260055541992,2018-04-14T14:24:00+00:00,0.8846192519293761,12.875983238220215,44.60047912597656,640.0,1493.6415428222112,0
12,1.0744687,1.0742208,3.2880266000000002,3.7174093999999993,0.015128565020859,32.97035217285156,32.01449203491211,31.109533309936523,2018-04-14T15:10:56+00:00,0.8844940780533881,13.950203895568848,48.31789016723633,640.0,1500.9992813775352,0
13,1.0746386,1.0741752,3.288475299999999,3.717258,0.015143730677664,32.8361930847168,31.925146102905273,31.082046508789062,2018-04-14T15:57:52+00:00,0.8846508098173431,15.024378776550293,52.03514862060547,640.0,1564.8785444652367,0
14,1.0747403,1.0743365,3.2887659,3.71784,0.015142030082643,32.82672882080078,31.959003448486328,30.973453521728516,2018-04-14T16:46:56+00:00,0.884590488025304,16.09871482849121,55.752986907958984,512.0,1498.3044718250853,0
