cycle_index,discharge_capacity,charge_capacity,discharge_energy,charge_energy,dc_internal_resistance,temperature_maximum,temperature_average,temperature_minimum,date_time_iso,energy_efficiency,charge_throughput,energy_throughput,charge_duration,time_temperature_integrated,paused
0,1.9345720000000002,1.4173516,6.116105999999999,4.673017,0.029383694753050003,34.16896057128906,30.977693557739258,25.23790168762207,2017-07-01T03:52:32+00:00,1.308813128649007,1.4173516035079952,4.6730170249938965,33280.0,39217.38146972656,0
1,1.0454259,1.0456483,3.173664799999999,3.6461608,0.017864122986793,34.85007095336914,32.641014099121094,30.33453941345215,2017-07-02T00:59:44+00:00,0.8704127365968061,2.462999820709228,8.319177627563477,640.0,1936.5037150065107,0
2,1.0480373,1.0484418,3.1761549000000002,3.6511858,0.017928939312696002,34.573604583740234,32.27454376220703,29.808897018432617,2017-07-02T01:59:28+00:00,0.869896815440068,3.511441707611084,11.97036361694336,640.0,1915.9326497395834,0
3,1.0480293,1.0478849,3.1758397,3.6517849,0.018011536449193,34.393001556396484,32.0784797668457,30.053253173828125,2017-07-02T02:59:12+00:00,0.869667789031057,4.559326648712158,15.622148513793945,640.0,1974.1786173502605,0
4,1.0490997,1.0491858,3.182562099999999,3.6533284,0.017670782282948,34.29954528808594,32.47310256958008,30.322723388671875,2017-07-02T04:01:04+00:00,0.8711404373064291,5.6085124015808105,19.275476455688477,512.0,1930.6155680338543,0
5,1.0496798,1.049651,3.1806931,3.6544944999999993,0.017613360658288002,35.85921096801758,32.628868103027344,29.45937156677246,2017-07-02T05:00:48+00:00,0.8703510430785981,6.658163547515869,22.92997169494629,640.0,1935.5737752278646,0
6,1.049285899999999,1.049434499999999,3.1808746,3.6549008,0.017461355775594,34.92391586303711,32.47910690307617,30.65745735168457,2017-07-02T06:00:32+00:00,0.8703039491523271,7.707597732543945,26.584871292114258,640.0,1927.326765950521,0
7,1.0494497,1.049554,3.183569,3.6540372000000003,0.017321243882179,34.68513870239258,32.492977142333984,30.55349349975586,2017-07-02T07:00:16+00:00,0.8712470141245411,8.75715160369873,30.238908767700195,640.0,1930.9546956380207,0
8,1.0494211,1.0495406,3.1780615,3.6531205,0.017378972843289,34.089195251464844,32.19282531738281,29.450090408325195,2017-07-02T08:00:00+00:00,0.869958026295601,9.806692123413086,33.89202880859375,640.0,1980.7505289713545,0
9,1.0490589,1.0491034,3.1791244,3.6538329,0.017378969117999,34.2453727722168,32.03107452392578,30.329713821411133,2017-07-02T09:01:52+00:00,0.870079307677151,10.855795860290527,37.54586410522461,512.0,1904.1538208007812,0
