cycle_index,discharge_capacity,charge_capacity,voltage,current,temperature,internal_resistance,step_type,cycle_life
9,0.985968700442828,1.052588299999999,2.799999952316284,-4.400074958801269,36.960350036621094,0.013212176971137001,discharge,541
9,0.9857896050353521,1.0525883,2.8007006645202632,-4.400076866149902,36.96036148071289,0.013212176971137001,discharge,541
9,0.9856105096278761,1.0525883,2.801401376724243,-4.400078773498535,36.96037673950195,0.013212176971137001,discharge,541
9,0.9854314142204,1.0525883,2.802102088928222,-4.400080680847168,36.96038818359375,0.013212176971137001,discharge,541
9,0.9852523188129241,1.0525883,2.802802801132202,-4.400083065032959,36.96040344238281,0.013212176971137001,discharge,541
9,0.9850732234054471,1.0525883,2.803503513336181,-4.400084972381592,36.96041488647461,0.013212176971137001,discharge,541
9,0.984894127997971,1.0525883,2.804204225540161,-4.400086879730225,36.960426330566406,0.013212176971137001,discharge,541
9,0.9847150325904951,1.0525883,2.80490493774414,-4.400089263916016,36.96044158935547,0.013212176971137001,discharge,541
9,0.9845359371830191,1.0525883,2.80560564994812,-4.400091171264648,36.960453033447266,0.013212176971137001,discharge,541
9,0.9843568417755421,1.052588299999999,2.806306362152099,-4.400093078613281,36.96046829223633,0.013212176971137001,discharge,541
9,0.9841705881970211,1.0525883,2.807007074356079,-4.4000959396362305,36.957481384277344,0.013212176971137001,discharge,541
9,0.9839793092568491,1.0525883,2.807707786560058,-4.400099754333496,36.952392578125,0.013212176971137001,discharge,541
9,0.983788030316677,1.0525883,2.808408498764038,-4.400103569030762,36.947303771972656,0.013212176971137001,discharge,541
9,0.983596751376504,1.0525883,2.809109210968017,-4.400106906890869,36.94221496582031,0.013212176971137001,discharge,541
9,0.983405472436332,1.0525883,2.809809923171997,-4.400110721588135,36.9371223449707,0.013212176971137001,discharge,541
9,0.9832141934961591,1.0525883,2.810510396957397,-4.4001145362854,36.93203353881836,0.013212176971137001,discharge,541
9,0.9830229145559871,1.0525883,2.811211109161377,-4.400117874145508,36.926944732666016,0.013212176971137001,discharge,541
9,0.9828316356158141,1.0525883,2.811911821365356,-4.400121688842773,36.92185592651367,0.013212176971137001,discharge,541
9,0.9826403566756421,1.0525883,2.812612533569336,-4.400125026702881,36.91676330566406,0.013212176971137001,discharge,541
9,0.98244907773547,1.0525883,2.813313245773315,-4.4001288414001465,36.91167449951172,0.013212176971137001,discharge,541
9,0.9822577987952971,1.0525883,2.814013957977295,-4.400132656097412,36.906585693359375,0.013212176971137001,discharge,541
9,0.982066519855125,1.0525883,2.814714670181274,-4.400135993957519,36.90149688720703,0.013212176971137001,discharge,541
9,0.981875240914952,1.0525883,2.815415382385254,-4.400139808654785,36.89640426635742,0.013212176971137001,discharge,541
9,0.98168396197478,1.0525883,2.816116094589233,-4.400143146514893,36.89131546020508,0.013212176971137001,discharge,541
9,0.981489228395874,1.0525883,2.816816806793213,-4.400145053863525,36.88728332519531,0.013212176971137001,discharge,541
9,0.981284660898268,1.0525883,2.817517518997192,-4.40014123916626,36.88625717163086,0.013212176971137001,discharge,541
9,0.981080093400663,1.0525883,2.818218231201172,-4.400136947631836,36.885231018066406,0.013212176971137001,discharge,541
9,0.980875525903057,1.0525883,2.818918943405151,-4.40013313293457,36.88420486450195,0.013212176971137001,discharge,541
9,0.980670958405452,1.0525883,2.819619655609131,-4.400129318237305,36.8831787109375,0.013212176971137001,discharge,541
9,0.980466390907846,1.0525883,2.82032036781311,-4.400125503540039,36.88215637207031,0.013212176971137001,discharge,541
9,0.98026182341024,1.0525883,2.82102108001709,-4.400121688842773,36.88113021850586,0.013212176971137001,discharge,541
9,0.980057255912635,1.0525883,2.8217217922210693,-4.40011739730835,36.880104064941406,0.013212176971137001,discharge,541
9,0.979852688415029,1.0525883,2.822422504425049,-4.400113582611084,36.87907791137695,0.013212176971137001,discharge,541
9,0.979648120917423,1.0525883,2.8231232166290283,-4.400109767913818,36.8780517578125,0.013212176971137001,discharge,541
9,0.979443553419818,1.0525883,2.823823928833008,-4.400105953216553,36.87702560424805,0.013212176971137001,discharge,541
9,0.979238985922212,1.0525883,2.8245246410369873,-4.400102138519287,36.875999450683594,0.013212176971137001,discharge,541
9,0.979034418424607,1.0525883,2.825225114822387,-4.400097846984863,36.874977111816406,0.013212176971137001,discharge,541
9,0.978829850927001,1.0525883,2.825925827026367,-4.400094032287598,36.87395095825195,0.013212176971137001,discharge,541
9,0.978625283429395,1.0525883,2.826626539230346,-4.400090217590332,36.8729248046875,0.013212176971137001,discharge,541
9,0.978408355654205,1.0525883,2.827327251434326,-4.400078773498535,36.871219635009766,0.013212176971137001,discharge,541
9,0.978189577774739,1.0525883,2.828027963638305,-4.40006685256958,36.869415283203125,0.013212176971137001,discharge,541
9,0.977970799895272,1.0525883,2.828728675842285,-4.400054454803467,36.86760711669922,0.013212176971137001,discharge,541
9,0.977752022015806,1.0525883,2.829429388046264,-4.400042057037353,36.86580276489258,0.013212176971137001,discharge,541
9,0.9775332441363401,1.0525883,2.830130100250244,-4.40002965927124,36.86399841308594,0.013212176971137001,discharge,541
9,0.9773144662568741,1.0525883,2.830830812454223,-4.400017261505127,36.86219024658203,0.013212176971137001,discharge,541
9,0.9770956883774081,1.0525883,2.831531524658203,-4.400004863739014,36.86038589477539,0.013212176971137001,discharge,541
9,0.9768769104979411,1.0525883,2.832232236862182,-4.3999924659729,36.85858154296875,0.013212176971137001,discharge,541
9,0.9766581326184751,1.0525883,2.832932949066162,-4.399980068206787,36.856773376464844,0.013212176971137001,discharge,541
9,0.9764393547390091,1.0525883,2.833633661270141,-4.399967670440674,36.8549690246582,0.013212176971137001,discharge,541
9,0.9762205768595431,1.0525883,2.834334373474121,-4.399955749511719,36.85316467285156,0.013212176971137001,discharge,541
9,0.9760017989800771,1.0525883,2.8350350856781,-4.3999433517456055,36.851356506347656,0.013212176971137001,discharge,541
9,0.9757830211006101,1.0525883,2.83573579788208,-4.399930953979492,36.849552154541016,0.013212176971137001,discharge,541
9,0.9755642432211441,1.0525883,2.836436510086059,-4.399918556213379,36.847747802734375,0.013212176971137001,discharge,541
9,0.975337580877739,1.0525883,2.837137222290039,-4.3999152183532715,36.845558166503906,0.013212176971137001,discharge,541
9,0.975103163561807,1.0525883,2.837837934494018,-4.39992094039917,36.842994689941406,0.013212176971137001,discharge,541
9,0.974868746245876,1.0525883,2.838538646697998,-4.399926662445068,36.840431213378906,0.013212176971137001,discharge,541
9,0.9746343289299451,1.0525883,2.839239120483398,-4.399932384490967,36.837867736816406,0.013212176971137001,discharge,541
9,0.9743999116140131,1.0525883,2.839939832687378,-4.399938106536865,36.835304260253906,0.013212176971137001,discharge,541
9,0.9741654942980821,1.0525883,2.840640544891357,-4.399944305419922,36.832740783691406,0.013212176971137001,discharge,541
9,0.9739310769821501,1.0525883,2.841341257095337,-4.39995002746582,36.830177307128906,0.013212176971137001,discharge,541
9,0.9736966596662191,1.0525883,2.842041969299316,-4.399955749511719,36.827613830566406,0.013212176971137001,discharge,541
9,0.9734622423502881,1.0525883,2.842742681503296,-4.399961471557617,36.82504653930664,0.013212176971137001,discharge,541
9,0.9732278250343561,1.0525883,2.843443393707275,-4.399967193603516,36.82248306274414,0.013212176971137001,discharge,541
9,0.9729934077184251,1.0525883,2.844144105911255,-4.399972915649414,36.81991958618164,0.013212176971137001,discharge,541
9,0.972758990402493,1.0525883,2.844844818115234,-4.3999786376953125,36.81735610961914,0.013212176971137001,discharge,541
9,0.972524573086562,1.0525883,2.845545530319214,-4.399984359741211,36.81479263305664,0.013212176971137001,discharge,541
9,0.972290155770631,1.0525883,2.846246242523193,-4.399990081787109,36.81222915649414,0.013212176971137001,discharge,541
9,0.9720533600121881,1.0525883,2.846946954727173,-4.399994850158691,36.80989456176758,0.013212176971137001,discharge,541
9,0.971797027828152,1.0525883,2.847647666931152,-4.399991035461426,36.80942916870117,0.013212176971137001,discharge,541
9,0.971540695644116,1.0525883,2.848348379135132,-4.39998722076416,36.8089599609375,0.013212176971137001,discharge,541
9,0.9712843634600801,1.0525883,2.8490490913391113,-4.399983406066894,36.808494567871094,0.013212176971137001,discharge,541
9,0.9710280312760441,1.0525883,2.849749803543091,-4.399979591369629,36.80802917480469,0.013212176971137001,discharge,541
9,0.9707716990920081,1.0525883,2.8504505157470703,-4.399975776672363,36.80756378173828,0.013212176971137001,discharge,541
9,0.970515366907972,1.0525883,2.85115122795105,-4.399971961975098,36.807098388671875,0.013212176971137001,discharge,541
9,0.970259034723937,1.0525883,2.8518519401550293,-4.399968147277832,36.8066291809082,0.013212176971137001,discharge,541
9,0.9700027025399011,1.0525883,2.852552652359009,-4.399964332580566,36.8061637878418,0.013212176971137001,discharge,541
9,0.9697463703558651,1.0525883,2.8532533645629883,-4.399960517883301,36.80569839477539,0.013212176971137001,discharge,541
