cycle_index,discharge_capacity,charge_capacity,voltage,internal_resistance,temperature,current,step_type,cycle_life
9,1.001858902385416,1.0722271,2.799999952316284,0.015607155859470001,35.52796173095703,-4.399901390075684,discharge,940
9,1.001657774832652,1.0722271,2.8007006645202632,0.015607155859470001,35.528568267822266,-4.399880886077881,discharge,940
9,1.001456647279887,1.0722271,2.801401376724243,0.015607155859470001,35.529178619384766,-4.399860382080078,discharge,940
9,1.001255519727122,1.0722271,2.802102088928222,0.015607155859470001,35.52978515625,-4.399840354919434,discharge,940
9,1.001054392174357,1.0722271,2.802802801132202,0.015607155859470001,35.5303955078125,-4.399819850921631,discharge,940
9,1.000853264621592,1.0722271,2.803503513336181,0.015607155859470001,35.531002044677734,-4.399799346923828,discharge,940
9,1.000652137068827,1.0722271,2.804204225540161,0.015607155859470001,35.531612396240234,-4.399779319763184,discharge,940
9,1.000451009516062,1.0722271,2.80490493774414,0.015607155859470001,35.53221893310547,-4.399758815765381,discharge,940
9,1.000242478701374,1.0722271,2.80560564994812,0.015607155859470001,35.53285598754883,-4.399752616882324,discharge,940
9,1.000031392484184,1.0722271,2.806306362152099,0.015607155859470001,35.53350067138672,-4.39975118637085,discharge,940
9,0.999820306266994,1.0722271,2.807007074356079,0.015607155859470001,35.53414535522461,-4.399750232696533,discharge,940
9,0.9996092200498051,1.0722271,2.807707786560058,0.015607155859470001,35.5347900390625,-4.399748802185059,discharge,940
9,0.9993981338326151,1.0722271,2.808408498764038,0.015607155859470001,35.535438537597656,-4.399747848510742,discharge,940
9,0.9991870476154251,1.0722271,2.809109210968017,0.015607155859470001,35.53608322143555,-4.399746417999268,discharge,940
9,0.9989759613982351,1.072227099999999,2.809809923171997,0.015607155859470001,35.53672790527344,-4.399745464324951,discharge,940
9,0.9987648751810451,1.0722271,2.810510396957397,0.015607155859470001,35.53737258911133,-4.399744033813477,discharge,940
9,0.998553788963855,1.0722271,2.811211109161377,0.015607155859470001,35.538021087646484,-4.399742603302002,discharge,940
9,0.998342702746665,1.0722271,2.811911821365356,0.015607155859470001,35.538665771484375,-4.399741649627685,discharge,940
9,0.9981316165294751,1.0722271,2.812612533569336,0.015607155859470001,35.539310455322266,-4.399740219116211,discharge,940
9,0.9979205303122851,1.072227099999999,2.813313245773315,0.015607155859470001,35.539955139160156,-4.399739265441894,discharge,940
9,0.9977094440950951,1.072227099999999,2.814013957977295,0.015607155859470001,35.54059982299805,-4.39973783493042,discharge,940
9,0.9974983578779051,1.0722271,2.814714670181274,0.015607155859470001,35.5412483215332,-4.399736404418945,discharge,940
9,0.9972794650006931,1.072227099999999,2.815415382385254,0.015607155859470001,35.54049301147461,-4.399727821350098,discharge,940
9,0.9970516334716231,1.0722271,2.816116094589233,0.015607155859470001,35.53813171386719,-4.399710655212402,discharge,940
