Date and Time	Time stamp	Total time (days)	Total test time (days)	Position	Tasks	CellUnit	Cycle - actual	Cycle - normalized	Cycle - total	Cycle - total - normalized	Cycle length (h)	Current_dch (C)	Current_dch std dev (C)	Current_dch_end (C)	Current_cha (C)	Current_cha std dev (C)	Current_cha_end (C)	Temp avg (°C)	Temp std dev (°C)	Temp dch start (°C)	Temp dch avg (°C)	Temp dch max (°C)	Temp dch std dev (°C)	Temp cha start (°C)	Temp cha avg (°C)	Temp cha max (°C)	Temp cha std dev (°C)	Voltage EoD (V)	Voltage EoC (V)	Voltage EoD ocv (V)	Voltage EoC ocv (V)	Voltage charge avg (V)	Voltage discharge avg (V)	Ah_dch (Ah)	Ah_cha (Ah)	Ah_dch (nominal) (%)	Ah_dch (C20 first) (%)	Ah_cha (nominal) (%)	Ah_cha (C20 first) (%)	CE (%)	Wh_dch (Wh)	Wh_cha (Wh)	Efficiency (%)	Ah_balance start (mAh)	Ah_balance end (mAh)	Ah_balance max (mAh)	Ah_balance min (mAh)	SoC - max (nom) (%)	SoC - min (nom) (%)	SoC - max (C20 last) (%)	SoC - min (C20 last) (%)	R_DC 0ms EoC (mOhm)	R_DC 50ms EoC (mOhm)	R_DC 0ms EoD (mOhm)	R_DC 50ms EoD (mOhm)	R_DC 0ms SoC50 dch (mOhm)	R_DC 50ms Soc50 dch (mOhm)	R_DC 0ms SoC50 cha (mOhm)	R_DC 50ms Soc50 cha (mOhm)	Shunt voltage dch (µV)	Shunt voltage cha (µV)	CE Shunt 	Ah_cha slippage (Ah)	Ah_dch slippage (Ah)	Cycle type	TestRegime	TestRegime version
26.11.2020 14:27:00	3689242020.002	0.000	0.296	21.02	14253	SK04A2C081	0	0.0000	0	0.0000	7.103	0.000	0.0000	0.000	0.000	0.0000	0.000	22.21	1.35	19.88	22.21	24.20	1.35	19.88	22.21	24.20	1.35	3.604004	3.604004	3.603337	3.603337	3.603608	3.603608	0.000000	0.000000	0.000	0.000000		0.000000	0.0000	0.000000	0.000000	0.0000	48929.671	48929.629	48929.671	48929.629	23.5475	23.5474	26.6369	26.6368									0.000000	0.000000	0	0.000000	0.000000	OCV	OCV generic long HP	8
26.11.2020 21:33:00	3689267580.005	0.296	0.359	21.02	14266	SK04A2C081	0	0.0000	1	0.0000	1.512				0.750	0.2140	0.050	25.37	0.52					24.20	25.48	25.97	0.49		4.199228		4.188218	3.950429			48.929666			76.453	73.363161	0.0000		190.823838	0.0000	48929.629	-0.002	48929.629	-0.042	100.0001	23.5475	100.0001	26.6369									0.000000	0.000000	0	0.000000	0.000000	OCV, Charge CC-CV, OCV	LG25oC charact P1a	2
26.11.2020 23:03:43	3689273023.046	0.359	0.620	21.02	14266	SK04A2C081	1	0.9651	2	0.9651	6.277	-0.750	0.0630	-0.750	0.750	0.0640	0.050	25.02	0.84	24.90	25.51	26.61	0.40	25.79	25.97	26.31	0.27	2.999997	4.199242	3.447828	4.179571	3.811908	3.680983	61.767132	61.842024	96.511	93.165038	96.628	92.723428	99.8789	227.658701	236.922853	96.0898	-0.002	-0.019	61767.135	-74.896	100.1170	3.4889	100.1123	7.3889	0.4094	0.5290	0.4651	0.8543	0.4323	0.6375	0.4119	0.5819	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG25oC charact P1a	2
27.11.2020 05:20:19	3689295619.109	0.620	0.981	21.02	14266	SK04A2C081	2	1.9721	3	1.9721	8.659	-0.250	0.0140	-0.250	0.250	0.0130	0.050	24.38	0.20	24.11	24.33	25.01	0.22	24.63	24.42	24.70	0.14	2.999987	4.199726	3.267386	4.188374	3.775053	3.696484	64.444813	64.548180	100.695	97.203857	100.857	96.780929	99.8399	238.935238	243.974638	97.9345	-0.019	-0.002	64444.796	-103.388	100.1615	-0.6950	100.1550	3.3741	0.4195	0.5649	0.4792	0.9098	0.4455	0.6795	0.4126	0.6238	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG25oC charact P1a	2
27.11.2020 13:59:50	3689326790.985	0.981	2.734	21.02	14266	SK04A2C081	3	3.0080	4	3.0080	42.071	-0.050	0.0020	-0.050	0.050	0.0020	0.038	24.12	0.11	24.24	24.12	24.57	0.12	24.38	24.11	24.40	0.10	2.999994	4.199020	3.040507	4.193077	3.755287	3.717010	66.298617	66.695144	103.592	100.000000	104.211	100.000000	99.4055	246.459862	250.095955	98.5461	-0.002	0.000	66298.615	-396.530	100.6196	-3.5916	100.5945	0.5945	0.4294	0.5409	0.4748	0.9657	0.4540	0.7432	0.3426	0.6116	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG25oC charact P1a	2
29.11.2020 08:04:05	3689478245.703	2.734	3.478	21.02	14266	SK04A2C081	4	4.0452	5	4.0452	17.843	-0.200	0.7160	-0.050				24.26	0.12	24.08	24.26	24.69	0.13					2.999989		3.052452			3.742845	66.381837		103.722	100.125523			0.0000	244.122210		0.0000	0.000	66381.838	66381.842	0.000	100.0000	-3.7216	100.0000	0.4698	0.4126	0.5829	0.4960	1.0268	0.4388	0.6708	0.4193	0.6349	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge - HPPC, OCV	LG25oC charact P1a	2
30.11.2020 01:54:41	3689542481.521	3.478	3.767	21.02	14266	SK04A2C081	5	4.0452	6	4.0452	6.942				0.750	0.0280	0.751	24.24	0.41					24.10	24.77	25.77	0.56		3.757824		3.684901	3.479856			33.191669			51.862	49.766245	0.0000		120.556649	0.0000	66381.838	33190.126	66381.838	33190.126	48.1404	-3.7216	50.2361	0.4698	0.4000	0.5339					0.4000	0.5339	0.000000	0.000000	0	0.000000	0.000000	OCV, Charge CC, OCV	LG25oC charact P1a	2
02.12.2020 14:23:00	3689760180.002	5.997	3.767	24.15	14314	SK04A2C081	0	0.0000	7	4.0452	0.011	0.000	0.0000	0.000	0.000	0.0000	0.000	23.95	0.01	23.96	23.95	23.96	0.01	23.96	23.95	23.96	0.01	3.682556	3.682556	3.683777	3.683777	3.683457	3.683457	0.000000	0.000000	0.000	0.000000		0.000000	0.0000	0.000000	0.000000	0.0000	33190.126	33190.126	33190.126	33190.126	48.1404	48.1404	50.2361	50.2361									0.000000	0.000000	0	0.000000	0.000000	OCV	OCV generic long HP	8
02.12.2020 14:27:01	3689760421.000	6.000	3.802	24.15	14315	SK04A2C081	0	0.0000	8	4.0452	0.839	0.000	0.0000	-0.000	0.000	0.0000	-0.000	24.00	0.03	23.95	24.00	24.06	0.03	23.95	24.00	24.06	0.03	3.684319	3.684319	3.684096	3.684096	3.683911	3.683911	0.000000	0.000000	0.000	0.000000		0.000000	0.0000	0.000000	0.000000	0.0000	33190.126	33190.130	33190.130	33190.126	48.1404	48.1404	50.2361	50.2361									0.000000	0.000000	0	0.000000	0.000000	OCV	OCV generic long HP	8
02.12.2020 15:19:00	3689763540.005	6.036	3.835	24.15	14317	SK04A2C081	0	0.0000	9	4.0452	0.779				1.500	0.4200	0.100	25.55	0.73					24.23	25.59	26.51	0.74		4.196873		4.181185	4.014303			32.630818			50.986	48.925328	0.0000		131.070474	0.0000	33190.130	0.000	33190.130	-0.002	100.0000	48.1404	100.0000	50.2361									0.000000	0.000000	0	0.000000	0.000000	OCV, Charge CC-CV, OCV	LG25oC 10090S3C2 P2a	1
