cycle_index,discharge_capacity,charge_capacity,discharge_energy,charge_energy,dc_internal_resistance,temperature_maximum,temperature_average,temperature_minimum,date_time_iso,energy_efficiency,charge_throughput,energy_throughput,charge_duration,time_temperature_integrated,paused
0,1.5448491999999998,1.0471742,4.7310042,3.6551099000000002,0.015358790755271001,38.4593620300293,32.17719650268555,22.51129913330078,2018-04-13T01:27:28+00:00,1.294353474843533,1.047174215316772,3.6551098823547363,101760.0,,0
1,1.050057899999999,1.048363999999999,3.1941895000000002,3.6434789,0.0153688499704,39.37230682373047,35.21995162963867,31.998554229736328,2018-04-14T06:21:52+00:00,0.876686701822261,2.095538139343261,7.298588752746582,512.0,1647.8621034346309,0
2,1.0514506,1.0502399,3.1997623,3.6490498000000002,0.015374156646430001,39.30727005004883,35.228702545166016,32.002159118652344,2018-04-14T07:08:48+00:00,0.8768754813924431,3.145778179168701,10.947638511657715,512.0,1646.7265443159517,0
3,1.0520495,1.0511508,3.2026122,3.651118,0.015337874181568002,39.26960372924805,35.165283203125,32.00043869018555,2018-04-14T07:55:44+00:00,0.8771593248971961,4.196928977966309,14.598756790161133,512.0,1570.430991746869,0
4,1.0526897,1.0520669,3.2051666,3.65328,0.015323279425501001,39.40510940551758,35.24463653564453,31.956890106201172,2018-04-14T08:40:32+00:00,0.8773394319625101,5.248995780944824,18.252037048339844,640.0,1646.508368788062,0
5,1.0531315,1.0524521,3.2070141,3.6536841,0.015317376703023002,39.29151153564453,35.230018615722656,31.88489532470703,2018-04-14T09:27:28+00:00,0.8777480516172701,6.301447868347168,21.905719757080078,640.0,1570.9014700614377,0
6,1.053410199999999,1.052797,3.2078998,3.6543305,0.015308013185858001,39.43151092529297,35.2390251159668,32.005741119384766,2018-04-14T10:12:16+00:00,0.87783516022976,7.354244709014893,25.56005096435547,640.0,1647.1943333308327,0
7,1.0533983,1.0529828,3.2086785,3.6546807,0.015296502038836,39.21970748901367,35.16748046875,31.907968521118164,2018-04-14T10:59:12+00:00,0.87796411325345,8.407227516174316,29.214731216430664,640.0,1643.1782567266391,0
8,1.0535768,1.0530913,3.2092276,3.6542253000000002,0.015257683582603002,39.33318328857422,35.185333251953125,31.8940372467041,2018-04-14T11:46:08+00:00,0.8782237920579221,9.460318565368652,32.86895751953125,512.0,1569.5844994237816,0
9,1.053582399999999,1.053154699999999,3.209662,3.6540794,0.015223073773086002,39.29360580444336,35.17549514770508,31.931480407714844,2018-04-14T12:30:56+00:00,0.8783777385899161,10.513473510742188,36.52303695678711,640.0,1642.2711060746944,0
10,1.0536922,1.053226499999999,3.2101059,3.653454799999999,0.015191662125289001,39.46413803100586,35.13435745239258,31.605619430541992,2018-04-14T13:17:52+00:00,0.8786494087733061,11.566699981689453,40.176490783691406,512.0,1568.048114680416,0
11,1.0537956,1.0534083,3.2104988,3.6538348,0.015207158401608,39.48029708862305,35.13319778442383,31.765256881713867,2018-04-14T14:02:40+00:00,0.878665559811297,12.620108604431152,43.830326080322266,640.0,1642.4354983135222,0
12,1.0536388,1.0532951,3.2099514,3.6531031,0.015177013352513001,39.129554748535156,35.147335052490234,31.989543914794922,2018-04-14T14:49:36+00:00,0.878691707332322,13.6734037399292,47.483428955078125,512.0,1567.91090759347,0
13,1.0536437,1.0531765,3.209800999999999,3.6523795,0.015180869027972001,39.1286506652832,35.17292022705078,31.78956413269043,2018-04-14T15:34:24+00:00,0.8788246128311691,14.726579666137695,51.135807037353516,640.0,1566.6383488191436,0
14,1.053717,1.0532886,3.2101943,3.6526053,0.015177392400801001,39.285118103027344,35.172794342041016,31.787948608398438,2018-04-14T16:19:12+00:00,0.878877961437552,15.779869079589844,54.788414001464844,640.0,1642.5711424038773,0
15,1.0538285,1.0532732,3.2106452,3.6522007,0.015152559615671002,39.334102630615234,35.236812591552734,31.983230590820312,2018-04-14T17:06:08+00:00,0.8790987855623591,16.833141326904297,58.440616607666016,512.0,1571.106363841791,0
16,1.0537403,1.0533743,3.2109377,3.652478,0.015153330750763002,39.28015899658203,35.19826889038086,31.884721755981445,2018-04-14T17:50:56+00:00,0.8791121260689311,17.886516571044922,62.09309387207031,640.0,1568.020614797218,0
17,1.0536934,1.0532578,3.2109761,3.651555799999999,0.015140781179070001,39.29794692993164,35.249027252197266,31.94598388671875,2018-04-14T18:35:44+00:00,0.879344661801416,18.939773559570312,65.7446517944336,640.0,1569.7581445120536,0
18,1.0538383,1.0533127,3.2113185,3.651601099999999,0.015159627422690001,39.26557540893555,35.2697639465332,31.965957641601562,2018-04-14T19:20:32+00:00,0.8794275201636891,19.993085861206055,69.39624786376953,640.0,1649.143577204963,0
19,1.053751199999999,1.0533313,3.2111006,3.651719999999999,0.015148130245506002,39.31804275512695,35.259883880615234,31.944114685058594,2018-04-14T20:07:28+00:00,0.8793392154929731,21.046417236328125,73.04796600341797,512.0,1571.3338519970039,0
20,1.0537277,1.053261,3.2110999,3.6511196999999997,0.015139607712626001,39.31422424316406,35.244686126708984,31.957740783691406,2018-04-14T20:52:16+00:00,0.8794836006061371,22.099679946899414,76.69908905029297,512.0,1569.8185570753262,0
21,1.0539393,1.0533792,3.211586,3.651441799999999,0.01513175945729,39.355079650878906,35.30222702026367,31.94945526123047,2018-04-14T21:37:04+00:00,0.8795391453315781,23.153059005737305,80.35053253173828,640.0,1572.7626871580633,0
22,1.0537816,1.0532973,3.210910799999999,3.6513948,0.015145398676395002,39.383148193359375,35.3478889465332,31.973081588745117,2018-04-14T22:21:52+00:00,0.8793655509396021,24.206356048583984,84.00192260742188,640.0,1575.0886348565282,0
23,1.053717899999999,1.053270199999999,3.2105715,3.6513581,0.015138544142246002,39.38688659667969,35.31306076049805,31.93683433532715,2018-04-14T23:06:40+00:00,0.879281465162236,25.259626388549805,87.65328216552734,640.0,1572.6911584288366,0
24,1.053688,1.053187,3.2104404,3.6509435,0.015146027319133,39.4339714050293,35.40999221801758,32.102813720703125,2018-04-14T23:51:28+00:00,0.8793454075638251,26.31281280517578,91.30422973632812,640.0,1576.2748661047629,0
25,1.0538106,1.0532378,3.2101686,3.6511861999999997,0.015155099332332,39.4091796875,35.379905700683594,31.953266143798828,2018-04-15T00:36:16+00:00,0.87921251455212,27.366050720214844,94.95541381835938,640.0,1653.3114322062215,0
26,1.0535709,1.0531962,3.209115,3.6514022,0.015174286440014001,39.4427490234375,35.35073471069336,31.968008041381836,2018-04-15T01:23:12+00:00,0.878871957737222,28.419246673583984,98.60681915283203,512.0,1574.0617737342534,0
27,1.0536721,1.0530608,3.208884,3.6507137,0.015176781453192002,39.44976043701172,35.34931182861328,31.938318252563477,2018-04-15T02:08:00+00:00,0.8789744317665881,29.472307205200195,102.25753021240234,512.0,1573.4081115282977,0
28,1.0538669999999999,1.0532916,3.2091238,3.6518672,0.015185495838522,39.4339599609375,35.34922409057617,31.898134231567383,2018-04-15T02:52:48+00:00,0.8787624588320181,30.525598526000977,105.90939331054688,640.0,1573.6114387726086,0
29,1.0539819,1.0533676,3.2096663,3.6521044,0.015184326097369001,39.4106559753418,35.315185546875,31.932968139648438,2018-04-15T03:37:36+00:00,0.878853928710252,31.57896614074707,109.5615005493164,640.0,1572.3191089855368,0
30,1.054015,1.0535078,3.2100348,3.6524324,0.015158269554376002,39.73261642456055,35.492000579833984,32.1855583190918,2018-04-15T04:22:24+00:00,0.878875896512143,32.63247299194336,113.21393585205078,640.0,1660.243318020172,0
31,1.053896999999999,1.0534691,3.2097898,3.6521862,0.015155082568526,39.51308822631836,35.46799087524414,32.08537292480469,2018-04-15T05:09:20+00:00,0.8788680599034071,33.685943603515625,116.86611938476562,512.0,1579.7758473688912,0
32,1.0538788000000001,1.053331399999999,3.2097697,3.6514349,0.015135551802814002,39.602840423583984,35.4732666015625,32.182804107666016,2018-04-15T05:54:08+00:00,0.8790433864780111,34.73927688598633,120.5175552368164,640.0,1580.5289207995584,0
33,1.0540558,1.053467,3.210416999999999,3.6519101000000003,0.015148291364312002,39.63210678100586,35.4650993347168,32.25324249267578,2018-04-15T06:38:56+00:00,0.8791062518214781,35.79274368286133,124.16946411132812,640.0,1580.2495406986275,0
34,1.0539687,1.0534821,3.2100074,3.6517196,0.015135387890040002,39.65933609008789,35.55681610107422,32.257171630859375,2018-04-15T07:23:44+00:00,0.8790399460024251,36.84622573852539,127.82118225097656,640.0,1662.7788011387888,0
35,1.053961899999999,1.0534489,3.2097008,3.6516366,0.015141293406486001,39.66987609863281,35.57772445678711,32.22314453125,2018-04-15T08:10:40+00:00,0.878975963818524,37.89967346191406,131.4728240966797,512.0,1585.1868210754787,0
36,1.0537838,1.053313,3.2088494,3.6512425,0.015142718330025002,39.597354888916016,35.553829193115234,32.16532897949219,2018-04-15T08:55:28+00:00,0.8788376559486251,38.95298767089844,135.1240692138672,512.0,1583.413619957464,0
37,1.0537058,1.0532036,3.208366899999999,3.650922799999999,0.015158594585955,39.568851470947266,35.58159637451172,32.16969680786133,2018-04-15T09:40:16+00:00,0.8787824546714601,40.00619125366211,138.77499389648438,640.0,1584.9472630927635,0
38,1.053570999999999,1.0532341,3.2077525,3.6509516,0.015179236419498001,39.6989860534668,35.601993560791016,32.267459869384766,2018-04-15T10:25:04+00:00,0.8786072376308681,41.059425354003906,142.42593383789062,640.0,1585.7989971600955,0
39,1.0537426,1.0531706,3.2077422,3.650673399999999,0.015155710279941002,39.574951171875,35.57047653198242,32.201454162597656,2018-04-15T11:09:52+00:00,0.878671370602475,42.11259460449219,146.0766143798828,640.0,1583.7624641465845,0
40,1.0537041,1.0532784,3.206844299999999,3.6515546,0.015164621174335001,39.56884765625,35.54294204711914,32.13385772705078,2018-04-15T11:54:40+00:00,0.8782134327116451,43.16587448120117,149.72816467285156,640.0,1582.3296584481463,0
41,1.0537037,1.0531501,3.2062407,3.6512482,0.015183956362307,39.43476867675781,35.453678131103516,32.07608413696289,2018-04-15T12:39:28+00:00,0.8781218159861051,44.219024658203125,153.37940979003906,640.0,1578.012245637389,0
42,1.0538222,1.053337199999999,3.2064228,3.6521893,0.015187455341219002,39.46422576904297,35.4411735534668,32.15827178955078,2018-04-15T13:24:16+00:00,0.877945401132411,45.272361755371094,157.03160095214844,640.0,1654.7605591823726,0
