cycle_index,discharge_capacity,charge_capacity,discharge_energy,charge_energy,dc_internal_resistance,temperature_maximum,temperature_average,temperature_minimum,date_time_iso,energy_efficiency,charge_throughput,energy_throughput,charge_duration,time_temperature_integrated,paused
0,1.6831192,1.1645074,5.188207599999999,3.995501,0.01703960634768,37.27530288696289,30.43423843383789,30.13483238220215,2017-05-13T03:18:24+00:00,1.2985124018239511,1.164507389068603,3.995501041412353,81792.0,42922.757918294265,1
1,1.075392699999999,1.0753138,3.2795343,3.7269008,0.016521776095032,37.27861022949219,33.53913116455078,30.338287353515625,2017-05-14T02:44:16+00:00,0.879962863513834,2.239821195602417,7.7224016189575195,640.0,1711.0915405273438,0
2,1.077566,1.0773059,3.2865839,3.7324669,0.016551878303289,37.27312088012695,33.38770294189453,30.390459060668945,2017-05-14T03:35:28+00:00,0.8805393290962601,3.317126989364624,11.45486831665039,640.0,1700.1790934244793,0
3,1.0786488,1.0783844,3.2904105,3.735151799999999,0.016499696299433,37.206268310546875,33.39183807373047,30.370603561401367,2017-05-14T04:26:40+00:00,0.8809308633721391,4.395511627197266,15.190020561218262,640.0,1700.052001953125,0
4,1.0793798,1.0790939,3.2925739,3.737448,0.016489725559949,37.29112243652344,33.40553283691406,30.40706443786621,2017-05-14T05:17:52+00:00,0.880968484377575,5.474605560302734,18.92746925354004,640.0,1699.087634277344,0
5,1.079732699999999,1.0794435,3.293753899999999,3.7381499,0.016461944207549,37.22306823730469,33.381256103515625,30.2999210357666,2017-05-14T06:09:04+00:00,0.881118732023025,6.554049015045166,22.665618896484375,640.0,1771.0977050781253,0
6,1.0801911,1.0798044,3.2960696,3.7395537,0.016473717987537002,37.240474700927734,33.348854064941406,30.37173843383789,2017-05-14T07:02:24+00:00,0.8814072117750301,7.633853435516357,26.40517234802246,640.0,1699.0812744140626,0
7,1.080532,1.0801253,3.2964754,3.7405133,0.016452040523290003,37.245140075683594,33.3561897277832,30.36646270751953,2017-05-14T07:53:36+00:00,0.8812895812989081,8.71397876739502,30.14568519592285,640.0,1699.0384155273437,0
8,1.0807981,1.0804505,3.2972662,3.7411797,0.016434073448181,37.32868194580078,33.44413757324219,30.380334854125977,2017-05-14T08:44:48+00:00,0.881343978210937,9.794428825378418,33.886863708496094,640.0,1701.4093424479167,0
9,1.0810171,1.080655699999999,3.2981708,3.7416468,0.016417274251580002,37.32109451293945,33.431514739990234,30.4039306640625,2017-05-14T09:36:00+00:00,0.88147571812497,10.87508487701416,37.62851333618164,640.0,1701.352294921875,0
