Date and Time	Time stamp	Total time (days)	Total test time (days)	Position	Tasks	CellUnit	Cycle - actual	Cycle - normalized	Cycle - total	Cycle - total - normalized	Cycle length (h)	Current_dch (C)	Current_dch std dev (C)	Current_dch_end (C)	Current_cha (C)	Current_cha std dev (C)	Current_cha_end (C)	Temp avg (°C)	Temp std dev (°C)	Temp dch start (°C)	Temp dch avg (°C)	Temp dch max (°C)	Temp dch std dev (°C)	Temp cha start (°C)	Temp cha avg (°C)	Temp cha max (°C)	Temp cha std dev (°C)	Voltage EoD (V)	Voltage EoC (V)	Voltage EoD ocv (V)	Voltage EoC ocv (V)	Voltage charge avg (V)	Voltage discharge avg (V)	Ah_dch (Ah)	Ah_cha (Ah)	Ah_dch (nominal) (%)	Ah_dch (C20 first) (%)	Ah_cha (nominal) (%)	Ah_cha (C20 first) (%)	CE (%)	Wh_dch (Wh)	Wh_cha (Wh)	Efficiency (%)	Ah_balance start (mAh)	Ah_balance end (mAh)	Ah_balance max (mAh)	Ah_balance min (mAh)	SoC - max (nom) (%)	SoC - min (nom) (%)	SoC - max (C20 last) (%)	SoC - min (C20 last) (%)	R_DC 0ms EoC (mOhm)	R_DC 50ms EoC (mOhm)	R_DC 0ms EoD (mOhm)	R_DC 50ms EoD (mOhm)	R_DC 0ms SoC50 dch (mOhm)	R_DC 50ms Soc50 dch (mOhm)	R_DC 0ms SoC50 cha (mOhm)	R_DC 50ms Soc50 cha (mOhm)	Shunt voltage dch (µV)	Shunt voltage cha (µV)	CE Shunt 	Ah_cha slippage (Ah)	Ah_dch slippage (Ah)	Cycle type	TestRegime	TestRegime version
21.12.2020 13:14:00	3691397640.002	0.000	0.281	21.16	14458	SK04A2D112	0	0.0000	0	0.0000	6.755	0.000	0.0000	0.000	0.000	0.0000	0.000	21.37	1.78	18.68	21.37	24.14	1.78	18.68	21.37	24.14	1.78	3.602600	3.602600	3.602748	3.602748	3.602819	3.602819	0.000000	0.000000	0.000	0.000000		0.000000	0.0000	0.000000	0.000000	0.0000	30880.648	30880.649	30880.649	30880.648	51.7490	51.7490	53.6805	53.6805									0.000000	0.000000	0	0.000000	0.000000	OCV	OCV generic long HP	8
21.12.2020 20:02:00	3691422120.005	0.283	0.344	21.16	14463	SK04A2D112	0	0.0000	1	0.0000	1.511				0.750	0.2130	0.050	25.74	0.79					24.07	25.82	26.59	0.79		4.199443		4.187455	3.949762			48.933625			76.459	73.398176	0.0000		190.748194	0.0000	30880.649	-0.001	30880.649	-18052.981	128.2078	51.7490	127.0786	53.6805									0.000000	0.000000	0	0.000000	0.000000	OCV, Charge CC-CV, OCV	LG25oC charact P1a	2
21.12.2020 21:32:39	3691427559.712	0.346	0.613	21.16	14463	SK04A2D112	1	0.9681	2	0.9681	6.438	-0.750	0.0590	-0.750	0.750	0.0620	0.050	25.40	1.01	25.48	26.06	27.05	0.41	25.96	26.41	26.83	0.40	2.999992	4.199198	3.446044	4.179751	3.808017	3.683465	61.958188	62.036768	96.810	93.414086	96.932	93.052285	99.8733	228.362362	237.516490	96.1459	-0.001	0.000	61958.193	-78.580	100.1228	3.1903	100.1179	7.0656	0.3743	0.4927	0.4828	0.8507	0.4658	0.6344	0.3954	0.5574	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG25oC charact P1a	2
22.12.2020 03:58:57	3691450737.976	0.615	0.976	21.16	14463	SK04A2D112	2	1.9756	3	1.9756	8.728	-0.250	0.0130	-0.250	0.240	0.0220	0.050	24.48	0.18	24.12	24.39	25.02	0.17	24.87	24.54	24.87	0.13	2.999964	4.199252	3.260527	4.189125	3.773795	3.696716	64.482739	64.634819	100.754	97.220340	100.992	96.949241	99.7647	239.050816	244.219737	97.8835	0.000	0.000	64482.741	-152.080	100.2376	-0.7543	100.2281	3.2789	0.4286	0.5370	0.4904	0.9157	0.4780	0.6987	0.3574	0.5669	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge CC -CV - R_DC, OCV	LG25oC charact P1a	2
22.12.2020 12:42:39	3691482159.640	0.978	2.729	21.16	14463	SK04A2D112	3	3.0120	4	3.0120	42.071	-0.050	0.0020	-0.050	0.050	0.0020	0.025	24.04	0.10	24.32	24.05	24.34	0.12	24.24	24.02	24.24	0.06	2.999994	4.198275	3.041390	4.193436	3.754889	3.717373	66.326387	66.668721	103.635	100.000000	104.170	100.000000	99.4865	246.596749	249.986595	98.6440	0.000	0.000	66326.387	-342.334	100.5349	-3.6350	100.5135	0.5135	0.2399	0.5716	0.4727	1.0723	0.3987	0.7230	0.2753	0.5511	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge - pulses, OCV	LG25oC charact P1a	2
24.12.2020 06:46:55	3691633615.723	2.731	3.472	21.16	14463	SK04A2D112	4	4.0487	5	4.0487	17.834	-0.200	0.7160	-0.050				24.19	0.10	24.09	24.19	24.60	0.10					2.999989		3.052711			3.742294	66.348446		103.669	100.033258			0.0000	244.016190		0.0000	0.000	66348.452	66348.452	0.000	100.0000	-3.6695	100.0000	0.4804	0.4066	0.5709	0.5419	1.1494	0.4635	0.6830	0.4120	0.6141	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge - HPPC, OCV	LG25oC charact P1a	2
25.12.2020 00:36:58	3691697818.169	3.474	3.762	21.16	14463	SK04A2D112	5	4.0487	6	4.0487	6.942				0.750	0.0280	0.751	24.29	0.47					24.40	24.86	25.80	0.48		3.757250		3.685163	3.480686			33.175671			51.837	49.761973	0.0000		120.468951	0.0000	66348.452	33172.776	66348.452	33172.776	48.1675	-3.6695	50.2424	0.4804	0.3935	0.5189					0.3935	0.5189	0.000000	0.000000	0	0.000000	0.000000	OCV, Charge CC, OCV	LG25oC charact P1a	2
12.01.2021 11:08:00	3693290880.002	21.912	3.833	21.16	14632	SK04A2D112	0	0.0000	7	4.0487	1.709				0.400	0.0950	0.050	24.46	0.22					23.93	24.48	24.72	0.21		4.198866		4.188068	3.976550			32.992660			51.551	49.487465	0.0000		130.484936	0.0000	33172.776	0.000	33172.776	0.000	100.0000	48.1675	100.0000	50.2424									0.000000	0.000000	0	0.000000	0.000000	OCV, Charge CC-CV, OCV	LG25oC 00100S2C5 P1a	1
12.01.2021 12:50:33	3693297033.961	21.984	4.066	21.16	14632	SK04A2D112	1	0.9928	8	5.0415	5.591	-0.400	0.0260	-0.400	0.400	0.0110	0.054	24.73	0.23	24.35	24.59	25.28	0.20	25.01	24.83	25.13	0.16	2.999998	4.198964	3.334041	4.187348	3.824994	3.695538	63.542347	63.542997	99.285	95.802515	99.286	95.311558	99.9990	235.183248	240.922529	97.6178	0.000	0.001	63542.350	-0.650	100.0010	0.7151	100.0010	4.6894	0.3629	0.5190	0.4764	0.8458	0.4546	0.6383	0.3629	0.5190	0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC - R_DC, OCV, Charge - pulses, OCV	LG25oC 00100S2C5 P1a	1
12.01.2021 18:26:02	3693317162.302	22.217	4.292	21.16	14632	SK04A2D112	2	1.9857	9	6.0344	5.435	-0.400	0.0090	-0.400	0.400	0.0710	0.050	24.74	0.22	24.46	24.60	25.32	0.18	25.02	24.81	25.03	0.13	3.003764	4.198970	3.331505	4.191786	3.786161	3.626700	63.543002	63.602432	99.286	95.803503	99.379	95.400708	99.9066	235.188935	241.127209	97.5373	0.001	-0.001	63543.007	-59.428	100.0929	0.7141	100.0891	4.6884			0.4754	0.8466	0.4754	0.8466			0.000000	0.000000	0	0.000000	0.000000	OCV, Discharge CC, OCV, Charge CC-CV, OCV	LG25oC 00100S2C5 P1a	1
