cycle_index,discharge_capacity,charge_capacity,voltage,temperature,internal_resistance,current,step_type,cycle_life
9,0.9989512749374081,1.0737945,2.799999952316284,35.426509857177734,0.017074864357709,-4.399874210357666,discharge,515
9,0.9987373122704111,1.0737945,2.8007006645202632,35.426509857177734,0.017074864357709,-4.399900913238525,discharge,515
9,0.998523349603414,1.0737945,2.801401376724243,35.426509857177734,0.017074864357709,-4.399927139282227,discharge,515
9,0.9983093869364171,1.0737945,2.802102088928222,35.426509857177734,0.017074864357709,-4.399953842163086,discharge,515
9,0.9980954242694201,1.0737945,2.802802801132202,35.426509857177734,0.017074864357709,-4.399980545043945,discharge,515
9,0.9978814616024231,1.0737945,2.803503513336181,35.426509857177734,0.017074864357709,-4.4000067710876465,discharge,515
9,0.9976674989354261,1.0737945,2.804204225540161,35.426509857177734,0.017074864357709,-4.400033473968506,discharge,515
9,0.997453536268429,1.0737945,2.80490493774414,35.426509857177734,0.017074864357709,-4.400060176849365,discharge,515
9,0.9972395736014321,1.0737945,2.80560564994812,35.426509857177734,0.017074864357709,-4.400086879730225,discharge,515
9,0.9970256109344361,1.0737945,2.806306362152099,35.426509857177734,0.017074864357709,-4.400113105773926,discharge,515
9,0.9968116482674391,1.0737945,2.807007074356079,35.426509857177734,0.017074864357709,-4.400139808654785,discharge,515
9,0.996597685600442,1.0737945,2.807707786560058,35.426509857177734,0.017074864357709,-4.400166511535644,discharge,515
9,0.9963837229334451,1.0737945,2.808408498764038,35.426509857177734,0.017074864357709,-4.400193214416504,discharge,515
9,0.9961697602664481,1.0737945,2.809109210968017,35.426509857177734,0.017074864357709,-4.400219440460205,discharge,515
9,0.9959557975994511,1.0737945,2.809809923171997,35.426509857177734,0.017074864357709,-4.4002461433410645,discharge,515
9,0.9957359497818551,1.0737945,2.810510396957397,35.42577362060547,0.017074864357709,-4.400257110595703,discharge,515
9,0.9954962286863421,1.0737945,2.811211109161377,35.422550201416016,0.017074864357709,-4.400214195251465,discharge,515
9,0.99525650759083,1.0737945,2.811911821365356,35.41933059692383,0.017074864357709,-4.400171756744385,discharge,515
9,0.9950167864953171,1.0737945,2.812612533569336,35.416107177734375,0.017074864357709,-4.4001288414001465,discharge,515
9,0.994777065399804,1.0737945,2.813313245773315,35.41288375854492,0.017074864357709,-4.400086402893066,discharge,515
9,0.9945373443042911,1.0737945,2.814013957977295,35.409664154052734,0.017074864357709,-4.400043487548828,discharge,515
9,0.9942976232087781,1.0737945,2.814714670181274,35.40644073486328,0.017074864357709,-4.400001049041748,discharge,515
9,0.9940579021132661,1.0737945,2.815415382385254,35.40321731567383,0.017074864357709,-4.399958610534668,discharge,515
9,0.9938181810177531,1.0737945,2.816116094589233,35.39999771118164,0.017074864357709,-4.39991569519043,discharge,515
9,0.99357845992224,1.0737945,2.816816806793213,35.39677429199219,0.017074864357709,-4.39987325668335,discharge,515
9,0.9933387388267271,1.0737945,2.817517518997192,35.393550872802734,0.017074864357709,-4.399830341339111,discharge,515
9,0.9930990177312141,1.0737945,2.818218231201172,35.39033126831055,0.017074864357709,-4.399787902832031,discharge,515
9,0.992859296635702,1.0737945,2.818918943405151,35.387107849121094,0.017074864357709,-4.399744987487793,discharge,515
9,0.9926195755401891,1.0737945,2.819619655609131,35.38388442993164,0.017074864357709,-4.399702548980713,discharge,515
9,0.992379854444676,1.0737945,2.82032036781311,35.38066482543945,0.017074864357709,-4.399659633636475,discharge,515
9,0.99214149025589,1.0737945,2.82102108001709,35.375118255615234,0.017074864357709,-4.399656772613525,discharge,515
9,0.991903636363296,1.0737945,2.8217217922210693,35.36870193481445,0.017074864357709,-4.399668216705322,discharge,515
9,0.991665782470703,1.0737945,2.822422504425049,35.36228561401367,0.017074864357709,-4.399679660797119,discharge,515
9,0.9914279285781091,1.0737945,2.8231232166290283,35.355865478515625,0.017074864357709,-4.399691581726074,discharge,515
9,0.9911900746855151,1.0737945,2.823823928833008,35.349449157714844,0.017074864357709,-4.399703025817871,discharge,515
9,0.9909522207929221,1.0737945,2.8245246410369873,35.34303283691406,0.017074864357709,-4.399714469909668,discharge,515
9,0.9907143669003281,1.0737945,2.825225114822387,35.336612701416016,0.017074864357709,-4.399726390838623,discharge,515
9,0.9904765130077351,1.0737945,2.825925827026367,35.330196380615234,0.017074864357709,-4.39973783493042,discharge,515
9,0.9902386591151411,1.0737945,2.826626539230346,35.32377624511719,0.017074864357709,-4.399749755859375,discharge,515
9,0.9900008052225481,1.0737945,2.827327251434326,35.317359924316406,0.017074864357709,-4.399761199951172,discharge,515
9,0.9897629513299541,1.0737945,2.828027963638305,35.310943603515625,0.017074864357709,-4.399772644042969,discharge,515
9,0.9895250974373611,1.0737945,2.828728675842285,35.30452346801758,0.017074864357709,-4.399784564971924,discharge,515
9,0.989287243544767,1.0737945,2.829429388046264,35.2981071472168,0.017074864357709,-4.399796009063721,discharge,515
9,0.989049389652173,1.0737945,2.830130100250244,35.291690826416016,0.017074864357709,-4.399807453155518,discharge,515
9,0.988810848795395,1.0737945,2.830830812454223,35.30812454223633,0.017074864357709,-4.3998188972473145,discharge,515
9,0.988545367161308,1.0737945,2.831531524658203,35.30653762817383,0.017074864357709,-4.399826526641846,discharge,515
9,0.9882798855272211,1.0737945,2.832232236862182,35.30495071411133,0.017074864357709,-4.399833679199219,discharge,515
9,0.9880144038931341,1.0737945,2.832932949066162,35.303367614746094,0.017074864357709,-4.399840831756592,discharge,515
9,0.9877489222590481,1.0737945,2.833633661270141,35.301780700683594,0.017074864357709,-4.399847984313965,discharge,515
9,0.9874834406249611,1.0737945,2.834334373474121,35.300193786621094,0.017074864357709,-4.399855136871338,discharge,515
9,0.9872179589908741,1.0737945,2.8350350856781,35.298606872558594,0.017074864357709,-4.399862766265869,discharge,515
9,0.986952477356787,1.0737945,2.83573579788208,35.29702377319336,0.017074864357709,-4.399869918823242,discharge,515
9,0.9866869957227,1.0737945,2.836436510086059,35.29543685913086,0.017074864357709,-4.399877071380615,discharge,515
9,0.9864215140886141,1.0737945,2.837137222290039,35.29384994506836,0.017074864357709,-4.399884223937988,discharge,515
9,0.9861560324545271,1.0737945,2.837837934494018,35.292266845703125,0.017074864357709,-4.399891376495361,discharge,515
9,0.9858905508204401,1.0737945,2.838538646697998,35.290679931640625,0.017074864357709,-4.399899005889893,discharge,515
9,0.9856250691863531,1.0737945,2.839239120483398,35.289093017578125,0.017074864357709,-4.399906158447266,discharge,515
9,0.985359587552266,1.0737945,2.839939832687378,35.287506103515625,0.017074864357709,-4.399913311004639,discharge,515
9,0.98509410591818,1.073794499999999,2.840640544891357,35.28592300415039,0.017074864357709,-4.399920463562012,discharge,515
9,0.9847985175081021,1.0737945,2.841341257095337,35.28367614746094,0.017074864357709,-4.399909019470215,discharge,515
9,0.984489434614585,1.0737945,2.842041969299316,35.2811393737793,0.017074864357709,-4.399888515472412,discharge,515
9,0.9841803517210671,1.0737945,2.842742681503296,35.278602600097656,0.017074864357709,-4.399868488311768,discharge,515
9,0.983871268827549,1.0737945,2.843443393707275,35.27606201171875,0.017074864357709,-4.399847984313965,discharge,515
9,0.9835621859340311,1.0737945,2.844144105911255,35.27352523803711,0.017074864357709,-4.39982795715332,discharge,515
9,0.983253103040513,1.0737945,2.844844818115234,35.2709846496582,0.017074864357709,-4.399807453155518,discharge,515
9,0.9829440201469961,1.0737945,2.845545530319214,35.26844787597656,0.017074864357709,-4.399787425994873,discharge,515
9,0.9826349372534781,1.0737945,2.846246242523193,35.265907287597656,0.017074864357709,-4.39976692199707,discharge,515
9,0.9823258543599601,1.0737945,2.846946954727173,35.263370513916016,0.017074864357709,-4.399746417999268,discharge,515
9,0.9820167714664431,1.0737945,2.847647666931152,35.26082992553711,0.017074864357709,-4.399726390838623,discharge,515
9,0.9817076885729251,1.0737945,2.848348379135132,35.25829315185547,0.017074864357709,-4.39970588684082,discharge,515
9,0.9813986056794071,1.0737945,2.8490490913391113,35.25575256347656,0.017074864357709,-4.399685859680176,discharge,515
9,0.9810895227858891,1.0737945,2.849749803543091,35.25321578979492,0.017074864357709,-4.399665355682373,discharge,515
9,0.9807804398923711,1.0737945,2.8504505157470703,35.25067901611328,0.017074864357709,-4.399645328521728,discharge,515
9,0.9804623892477531,1.0737945,2.85115122795105,35.24720001220703,0.017074864357709,-4.399636268615723,discharge,515
9,0.9801137733373441,1.0737945,2.8518519401550293,35.240516662597656,0.017074864357709,-4.399665832519531,discharge,515
9,0.979765157426936,1.0737945,2.852552652359009,35.23383712768555,0.017074864357709,-4.39969539642334,discharge,515
9,0.9794165415165271,1.0737945,2.8532533645629883,35.22715377807617,0.017074864357709,-4.399724960327148,discharge,515
9,0.9790679256061181,1.0737945,2.8539538383483882,35.22047424316406,0.017074864357709,-4.399754524230957,discharge,515
9,0.9787193096957101,1.0737945,2.854654550552368,35.21379470825195,0.017074864357709,-4.399784088134766,discharge,515
9,0.9783706937853011,1.0737945,2.855355262756347,35.20711135864258,0.017074864357709,-4.399813652038574,discharge,515
9,0.978022077874893,1.0737945,2.856055974960327,35.20043182373047,0.017074864357709,-4.399842739105225,discharge,515
9,0.9776734619644841,1.0737945,2.856756687164306,35.193748474121094,0.017074864357709,-4.399872303009033,discharge,515
9,0.9773248460540751,1.0737945,2.857457399368286,35.187068939208984,0.017074864357709,-4.399901866912842,discharge,515
9,0.9769762301436671,1.0737945,2.858158111572265,35.180389404296875,0.017074864357709,-4.39993143081665,discharge,515
9,0.9766276142332581,1.0737945,2.858858823776245,35.1737060546875,0.017074864357709,-4.399960994720459,discharge,515
9,0.97627899832285,1.0737945,2.859559535980224,35.16702651977539,0.017074864357709,-4.399990558624268,discharge,515
9,0.9759303824124411,1.0737945,2.860260248184204,35.160343170166016,0.017074864357709,-4.400020122528076,discharge,515
9,0.9755817665020321,1.0737945,2.860960960388183,35.153663635253906,0.017074864357709,-4.400049686431885,discharge,515
9,0.9752509120003271,1.0737945,2.861661672592163,35.21432113647461,0.017074864357709,-4.40003776550293,discharge,515
9,0.9749220168407071,1.0737945,2.862362384796142,35.21010208129883,0.017074864357709,-4.400021553039551,discharge,515
9,0.974593121681087,1.0737945,2.863063097000122,35.20588302612305,0.017074864357709,-4.400004863739014,discharge,515
9,0.974264226521466,1.0737945,2.863763809204101,35.201663970947266,0.017074864357709,-4.399988651275635,discharge,515
9,0.9739353313618461,1.0737945,2.864464521408081,35.197444915771484,0.017074864357709,-4.399972438812256,discharge,515
9,0.9736064362022261,1.0737945,2.86516523361206,35.1932258605957,0.017074864357709,-4.399955749511719,discharge,515
9,0.9732775410426061,1.0737945,2.86586594581604,35.18900680541992,0.017074864357709,-4.39993953704834,discharge,515
9,0.9729486458829851,1.0737945,2.866566658020019,35.18478775024414,0.017074864357709,-4.399923324584961,discharge,515
9,0.972619750723365,1.0737945,2.867267370223999,35.18056869506836,0.017074864357709,-4.399906635284424,discharge,515
9,0.9722908555637451,1.0737945,2.867968082427978,35.17634963989258,0.017074864357709,-4.399890422821045,discharge,515
9,0.9719619604041251,1.0737945,2.868668556213379,35.1721305847168,0.017074864357709,-4.399874210357666,discharge,515
9,0.9716330652445041,1.0737945,2.869369268417358,35.167911529541016,0.017074864357709,-4.399857521057129,discharge,515
9,0.9713041700848841,1.0737945,2.870069980621338,35.163692474365234,0.017074864357709,-4.39984130859375,discharge,515
9,0.970975274925264,1.0737945,2.870770692825317,35.15947341918945,0.017074864357709,-4.399825096130371,discharge,515
9,0.970646379765644,1.0737945,2.871471405029297,35.15525436401367,0.017074864357709,-4.399808406829834,discharge,515
9,0.970305995969126,1.0737945,2.872172117233276,35.15005111694336,0.017074864357709,-4.399785995483398,discharge,515
9,0.969952405228729,1.0737945,2.872872829437256,35.143707275390625,0.017074864357709,-4.399756908416748,discharge,515
9,0.9695988144883321,1.0737945,2.873573541641235,35.137367248535156,0.017074864357709,-4.3997273445129395,discharge,515
9,0.9692452237479351,1.0737945,2.874274253845215,35.13102340698242,0.017074864357709,-4.399698257446289,discharge,515
9,0.9688916330075381,1.0737945,2.8749749660491943,35.12468338012695,0.017074864357709,-4.3996686935424805,discharge,515
9,0.9685380422671411,1.0737945,2.875675678253174,35.11833953857422,0.017074864357709,-4.39963960647583,discharge,515
9,0.968184451526744,1.073794499999999,2.8763763904571533,35.11199951171875,0.017074864357709,-4.3996100425720215,discharge,515
9,0.9678308607863481,1.0737945,2.877077102661133,35.105655670166016,0.017074864357709,-4.399580955505371,discharge,515
9,0.9674772700459511,1.0737945,2.8777778148651123,35.09931564331055,0.017074864357709,-4.3995513916015625,discharge,515
9,0.9671236793055541,1.0737945,2.878478527069092,35.09297180175781,0.017074864357709,-4.399522304534912,discharge,515
9,0.9667700885651571,1.0737945,2.8791792392730713,35.086631774902344,0.017074864357709,-4.399492740631103,discharge,515
9,0.96641649782476,1.0737945,2.8798799514770512,35.08028793334961,0.017074864357709,-4.399463653564453,discharge,515
