cycle_index,discharge_capacity,charge_capacity,voltage,current,temperature,internal_resistance,step_type,cycle_life
9,1.005825545315136,1.0698667,2.799999952316284,-4.399947643280029,36.618934631347656,0.015008535236120002,discharge,1146
9,1.005657504739073,1.0698667,2.8007006645202632,-4.399940490722656,36.618106842041016,0.015008535236120002,discharge,1146
9,1.005485157289198,1.0698667,2.801401376724243,-4.399934768676758,36.616947174072266,0.015008535236120002,discharge,1146
9,1.005307328096601,1.0698667,2.802102088928222,-4.399930000305176,36.6153564453125,0.015008535236120002,discharge,1146
9,1.005129498904004,1.0698667,2.802802801132202,-4.399925231933594,36.613765716552734,0.015008535236120002,discharge,1146
9,1.004951669711407,1.0698667,2.803503513336181,-4.399920463562012,36.61217498779297,0.015008535236120002,discharge,1146
9,1.004773840518811,1.0698667,2.804204225540161,-4.39991569519043,36.61058807373047,0.015008535236120002,discharge,1146
9,1.004596011326214,1.0698667,2.80490493774414,-4.399910926818848,36.6089973449707,0.015008535236120002,discharge,1146
9,1.004418182133617,1.0698667,2.80560564994812,-4.399906158447266,36.60740661621094,0.015008535236120002,discharge,1146
9,1.00424035294102,1.0698667,2.806306362152099,-4.399901390075684,36.60581588745117,0.015008535236120002,discharge,1146
9,1.004062523748423,1.0698667,2.807007074356079,-4.399896621704102,36.604225158691406,0.015008535236120002,discharge,1146
9,1.003884694555826,1.0698667,2.807707786560058,-4.399891853332519,36.602638244628906,0.015008535236120002,discharge,1146
9,1.003706865363229,1.0698667,2.808408498764038,-4.399887561798096,36.60104751586914,0.015008535236120002,discharge,1146
9,1.003529036170633,1.0698667,2.809109210968017,-4.399882793426514,36.599456787109375,0.015008535236120002,discharge,1146
9,1.003351206978036,1.0698667,2.809809923171997,-4.399878025054932,36.59786605834961,0.015008535236120002,discharge,1146
9,1.003173377785439,1.0698667,2.810510396957397,-4.39987325668335,36.596275329589844,0.015008535236120002,discharge,1146
9,1.002994347435812,1.0698667,2.811211109161377,-4.3998703956604,36.594635009765625,0.015008535236120002,discharge,1146
9,1.002805703784118,1.0698667,2.811911821365356,-4.399884223937988,36.592567443847656,0.015008535236120002,discharge,1146
9,1.002617060132424,1.0698667,2.812612533569336,-4.399898052215576,36.59049987792969,0.015008535236120002,discharge,1146
9,1.002428416480729,1.0698667,2.813313245773315,-4.399911880493164,36.58843231201172,0.015008535236120002,discharge,1146
9,1.002239772829035,1.0698667,2.814013957977295,-4.399925708770752,36.58636474609375,0.015008535236120002,discharge,1146
9,1.002051129177341,1.0698667,2.814714670181274,-4.39993953704834,36.58429718017578,0.015008535236120002,discharge,1146
9,1.001862485525647,1.0698667,2.815415382385254,-4.399953365325928,36.58222961425781,0.015008535236120002,discharge,1146
9,1.001673841873953,1.0698667,2.816116094589233,-4.399967193603516,36.580162048339844,0.015008535236120002,discharge,1146
9,1.001485198222258,1.0698667,2.816816806793213,-4.399981021881103,36.578094482421875,0.015008535236120002,discharge,1146
9,1.001296554570564,1.069866699999999,2.817517518997192,-4.399994850158691,36.576026916503906,0.015008535236120002,discharge,1146
9,1.00110791091887,1.0698667,2.818218231201172,-4.400008678436279,36.57395935058594,0.015008535236120002,discharge,1146
9,1.000919267267176,1.0698667,2.818918943405151,-4.400022506713867,36.57189178466797,0.015008535236120002,discharge,1146
9,1.000730623615481,1.0698667,2.819619655609131,-4.400036334991455,36.56982421875,0.015008535236120002,discharge,1146
9,1.000541979963787,1.069866699999999,2.82032036781311,-4.400050163269043,36.56775665283203,0.015008535236120002,discharge,1146
9,1.000353336312093,1.0698667,2.82102108001709,-4.400063991546631,36.56568908691406,0.015008535236120002,discharge,1146
9,1.000154474555386,1.0698667,2.8217217922210693,-4.400058269500732,36.563533782958984,0.015008535236120002,discharge,1146
9,0.9999526289602271,1.0698667,2.822422504425049,-4.400046348571777,36.56134796142578,0.015008535236120002,discharge,1146
9,0.9997507833650671,1.0698667,2.8231232166290283,-4.4000349044799805,36.55916213989258,0.015008535236120002,discharge,1146
9,0.999548937769908,1.0698667,2.823823928833008,-4.400022983551025,36.55698013305664,0.015008535236120002,discharge,1146
9,0.999347092174748,1.0698667,2.8245246410369873,-4.40001106262207,36.55479431152344,0.015008535236120002,discharge,1146
9,0.999145246579589,1.0698667,2.825225114822387,-4.399999618530273,36.5526123046875,0.015008535236120002,discharge,1146
9,0.99894340098443,1.0698667,2.825925827026367,-4.399987697601318,36.5504264831543,0.015008535236120002,discharge,1146
9,0.9987415553892701,1.0698667,2.826626539230346,-4.3999762535095215,36.548240661621094,0.015008535236120002,discharge,1146
9,0.9985397097941111,1.0698667,2.827327251434326,-4.399964332580566,36.546058654785156,0.015008535236120002,discharge,1146
9,0.9983378641989511,1.0698667,2.828027963638305,-4.399952411651611,36.54387283325195,0.015008535236120002,discharge,1146
9,0.9981360186037921,1.0698667,2.828728675842285,-4.3999409675598145,36.54168701171875,0.015008535236120002,discharge,1146
9,0.9979341730086331,1.0698667,2.829429388046264,-4.399929046630859,36.53950500488281,0.015008535236120002,discharge,1146
9,0.9977323274134731,1.0698667,2.830130100250244,-4.3999176025390625,36.53731918334961,0.015008535236120002,discharge,1146
9,0.997530481818313,1.0698667,2.830830812454223,-4.399905681610107,36.535133361816406,0.015008535236120002,discharge,1146
9,0.9973218086848281,1.069866699999999,2.831531524658203,-4.399901866912842,36.53379821777344,0.015008535236120002,discharge,1146
9,0.9971055482978871,1.0698667,2.832232236862182,-4.399907112121582,36.53340148925781,0.015008535236120002,discharge,1146
9,0.9968892879109451,1.0698667,2.832932949066162,-4.399912357330322,36.53300476074219,0.015008535236120002,discharge,1146
9,0.9966730275240041,1.0698667,2.833633661270141,-4.399917125701904,36.53260803222656,0.015008535236120002,discharge,1146
9,0.9964567671370621,1.0698667,2.834334373474121,-4.399922370910644,36.53221130371094,0.015008535236120002,discharge,1146
9,0.9962405067501211,1.069866699999999,2.8350350856781,-4.399927616119385,36.53181457519531,0.015008535236120002,discharge,1146
9,0.9960242463631791,1.0698667,2.83573579788208,-4.399932861328125,36.53141784667969,0.015008535236120002,discharge,1146
9,0.9958079859762381,1.0698667,2.836436510086059,-4.399938106536865,36.53102111816406,0.015008535236120002,discharge,1146
9,0.9955917255892961,1.0698667,2.837137222290039,-4.399942874908447,36.5306282043457,0.015008535236120002,discharge,1146
9,0.9953754652023551,1.0698667,2.837837934494018,-4.3999481201171875,36.53023147583008,0.015008535236120002,discharge,1146
9,0.9951592048154131,1.0698667,2.838538646697998,-4.399953365325928,36.52983474731445,0.015008535236120002,discharge,1146
9,0.9949429444284711,1.069866699999999,2.839239120483398,-4.399958610534668,36.52943801879883,0.015008535236120002,discharge,1146
9,0.9947266840415301,1.0698667,2.839939832687378,-4.39996337890625,36.5290412902832,0.015008535236120002,discharge,1146
9,0.9945104236545881,1.069866699999999,2.840640544891357,-4.39996862411499,36.52864456176758,0.015008535236120002,discharge,1146
9,0.9942912624947331,1.069866699999999,2.841341257095337,-4.3999714851379395,36.527915954589844,0.015008535236120002,discharge,1146
9,0.994059815182148,1.0698667,2.842041969299316,-4.399964332580566,36.5257682800293,0.015008535236120002,discharge,1146
9,0.9938283678695641,1.0698667,2.842742681503296,-4.399957656860352,36.523624420166016,0.015008535236120002,discharge,1146
9,0.9935969205569791,1.0698667,2.843443393707275,-4.399950504302978,36.521480560302734,0.015008535236120002,discharge,1146
9,0.9933654732443941,1.0698667,2.844144105911255,-4.3999433517456055,36.51933288574219,0.015008535236120002,discharge,1146
9,0.99313402593181,1.0698667,2.844844818115234,-4.399936199188232,36.517189025878906,0.015008535236120002,discharge,1146
9,0.992902578619225,1.0698667,2.845545530319214,-4.399929046630859,36.515045166015625,0.015008535236120002,discharge,1146
9,0.9926711313066401,1.0698667,2.846246242523193,-4.399922370910644,36.51289749145508,0.015008535236120002,discharge,1146
9,0.9924396839940561,1.0698667,2.846946954727173,-4.3999152183532715,36.5107536315918,0.015008535236120002,discharge,1146
9,0.9922082366814711,1.0698667,2.847647666931152,-4.399908065795898,36.508609771728516,0.015008535236120002,discharge,1146
9,0.9919767893688861,1.0698667,2.848348379135132,-4.399900913238525,36.50646209716797,0.015008535236120002,discharge,1146
9,0.991745342056302,1.0698667,2.8490490913391113,-4.399893760681152,36.50431823730469,0.015008535236120002,discharge,1146
9,0.9915138947437171,1.0698667,2.849749803543091,-4.3998870849609375,36.502174377441406,0.015008535236120002,discharge,1146
9,0.991282447431132,1.0698667,2.8504505157470703,-4.3998799324035645,36.50002670288086,0.015008535236120002,discharge,1146
9,0.9910510001185481,1.0698667,2.85115122795105,-4.399872779846191,36.49788284301758,0.015008535236120002,discharge,1146
9,0.9908022962183771,1.0698667,2.8518519401550293,-4.399880409240723,36.49496078491211,0.015008535236120002,discharge,1146
9,0.990549116117661,1.0698667,2.852552652359009,-4.399891853332519,36.49184036254883,0.015008535236120002,discharge,1146
9,0.9902959360169461,1.0698667,2.8532533645629883,-4.399903774261475,36.48871612548828,0.015008535236120002,discharge,1146
9,0.990042755916231,1.0698667,2.8539538383483882,-4.3999152183532715,36.485595703125,0.015008535236120002,discharge,1146
9,0.9897895758155161,1.0698667,2.854654550552368,-4.399926662445068,36.48247146606445,0.015008535236120002,discharge,1146
9,0.9895363957148001,1.0698667,2.855355262756347,-4.399938106536865,36.47935104370117,0.015008535236120002,discharge,1146
9,0.989283215614085,1.0698667,2.856055974960327,-4.39995002746582,36.476226806640625,0.015008535236120002,discharge,1146
9,0.9890300355133701,1.0698667,2.856756687164306,-4.399961471557617,36.473106384277344,0.015008535236120002,discharge,1146
9,0.988776855412654,1.0698667,2.857457399368286,-4.399972915649414,36.4699821472168,0.015008535236120002,discharge,1146
9,0.9885236753119391,1.0698667,2.858158111572265,-4.399984359741211,36.466861724853516,0.015008535236120002,discharge,1146
9,0.9882704952112241,1.0698667,2.858858823776245,-4.399995803833008,36.46373748779297,0.015008535236120002,discharge,1146
9,0.988017315110509,1.0698667,2.859559535980224,-4.400007724761963,36.46061706542969,0.015008535236120002,discharge,1146
9,0.9877641350097931,1.0698667,2.860260248184204,-4.40001916885376,36.457496643066406,0.015008535236120002,discharge,1146
9,0.987510954909078,1.069866699999999,2.860960960388183,-4.400030612945557,36.45437240600586,0.015008535236120002,discharge,1146
9,0.9872495895380231,1.0698667,2.861661672592163,-4.400040149688721,36.44862365722656,0.015008535236120002,discharge,1146
9,0.9869771792244951,1.0698667,2.862362384796142,-4.400045871734619,36.4393310546875,0.015008535236120002,discharge,1146
9,0.986704768910968,1.0698667,2.863063097000122,-4.400052070617676,36.43003845214844,0.015008535236120002,discharge,1146
9,0.98643235859744,1.0698667,2.863763809204101,-4.400058269500732,36.420745849609375,0.015008535236120002,discharge,1146
9,0.9861599482839121,1.0698667,2.864464521408081,-4.400064468383789,36.41145324707031,0.015008535236120002,discharge,1146
9,0.9858875379703841,1.0698667,2.86516523361206,-4.400070667266846,36.40216064453125,0.015008535236120002,discharge,1146
9,0.9856151276568561,1.0698667,2.86586594581604,-4.400076866149902,36.39287185668945,0.015008535236120002,discharge,1146
9,0.9853427173433281,1.0698667,2.866566658020019,-4.400083065032959,36.38357925415039,0.015008535236120002,discharge,1146
9,0.985070307029801,1.0698667,2.867267370223999,-4.400089263916016,36.37428665161133,0.015008535236120002,discharge,1146
9,0.984797896716273,1.0698667,2.867968082427978,-4.400095462799072,36.364994049072266,0.015008535236120002,discharge,1146
9,0.9845254864027451,1.0698667,2.868668556213379,-4.400101661682129,36.3557014465332,0.015008535236120002,discharge,1146
9,0.9842530760892171,1.0698667,2.869369268417358,-4.400107860565185,36.34640884399414,0.015008535236120002,discharge,1146
9,0.9839806657756891,1.0698667,2.870069980621338,-4.400114059448242,36.33711624145508,0.015008535236120002,discharge,1146
9,0.9837082554621611,1.0698667,2.870770692825317,-4.400120258331299,36.327823638916016,0.015008535236120002,discharge,1146
9,0.9834325219613421,1.0698667,2.871471405029297,-4.4001240730285645,36.31973648071289,0.015008535236120002,discharge,1146
9,0.9831333006163651,1.0698667,2.872172117233276,-4.400114059448242,36.32018280029297,0.015008535236120002,discharge,1146
9,0.9828340792713891,1.0698667,2.872872829437256,-4.400103569030762,36.32062911987305,0.015008535236120002,discharge,1146
9,0.982534857926412,1.0698667,2.873573541641235,-4.400093078613281,36.321075439453125,0.015008535236120002,discharge,1146
9,0.9822356365814351,1.0698667,2.874274253845215,-4.400083065032959,36.3215217590332,0.015008535236120002,discharge,1146
9,0.981936415236458,1.0698667,2.8749749660491943,-4.400072574615478,36.32196807861328,0.015008535236120002,discharge,1146
9,0.9816371938914811,1.0698667,2.875675678253174,-4.400062561035156,36.32241439819336,0.015008535236120002,discharge,1146
9,0.9813379725465041,1.0698667,2.8763763904571533,-4.400052070617676,36.32286071777344,0.015008535236120002,discharge,1146
9,0.9810387512015271,1.0698667,2.877077102661133,-4.400041580200195,36.32330322265625,0.015008535236120002,discharge,1146
9,0.9807395298565501,1.0698667,2.8777778148651123,-4.400031566619873,36.32374954223633,0.015008535236120002,discharge,1146
9,0.980440308511573,1.0698667,2.878478527069092,-4.400021076202393,36.324195861816406,0.015008535236120002,discharge,1146
9,0.9801410871665961,1.0698667,2.8791792392730713,-4.400010585784912,36.324642181396484,0.015008535236120002,discharge,1146
9,0.979841865821619,1.0698667,2.8798799514770512,-4.40000057220459,36.32508850097656,0.015008535236120002,discharge,1146
