discharge_capacity,cycle_life
-0.041155298175972965,508
-0.04121655786460798,508
-0.041277817553243,508
-0.04133907724187891,508
-0.041400336930513926,508
-0.041461596619147945,508
-0.04152285630778396,508
-0.04157625924533104,508
-0.04162150449695701,508
-0.04166674974858409,508
-0.041711995000211055,508
-0.041775255697881986,508
-0.04183857347642006,508
-0.04190189125495902,508
-0.0419652090334971,508
-0.04202852681203495,508
-0.04209184459057291,508
-0.04215516236911199,508
-0.04221848014764995,508
-0.042281797926188025,508
-0.04234511570472599,508
-0.042405738106047974,508
-0.04244748216822203,508
-0.04248922623039497,508
-0.042530970292569026,508
-0.042591014565977026,508
-0.04265939736177793,508
-0.042727780157577055,508
-0.04279616295337696,508
-0.042864545749176974,508
-0.0429329285449771,508
-0.043001311340777004,508
-0.04306969413657702,508
-0.04313807693237692,508
-0.04320645972817605,508
-0.043274842523977064,508
-0.043329691165743034,508
-0.04338171499384691,508
-0.04343373882195001,508
-0.04348445695640202,508
-0.04353324063311803,508
-0.043582024309834044,508
-0.04363080798654906,508
-0.04367959166326496,508
-0.043728375339980974,508
-0.04377715901669599,508
-0.043825942693412,508
-0.043874726370128014,508
-0.04392351004684303,508
-0.04397229372355904,508
-0.04400992429666495,508
-0.044038434170163954,508
-0.04406694404366396,508
-0.04409545391716396,508
-0.04414423341095697,508
-0.044200417532183955,508
-0.04425660165341205,508
-0.04431278577463904,508
-0.04436896989586603,508
-0.044425154017094015,508
-0.044481338138321,508
-0.0445375222595491,508
-0.04459370638077598,508
-0.044649890502003076,508
-0.044698855322787945,508
-0.04472734483463692,508
-0.044755834346486,508
-0.044784323858336084,508
-0.04482784445897503,508
-0.04488905863121506,508
-0.04495027280345498,508
-0.04501148697569601,508
-0.045072701147937044,508
-0.045133915320176965,508
-0.04519512949241711,508
-0.04525634366465803,508
-0.04531755783689795,508
-0.04537877200913898,508
-0.04543998618137901,508
-0.045478475887367975,508
-0.04551370717305303,508
-0.045548938458739086,508
-0.04558726225556797,508
-0.04563898124346799,508
-0.04569070023136901,508
-0.04574241921926803,508
-0.04579413820717004,508
-0.04584585719507006,508
-0.04589757618296997,508
-0.045949295170869986,508
-0.046001014158770004,508
-0.04605273314667002,508
-0.04610445213457004,508
-0.046141083463430044,508
-0.04615930432531501,508
-0.046177525187198976,508
-0.04619574604908405,508
-0.04622757200411298,508
-0.04626528315314693,508
-0.04630299430218199,508
-0.04634070545121605,508
-0.04637841660025099,508
-0.04641612774928505,508
-0.04645383889832,508
-0.04649155004735395,508
-0.046529261196388005,508
-0.046566972345422064,508
-0.04660012523346091,508
-0.04661021684613398,508
-0.046620308458809046,508
-0.046630400071483,508
-0.04665373064092704,508
-0.046702237486468956,508
-0.046750744332011984,508
-0.04679925117755401,508
-0.04684775802309604,508
-0.04689626486863796,508
-0.04694477171417999,508
-0.04699327855972302,508
-0.047041785405265046,508
-0.047090292250806964,508
-0.04713879909634899,508
-0.04715221347312393,508
-0.04715078355996705,508
-0.047149353646809944,508
-0.04716453395306808,508
-0.04719380306271903,508
-0.047223072172369984,508
-0.04725234128202005,508
-0.047281610391670004,508
-0.04731087950132107,508
-0.04734014861097102,508
-0.047369417720621976,508
-0.04739868683027204,508
-0.047427955939921995,508
-0.04745722504957306,508
-0.047459003414069056,508
-0.04745981029399904,508
-0.04748135500772699,508
-0.04751287300432794,508
-0.047544391000928,508
-0.04757590899752895,508
-0.04760742699412901,508
-0.04763894499073007,508
-0.04767046298733002,508
-0.04770198098393097,508
-0.04773349898053092,508
-0.04776501697713198,508
-0.04779421001197892,508
-0.047793199328611924,508
-0.047813878430218004,508
-0.047852610085654,508
-0.047891341741089,508
-0.047930073396524,508
-0.047968805051958996,508
-0.04800753670739599,508
-0.04804626836283099,508
-0.04808500001826599,508
-0.0481237316737021,508
-0.048162463329136984,508
-0.04820119498457198,508
-0.04818245278687494,508
-0.04817165053875894,508
-0.04816084829064293,508
-0.04815004604252804,508
-0.048139243794411035,508
-0.04812844154629503,508
-0.048117639298180026,508
-0.04810683705006302,508
-0.04809603480194702,508
-0.048085232553831014,508
-0.048066756152357004,508
-0.04805285334856002,508
-0.048077102699318974,508
-0.04810135205007804,508
-0.04812560140083699,508
-0.04814985075159606,508
-0.04817410010235401,508
-0.048198349453112965,508
-0.04822259880387192,508
-0.048246848154631095,508
-0.048267271888401075,508
-0.048289892428791004,508
-0.04832506920120705,508
-0.048360245973622984,508
-0.04839542274604003,508
-0.04843059951845596,508
-0.04846577629087301,508
-0.04850095306328894,508
-0.04853612983570599,508
-0.04857130660812192,508
-0.04859302382979003,508
-0.048599011171653994,508
-0.04860499851351907,508
-0.04861098585538293,508
-0.048616973197248003,508
-0.04862296053911297,508
-0.04862894788097705,508
-0.04863493522284201,508
-0.04864092256470698,508
-0.04863355689687898,508
-0.048609728680306,508
-0.04858590046373101,508
-0.04856207224715703,508
-0.04853824403058404,508
-0.04851441581400995,508
-0.048490587597435963,508
-0.04846675938086209,508
-0.04844374515248806,508
-0.04843603022335796,508
-0.048428315294226976,508
-0.0484206003650981,508
-0.048412885435968,508
-0.04840517050683801,508
-0.048397455577708026,508
-0.04838974064857893,508
-0.04836422993510903,508
-0.04831831608606596,508
-0.048272402237022005,508
-0.04822648838798005,508
-0.04818057453893598,508
-0.04813466068989303,508
-0.04808874684085007,508
-0.048044139986816004,508
-0.04804018170105295,508
-0.048062904570615905,508
-0.04808562744017697,508
-0.04810835030973892,508
-0.04813107317930099,508
-0.04815379604886294,508
-0.048176518918423894,508
-0.04814291665029091,508
-0.048105228513175,508
-0.04806754037605998,508
-0.04802985223894396,508
-0.04799216410182894,508
-0.04795447596471403,508
-0.047912781976724994,508
-0.047887009628795996,508
-0.04789487963813199,508
-0.0479027496474671,508
-0.0479106196568021,508
-0.0479184896661361,508
-0.0479263596754721,508
-0.047861211416930005,508
-0.04776831047830199,508
-0.04767540953967497,508
-0.04758250860104807,508
-0.04748960766242094,508
-0.047396706723793924,508
-0.04731856290391201,508
-0.04730342690635991,508
-0.04731620595091601,508
-0.047328984995472,508
-0.04734176404002699,508
-0.04735454308458298,508
-0.047316831567662976,508
-0.047313474785563026,508
-0.0473168842529299,508
-0.047320293720297,508
-0.04732370318766399,508
-0.04731523163590601,508
-0.047275930641075936,508
-0.04721830764174495,508
-0.047160684642412964,508
-0.04710306164308198,508
-0.04704543864375099,508
-0.04687144192346393,508
-0.046733204532220074,508
-0.04664619272489001,508
-0.04655918091756095,508
-0.04647283037178307,508
-0.04649930452268003,508
-0.04653936224434396,508
-0.04661708159747402,508
-0.046694800950604964,508
-0.04677252030373502,508
-0.04667852747251,508
-0.04649730612792402,508
-0.04633766307606901,508
-0.046178020024215005,508
-0.046062518207001024,508
-0.04604853292064792,508
-0.04604128559526399,508
-0.04604670418401402,508
-0.04605212277276294,508
-0.04600022073492405,508
-0.04587853623879912,508
-0.045773404624683045,508
-0.0456836560425079,508
-0.045593366922751066,508
-0.04549093054289299,508
-0.04538849416303503,508
-0.045328873091214916,508
-0.04527847510359906,508
-0.04523027086902898,508
-0.04518310306262807,508
-0.04517782765872802,508
-0.045272851764837974,508
-0.04532223838003702,508
-0.04526685843996103,508
-0.0452109355493,508
-0.04515283106170598,508
-0.04512444271971394,508
-0.045148761695963935,508
-0.04516748770985102,508
-0.045135024859149,508
-0.045085557208946025,508
-0.044958332427006975,508
-0.044831107645068924,508
-0.04480486378905002,508
-0.044781205354204934,508
-0.04470706584934203,508
-0.04463292634447802,508
-0.04464037363615603,508
-0.04468988406053198,508
-0.044770155351332996,508
-0.04484207956328301,508
-0.044877982204017064,508
-0.04475805832003199,508
-0.04454216614012796,508
-0.04436326170863103,508
-0.044276248899610016,508
-0.04427895790304892,508
-0.04428166690648705,508
-0.044310877497628076,508
-0.0443631932731009,508
-0.044423975505864965,508
-0.044452919541408065,508
-0.04438883641487901,508
-0.044155040113622035,508
-0.04392033386508998,508
-0.04392609292387295,508
-0.04424521523762004,508
-0.04457703983459904,508
-0.044654287524115044,508
-0.04452261251998302,508
-0.04430758416671898,508
-0.044096535021892036,508
-0.04412044911591595,508
-0.04421479777422199,508
-0.044309146432529034,508
-0.044379355681173016,508
-0.044286250840448016,508
-0.04415247038638903,508
-0.044060806886881965,508
-0.043945665119522026,508
-0.043819275855052964,508
-0.04375421040962302,508
-0.043702227938155036,508
-0.04364605403507005,508
-0.04345778386196908,508
-0.043256832245811005,508
-0.04305588062965304,508
-0.04299611286469007,508
-0.043203889152318986,508
-0.04341166543994801,508
-0.043500752484461946,508
-0.04339342891952802,508
-0.043286105354594984,508
-0.043028591977775976,508
-0.042729882992849966,508
-0.042431174007923955,508
-0.042447035875528005,508
-0.04279915605254003,508
-0.04310385012157103,508
-0.04309322371579005,508
-0.04306798060285111,508
-0.04304275076498498,508
-0.043070251750359945,508
-0.04309775273573602,508
-0.04318533347083997,508
-0.043290145393858004,508
-0.043446979342268044,508
-0.04327278792941602,508
-0.04300282880303696,508
-0.04284531707968409,508
-0.042825203462232064,508
-0.04288327986526197,508
-0.04304039755119904,508
-0.043197515237136,508
-0.043098503993934,508
-0.042979249800886965,508
-0.04288819567956503,508
-0.04264902947365801,508
-0.04241726404006607,508
-0.04234962458602509,508
-0.04228198814968509,508
-0.042278037405311,508
-0.042286653977199995,508
-0.042298530005080104,508
-0.042312385841899,508
-0.04224328757404405,508
-0.04183147682380395,508
-0.041517716050040954,508
-0.04186004054584802,508
-0.04222938158310097,508
-0.04184198881706802,508
-0.04128940950988502,508
-0.041825363919128056,508
-0.0429884769088239,508
-0.042474297622821955,508
-0.041736276701557995,508
-0.04100483863498605,508
-0.04031802679138996,508
-0.039913082836597,508
-0.04024023323981596,508
-0.040350595395759026,508
-0.04082576354950895,508
-0.041071985406790024,508
-0.04065906477119097,508
-0.03995975408364194,508
-0.039734117063455976,508
-0.03996977663444601,508
-0.04014006980583407,508
-0.039932288785476944,508
-0.0393745860020821,508
-0.03912254409999205,508
-0.03911718630448702,508
-0.03926450801610304,508
-0.039755438545725996,508
-0.039533946632560935,508
-0.03917625034118194,508
-0.03943267711048998,508
-0.03937120951644901,508
-0.03888220881076898,508
-0.038440737020441984,508
-0.03819881015711202,508
-0.03859610644655603,508
-0.03906749430383605,508
-0.039010837012008026,508
-0.038309382152393046,508
-0.03689351233028498,508
-0.03523330100501598,508
-0.03620062354840603,508
-0.03757772098454898,508
-0.037318323607646975,508
-0.03720734526151903,508
-0.037622514357772974,508
-0.037692352453530975,508
-0.03692519874893602,508
-0.036901772254883,508
-0.03736551793431703,508
-0.03733651876107996,508
-0.037198604005861,508
-0.037481732911837984,508
-0.037235612783330985,508
-0.03680798024557996,508
-0.03678813813932996,508
-0.03739180771804601,508
-0.03728808601767197,508
-0.036781465011615,508
-0.03634416214795205,508
-0.03601014325649904,508
-0.036216874344589034,508
-0.03641577328635104,508
-0.036598121444345044,508
-0.036456088353787,508
-0.036317424516098984,508
-0.036661513746734986,508
-0.036471518148458004,508
-0.03609342823172296,508
-0.03608581126511201,508
-0.036306538019078016,508
-0.03672445658775603,508
-0.03649462029714101,508
-0.035964554652743064,508
-0.03604097497425002,508
-0.03614107335276101,508
-0.03623539249306701,508
-0.035887113821790995,508
-0.03585668883367604,508
-0.03646498523427294,508
-0.036346928760178976,508
-0.035866945250076,508
-0.03476581783860999,508
-0.03485459838731103,508
-0.03449259023862,508
-0.036684868746927,508
-0.035783554799072026,508
-0.03502333741188102,508
-0.03515678430061997,508
-0.03566900513996596,508
-0.03569302418623799,508
-0.03509587071142806,508
-0.03435450883854496,508
-0.03400094695040001,508
-0.034257968468978994,508
-0.03510144869862697,508
-0.03394578666341899,508
-0.033632899700925034,508
-0.034430903636889,508
-0.03312758539621902,508
-0.03236343319416604,508
-0.03226001753264199,508
-0.03247076485879499,508
-0.032111343473022025,508
-0.03146121975458302,508
-0.03188494045048801,508
-0.03222680088929,508
-0.03250649029389799,508
-0.03201126938678803,508
-0.030034240422005004,508
-0.03055336879901399,508
-0.031027142454996992,508
-0.030201687264511,508
-0.029234733845937,508
-0.029064901714170005,508
-0.028971678288606,508
-0.028168217720017985,508
-0.028469420570847004,508
-0.02833794015237301,508
-0.027108701522299994,508
-0.025737903131435008,508
-0.025988028202383995,508
-0.025748945935372025,508
-0.02545010178045498,508
-0.024858496713731998,508
-0.024026266622343,508
-0.023338845621289003,508
-0.022838823892547017,508
-0.022125270815038997,508
-0.021533253154868995,508
-0.02099985603455201,508
-0.020253645793717995,508
-0.019427520185036004,508
-0.018103435104598997,508
-0.01730974470320501,508
-0.016919163115787006,508
-0.016313469126426006,508
-0.015278873426583003,508
-0.01430457560232,508
-0.013306649419224006,508
-0.012621424493704,508
-0.012046868734812005,508
-0.011619805662009,508
-0.011356228889923006,508
-0.011100533183730998,508
-0.01084957872311701,508
-0.010512471313468996,508
-0.010163159927237,508
-0.009545468326437004,508
-0.008683158922169004,508
-0.008157949199981002,508
-0.008041662992279,508
-0.007925376784578005,508
-0.007573990154583002,508
-0.007211336483341997,508
-0.006828377247673996,508
-0.006445418012006002,508
-0.006062458776339,508
-0.005666104261503997,508
-0.005447604177356999,508
-0.005229104093209001,508
-0.005010604009061996,508
-0.0047921039249140054,508
-0.004573603840767,508
-0.004579759779082003,508
-0.0043606010424190045,508
-0.004141442305755,508
-0.003922283569091002,508
-0.0037031248324280036,508
-0.003483966095763999,508
-0.003331541791697,508
-0.003326723503875001,508
-0.0033219052160520027,508
-0.0032702303481850006,508
-0.0030949569566110016,508
-0.0029196835650360034,508
-0.0027444101734619974,508
-0.0025691367818869992,508
-0.002393863390313,508
-0.0023162594837510056,508
-0.002306946760435004,508
-0.002297634037119002,508
-0.0022883213138030004,508
-0.0022790085904869986,508
-0.002269695867170997,508
-0.002170696075010005,508
-0.0020260245089820036,508
-0.0018813529429550016,508
-0.0017366813769270004,508
-0.0015920098109010045,508
-0.001475602656330996,508
-0.0014819437788479994,508
-0.0014882849013659952,508
-0.0014946260238829986,508
-0.0015009671464010013,508
-0.001507308268918997,508
-0.0015136493914369997,508
-0.0015199905139540032,508
-0.001526331636471999,508
-0.001508664639751002,508
-0.0014236838339760013,508
