discharge_capacity,cycle_life
-0.03711777666458993,520
-0.03716092792520298,520
-0.03720407918581592,520
-0.03724723044642886,520
-0.03729038170704191,520
-0.03733353296765485,520
-0.03737668422826801,520
-0.03741983548888106,520
-0.037462986749494886,520
-0.03751336348577683,520
-0.03756524721753207,520
-0.03761713094928698,520
-0.03766058834706887,520
-0.03769453479653384,520
-0.037728481246000034,520
-0.037762427695464895,520
-0.03779637414492987,520
-0.03783032059439606,520
-0.03786426704386081,520
-0.037898213493326005,520
-0.03793215994279098,520
-0.03796610639225695,520
-0.03800005284172203,520
-0.038044559478971895,520
-0.03809885612185493,520
-0.03815315276473785,520
-0.0382049845114919,520
-0.03824194824851701,520
-0.03827891198554001,520
-0.03831587572256501,520
-0.03835283945958812,520
-0.038389803196612005,520
-0.038426766933637,520
-0.03846373067066,520
-0.038500694407685,520
-0.038537658144709,520
-0.038574621881732996,520
-0.03861339271725106,520
-0.03866155124650805,520
-0.038709709775764045,520
-0.03875786830502104,520
-0.03879370081424505,520
-0.038826523959741954,520
-0.038859347105237974,520
-0.03889217025073399,520
-0.03892499339623001,520
-0.03895781654172592,520
-0.03899063968722194,520
-0.03902346283271907,520
-0.03905628597821509,520
-0.039089109123711996,520
-0.039121932269208015,520
-0.039171179889331054,520
-0.039224468087948994,520
-0.039277756286566934,520
-0.03931729926250005,520
-0.03934393268649805,520
-0.03937056611049605,520
-0.03939719953449394,520
-0.039423832958490945,520
-0.03945046638248906,520
-0.03947709980648706,520
-0.03950373323048495,520
-0.03953036665448195,520
-0.039557000078478954,520
-0.03958363350247707,520
-0.039618485368630996,520
-0.03966303668964,520
-0.039707588010647,520
-0.03974726137613305,520
-0.03976958177219991,520
-0.039791902168266,520
-0.03981422256433198,520
-0.03983654296039807,520
-0.03985886335646405,520
-0.039881183752529914,520
-0.039903504148597,520
-0.03992582454466198,520
-0.03994814494072907,520
-0.039970465336794936,520
-0.03999767939716403,520
-0.040050384377292025,520
-0.04010308935741791,520
-0.040155794337544015,520
-0.04018395354836901,520
-0.04021049422610701,520
-0.040237034903845004,520
-0.040263575581582,520
-0.04029011625932,520
-0.04031665693705799,520
-0.0403431976147961,520
-0.040369738292532986,520
-0.04039627897027098,520
-0.04042281964800898,520
-0.040449360325746975,520
-0.040485919434347095,520
-0.040524421230290986,520
-0.04056292302623499,520
-0.04058514941630198,520
-0.040590212848133134,520
-0.040595276279965065,520
-0.040600339711795996,520
-0.04060540314362604,520
-0.04061046657545697,520
-0.040615530007288014,520
-0.040620593439118946,520
-0.04062565687094899,520
-0.04063072030278003,520
-0.040635783734610964,520
-0.04064752621551404,520
-0.04067728255465597,520
-0.04070703889379901,520
-0.04073069520998396,520
-0.040731895031483,520
-0.040733094852982044,520
-0.040734294674480975,520
-0.04073549449597902,520
-0.04073669431747795,520
-0.04073789413897699,520
-0.04073909396047504,520
-0.04074029378197397,520
-0.04074149360347301,520
-0.040742693424971055,520
-0.04074389324646999,520
-0.04078204512082706,520
-0.04082249025339102,520
-0.04086293538595698,520
-0.040867524381731024,520
-0.040867626278363045,520
-0.040867728174994955,520
-0.040867830071626976,520
-0.040867931968259,520
-0.04086803386489102,520
-0.04086813576152304,520
-0.04086823765815506,520
-0.04086833955478808,520
-0.04086844145141899,520
-0.04086854334805101,520
-0.040894542931416034,520
-0.04092784468234201,520
-0.04096114643326698,520
-0.04097289019926398,520
-0.04097545654227497,520
-0.04097802288528807,520
-0.04098058922830006,520
-0.040983155571311936,520
-0.040985721914324036,520
-0.040988288257336025,520
-0.040990854600348015,520
-0.040993420943360004,520
-0.04099598728637199,520
-0.041015016129381965,520
-0.04104389282712895,520
-0.04107276952487704,520
-0.04107073822401908,520
-0.04103527219493608,520
-0.04099980616585108,520
-0.040964340136767974,520
-0.04092887410768398,520
-0.04089340807860098,520
-0.04085794204951598,520
-0.040822476020432985,520
-0.04078700999134899,520
-0.04075944096433404,520
-0.04077130764189707,520
-0.04078317431946099,520
-0.04077497774382899,520
-0.0407635490880911,520
-0.04075212043235199,520
-0.04074069177661199,520
-0.04072926312087399,520
-0.040717834465134994,520
-0.04070640580939511,520
-0.040694977153657,520
