discharge_capacity,cycle_life
-0.060335851218982994,492
-0.060404314608383025,492
-0.06045649334082592,492
-0.06050867207327004,492
-0.06056085080571405,492
-0.06061302953815795,492
-0.060665208270601956,492
-0.060717387003045076,492
-0.06076956573548897,492
-0.06082174446793298,492
-0.06087392320037599,492
-0.06092610193282,492
-0.060978280665264006,492
-0.06104095613174898,492
-0.061108290006425925,492
-0.06117562388110309,492
-0.06123014329298804,492
-0.06128029936871904,492
-0.06133045544444793,492
-0.06138061152017904,492
-0.06143076759591004,492
-0.06148092367164004,492
-0.06153107974736993,492
-0.061581235823100045,492
-0.061631391898831045,492
-0.061681547974562045,492
-0.061731704050290936,492
-0.061790656083203,492
-0.06186782748632502,492
-0.061944998889447045,492
-0.06201910986493797,492
-0.06207955526814202,492
-0.06214000067134695,492
-0.062200446074551,492
-0.06226089147775493,492
-0.06232133688095998,492
-0.06238178228416491,492
-0.062442227687368956,492
-0.06250267309057411,492
-0.06256311849377905,492
-0.06262356389698309,492
-0.06268409649381601,492
-0.06274663855916307,492
-0.06280918062451102,492
-0.06287172268985808,492
-0.06291764453264503,492
-0.06295412188038696,492
-0.062990599228129,492
-0.06302707657587192,492
-0.06306355392361396,492
-0.063100031271356,492
-0.06313650861909903,492
-0.06317298596684096,492
-0.06320946331458299,492
-0.06324594066232503,492
-0.06328241801006806,492
-0.063336659144141,492
-0.06340075191821404,492
-0.06346484469228697,492
-0.06352197658275494,492
-0.06356311807607595,492
-0.06360425956939697,492
-0.06364540106271899,492
-0.063686542556038,492
-0.06372768404935902,492
-0.06376882554267993,492
-0.06380996703600095,492
-0.06385110852932097,492
-0.06389225002264198,492
-0.063933391515963,492
-0.063980985684301,492
-0.06405140077795501,492
-0.06412181587161003,492
-0.06419223096526594,492
-0.06423667270094402,492
-0.06427615347406301,492
-0.064315634247184,492
-0.064355115020303,492
-0.06439459579342299,492
-0.0644340765665431,492
-0.06447355733966298,492
-0.06451303811278197,492
-0.06455251888590197,492
-0.06459199965902196,492
-0.06463148043214206,492
-0.06468571620130703,492
-0.06474469440842101,492
-0.06480367261553399,492
-0.06484725236176003,492
-0.06487885211225608,492
-0.06491045186275202,492
-0.06494205161324906,492
-0.064973651363744,492
-0.06500525111424005,492
-0.0650368508647361,492
-0.06506845061523303,492
-0.06510005036572808,492
-0.06513165011622501,492
-0.06516324986672106,492
-0.06520360255690405,492
-0.06525668549114494,492
-0.06530976842538705,492
-0.06535449351871303,492
-0.06537483756286,492
-0.06539518160700597,492
-0.06541552565115394,492
-0.06543586969530102,492
-0.06545621373944699,492
-0.06547655778359507,492
-0.06549690182774104,492
-0.06551724587188812,492
-0.06553758991603598,492
-0.06555793396018195,492
-0.06558287641821403,492
-0.06564007006606398,492
-0.06569726371391504,492
-0.065754457361764,492
-0.06577486912576003,492
-0.06578816520219999,492
-0.06580146127863906,492
-0.06581475735507902,492
-0.06582805343151898,492
-0.06584134950795806,492
-0.06585464558439802,492
-0.06586794166083798,492
-0.06588123773727694,492
-0.06589453381371801,492
-0.06594376944594105,492
-0.06599744078779801,492
-0.06605111212965498,492
-0.0660955334534139,492
-0.06610856459488801,492
-0.066121595736362,492
-0.066134626877837,492
-0.066147658019311,492
-0.06616068916078599,492
-0.06617372030225999,492
-0.06618675144373498,492
-0.06619978258520898,492
-0.066232642572839,492
-0.06627276002543492,492
-0.06631287747803305,492
-0.06635299493063007,492
-0.066368376910097,492
-0.06637379940506594,492
-0.06637922190003498,492
-0.06638464439500302,492
-0.06639006688997195,492
-0.06639548938494,492
-0.06640091187990904,492
-0.066409459891286,492
-0.066435028202256,492
-0.066460596513228,492
-0.066486164824198,492
-0.06651002723960397,492
-0.06649635665419396,492
-0.06648268606878394,492
-0.06646901548337503,492
-0.06645534489796401,492
-0.06644167431255399,492
-0.06642800372714408,492
-0.06641542050740001,492
-0.06644356112524707,492
-0.06647170174309402,492
-0.06649984236094209,492
-0.06651734501987105,492
-0.06648718244507301,492
-0.06645701987027608,492
-0.06642685729547793,492
-0.06639669472068,492
-0.06636653214588195,492
-0.06633636957108502,492
-0.06633457560404599,492
-0.06634542533487098,492
-0.06635627506569497,492
-0.06635525871285197,492
-0.06633211027212205,492
-0.06630896183139201,492
-0.06628581339066197,492
-0.06626266494993305,492
-0.06623951650920201,492
-0.06621661590431893,492
-0.06623088335127802,492
-0.06624515079823601,492
-0.06625894526368303,492
-0.06623494230961102,492
-0.06621093935553701,492
-0.066186936401465,492
-0.0661629334473921,492
-0.06613893049331798,492
-0.06611492753924597,492
-0.06609848769936,492
-0.06608308349199699,492
-0.06605710620972205,492
-0.06599016050130102,492
-0.065923214792878,492
-0.06585626908445497,492
-0.06578932337603194,492
-0.06572237766760902,492
-0.065655431959186,492
-0.06564555009746798,492
-0.06564516701686096,492
-0.06561262332281304,492
-0.06558001935313706,492
-0.06554741538346098,492
-0.06551481141378601,492
-0.06548220744411104,492
-0.06544960347443496,492
-0.06542885893557393,492
-0.06540558491751103,492
-0.06532738025228502,492
-0.06524917558706,492
-0.06517097092183499,492
-0.06509276625660998,492
-0.06501456159138508,492
-0.06493635692616007,492
-0.06489451317268202,492
-0.06484219957271997,492
-0.064784853586484,492
-0.06472750760024792,492
-0.06467016161401207,492
-0.06461281562777499,492
-0.06455546964153902,492
-0.06450262360356396,492
-0.06441071019798306,492
-0.06431147047414398,492
-0.06421223075030391,492
-0.06411299102646506,492
-0.06401375130262699,492
-0.06391451157878703,492
-0.06380802266422503,492
-0.06375366730598897,492
-0.06370422652032404,492
-0.06365478573465999,492
-0.06360534494899606,492
-0.06355590416333101,492
-0.06350351670746701,492
-0.063381989073647,492
-0.063265320151066,492
-0.06314865122848301,492
-0.06303198230590101,492
-0.06291531338331902,492
-0.06279744364817497,492
-0.06267157287412894,492
-0.06259744013866708,492
-0.06256265184992404,492
-0.062527863561182,492
-0.06249307527244008,492
-0.06244649230237198,492
-0.06236664102919298,492
-0.06226317516499502,492
-0.06213690533612104,492
-0.06201063550724595,492
-0.061884365678372966,492
-0.061704370425125,492
-0.061495817657133967,492
-0.061308023123168964,492
-0.06124172911459802,492
-0.061175435106027964,492
-0.06109608386863996,492
-0.06099956661554895,492
-0.06090304936245805,492
-0.06077242803429195,492
-0.06061980838912795,492
-0.060463149516066905,492
-0.060298372623329044,492
-0.06013359573059207,492
-0.05996881883785499,492
-0.05992237594789007,492
-0.05988479641965694,492
-0.059791934338887076,492
-0.05969907225811699,492
-0.05960621017734802,492
-0.05951086500293801,492
-0.05939939348995493,492
-0.059276010608622975,492
-0.05915262772729102,492
-0.05902924484595895,492
-0.05894549093035306,492
-0.05887243605554193,492
-0.05879752991414999,492
-0.05872262377275794,492
-0.058647717631366,492
-0.058588551014747026,492
-0.05850298715608204,492
-0.05841742329741806,492
-0.058331859438751965,492
-0.05824381651576804,492
-0.058045039858882985,492
-0.057845462255385005,492
-0.057645884651888024,492
-0.05744630704839104,492
-0.057386849876206014,492
-0.057412700798920024,492
-0.057438551721635034,492
-0.05746440264435104,492
-0.05743076844767703,492
