cycle_index,discharge_capacity,charge_capacity,voltage,internal_resistance,current,temperature,step_type,cycle_life
9,1.011238141099811,1.0820278,2.799999952316284,0.016039909794926,-4.399821758270264,36.21715545654297,discharge,842
9,1.011043428627821,1.0820278,2.8007006645202632,0.016039909794926,-4.399808406829834,36.2134895324707,discharge,842
9,1.010848716155832,1.0820278,2.801401376724243,0.016039909794926,-4.399795055389404,36.2098274230957,discharge,842
9,1.010654003683842,1.0820278,2.802102088928222,0.016039909794926,-4.399781227111816,36.20616149902344,discharge,842
9,1.010459291211852,1.0820278,2.802802801132202,0.016039909794926,-4.399767875671387,36.20249557495117,discharge,842
9,1.010264578739862,1.0820278,2.803503513336181,0.016039909794926,-4.399754524230957,36.19883346557617,discharge,842
9,1.010069866267872,1.0820278,2.804204225540161,0.016039909794926,-4.399740695953369,36.195167541503906,discharge,842
9,1.009875153795882,1.0820278,2.80490493774414,0.016039909794926,-4.3997273445129395,36.19150161743164,discharge,842
9,1.009680441323892,1.0820278,2.80560564994812,0.016039909794926,-4.39971399307251,36.18783950805664,discharge,842
9,1.009485728851902,1.0820278,2.806306362152099,0.016039909794926,-4.399700164794922,36.184173583984375,discharge,842
9,1.009291016379913,1.0820278,2.807007074356079,0.016039909794926,-4.399686813354492,36.180511474609375,discharge,842
9,1.009096303907923,1.0820278,2.807707786560058,0.016039909794926,-4.399672985076904,36.17684555053711,discharge,842
9,1.008901591435933,1.0820278,2.808408498764038,0.016039909794926,-4.399659633636475,36.173179626464844,discharge,842
9,1.008706878963943,1.0820278,2.809109210968017,0.016039909794926,-4.399646282196045,36.169517517089844,discharge,842
9,1.008501143561658,1.0820278,2.809809923171997,0.016039909794926,-4.399646282196045,36.16227722167969,discharge,842
9,1.008294245435558,1.0820278,2.810510396957397,0.016039909794926,-4.399648189544678,36.154659271240234,discharge,842
9,1.008087347309457,1.0820278,2.811211109161377,0.016039909794926,-4.399649620056152,36.14704132080078,discharge,842
9,1.007880449183357,1.0820278,2.811911821365356,0.016039909794926,-4.399651050567627,36.13942337036133,discharge,842
9,1.007673551057257,1.0820278,2.812612533569336,0.016039909794926,-4.39965295791626,36.131805419921875,discharge,842
9,1.007466652931157,1.0820278,2.813313245773315,0.016039909794926,-4.399654388427734,36.12418746948242,discharge,842
9,1.007259754805057,1.0820278,2.814013957977295,0.016039909794926,-4.399656295776367,36.11656951904297,discharge,842
9,1.007052856678956,1.0820278,2.814714670181274,0.016039909794926,-4.399657726287842,36.108951568603516,discharge,842
9,1.006845958552856,1.0820278,2.815415382385254,0.016039909794926,-4.399659156799316,36.10133361816406,discharge,842
9,1.006639060426756,1.0820278,2.816116094589233,0.016039909794926,-4.399661064147949,36.09371566772461,discharge,842
9,1.006432162300655,1.0820278,2.816816806793213,0.016039909794926,-4.399662494659424,36.086097717285156,discharge,842
9,1.006225264174555,1.0820278,2.817517518997192,0.016039909794926,-4.399664402008057,36.0784797668457,discharge,842
9,1.006018366048455,1.0820278,2.818218231201172,0.016039909794926,-4.399665832519531,36.07086181640625,discharge,842
9,1.005811467922355,1.0820278,2.818918943405151,0.016039909794926,-4.399667739868164,36.0632438659668,discharge,842
9,1.005592836499533,1.0820278,2.819619655609131,0.016039909794926,-4.399682998657227,36.06086730957031,discharge,842
9,1.005365747131723,1.0820278,2.82032036781311,0.016039909794926,-4.399708271026611,36.062278747558594,discharge,842
9,1.005138657763913,1.0820278,2.82102108001709,0.016039909794926,-4.399733543395996,36.06368637084961,discharge,842
9,1.004911568396103,1.0820278,2.8217217922210693,0.016039909794926,-4.399758815765381,36.065093994140625,discharge,842
9,1.004684479028294,1.0820278,2.822422504425049,0.016039909794926,-4.399784088134766,36.06650161743164,discharge,842
9,1.004457389660484,1.0820278,2.8231232166290283,0.016039909794926,-4.39980936050415,36.067909240722656,discharge,842
9,1.004230300292674,1.0820278,2.823823928833008,0.016039909794926,-4.399834632873535,36.06931686401367,discharge,842
9,1.004003210924864,1.0820278,2.8245246410369873,0.016039909794926,-4.399860382080078,36.07072448730469,discharge,842
9,1.003776121557054,1.0820278,2.825225114822387,0.016039909794926,-4.399885654449463,36.0721321105957,discharge,842
9,1.003549032189244,1.0820278,2.825925827026367,0.016039909794926,-4.399910926818848,36.07353973388672,discharge,842
9,1.003321942821434,1.0820278,2.826626539230346,0.016039909794926,-4.399936199188232,36.074947357177734,discharge,842
9,1.003094853453625,1.0820278,2.827327251434326,0.016039909794926,-4.399961471557617,36.07635498046875,discharge,842
9,1.002867764085815,1.0820278,2.828027963638305,0.016039909794926,-4.399986743927002,36.077762603759766,discharge,842
9,1.002640674718005,1.0820278,2.828728675842285,0.016039909794926,-4.400012016296387,36.07917404174805,discharge,842
9,1.002409343388215,1.082027799999999,2.829429388046264,0.016039909794926,-4.400027751922607,36.077667236328125,discharge,842
9,1.002167572779747,1.0820278,2.830130100250244,0.016039909794926,-4.400020122528076,36.06898498535156,discharge,842
9,1.00192580217128,1.0820278,2.830830812454223,0.016039909794926,-4.400012493133545,36.060306549072266,discharge,842
9,1.001684031562813,1.0820278,2.831531524658203,0.016039909794926,-4.400004863739014,36.05162811279297,discharge,842
9,1.001442260954346,1.0820278,2.832232236862182,0.016039909794926,-4.399997234344482,36.04294967651367,discharge,842
9,1.001200490345879,1.0820278,2.832932949066162,0.016039909794926,-4.399989604949951,36.03426742553711,discharge,842
9,1.000958719737412,1.0820278,2.833633661270141,0.016039909794926,-4.39998197555542,36.02558898925781,discharge,842
9,1.000716949128945,1.0820278,2.834334373474121,0.016039909794926,-4.399974346160889,36.016910552978516,discharge,842
9,1.000475178520477,1.0820278,2.8350350856781,0.016039909794926,-4.399966716766357,36.00823211669922,discharge,842
9,1.00023340791201,1.0820278,2.83573579788208,0.016039909794926,-4.399959087371826,35.999549865722656,discharge,842
9,0.9999916373035431,1.0820278,2.836436510086059,0.016039909794926,-4.399951457977295,35.99087142944336,discharge,842
9,0.999749866695076,1.0820278,2.837137222290039,0.016039909794926,-4.399943828582764,35.98219299316406,discharge,842
9,0.9995080960866091,1.0820278,2.837837934494018,0.016039909794926,-4.399936199188232,35.973514556884766,discharge,842
9,0.9992663254781421,1.0820278,2.838538646697998,0.016039909794926,-4.399928569793701,35.9648323059082,discharge,842
9,0.9990242452042771,1.0820278,2.839239120483398,0.016039909794926,-4.39992094039917,36.048030853271484,discharge,842
9,0.998762901931547,1.0820278,2.839939832687378,0.016039909794926,-4.399923324584961,36.04159927368164,discharge,842
9,0.9985015586588181,1.0820278,2.840640544891357,0.016039909794926,-4.399925708770752,36.0351676940918,discharge,842
9,0.9982402153860891,1.0820278,2.841341257095337,0.016039909794926,-4.399928092956543,36.02873229980469,discharge,842
9,0.9979788721133591,1.0820278,2.842041969299316,0.016039909794926,-4.399930953979492,36.022300720214844,discharge,842
9,0.99771752884063,1.0820278,2.842742681503296,0.016039909794926,-4.399933338165283,36.015869140625,discharge,842
9,0.997456185567901,1.0820278,2.843443393707275,0.016039909794926,-4.399935722351074,36.00943374633789,discharge,842
9,0.9971948422951711,1.0820278,2.844144105911255,0.016039909794926,-4.399938106536865,36.00300216674805,discharge,842
9,0.9969334990224421,1.0820278,2.844844818115234,0.016039909794926,-4.399940490722656,35.9965705871582,discharge,842
9,0.9966721557497131,1.0820278,2.845545530319214,0.016039909794926,-4.399942874908447,35.990135192871094,discharge,842
9,0.996410812476983,1.0820278,2.846246242523193,0.016039909794926,-4.399945259094238,35.98370361328125,discharge,842
9,0.9961494692042541,1.0820278,2.846946954727173,0.016039909794926,-4.399947643280029,35.977272033691406,discharge,842
9,0.9958881259315251,1.0820278,2.847647666931152,0.016039909794926,-4.39995002746582,35.9708366394043,discharge,842
9,0.9956267826587951,1.0820278,2.848348379135132,0.016039909794926,-4.399952888488769,35.96440505981445,discharge,842
9,0.995365439386066,1.0820278,2.8490490913391113,0.016039909794926,-4.39995527267456,35.95797348022461,discharge,842
9,0.995089889991252,1.0820278,2.849749803543091,0.016039909794926,-4.39996337890625,35.95548629760742,discharge,842
9,0.9948093134403521,1.0820278,2.8504505157470703,0.016039909794926,-4.3999738693237305,35.95439910888672,discharge,842
9,0.9945287368894521,1.0820278,2.85115122795105,0.016039909794926,-4.399984359741211,35.953311920166016,discharge,842
9,0.9942481603385531,1.0820278,2.8518519401550293,0.016039909794926,-4.39999532699585,35.95222473144531,discharge,842
9,0.993967583787653,1.0820278,2.852552652359009,0.016039909794926,-4.40000581741333,35.95113754272461,discharge,842
9,0.9936870072367541,1.0820278,2.8532533645629883,0.016039909794926,-4.40001630783081,35.950050354003906,discharge,842
9,0.9934064306858541,1.0820278,2.8539538383483882,0.016039909794926,-4.400026798248291,35.94895935058594,discharge,842
9,0.993125854134955,1.0820278,2.854654550552368,0.016039909794926,-4.4000372886657715,35.947872161865234,discharge,842
9,0.992845277584055,1.0820278,2.855355262756347,0.016039909794926,-4.400047779083252,35.94678497314453,discharge,842
9,0.9925647010331551,1.0820278,2.856055974960327,0.016039909794926,-4.400058269500732,35.94569778442383,discharge,842
9,0.9922841244822561,1.0820278,2.856756687164306,0.016039909794926,-4.400068759918213,35.944610595703125,discharge,842
9,0.992003547931356,1.0820278,2.857457399368286,0.016039909794926,-4.400079250335693,35.94352340698242,discharge,842
9,0.9917229713804571,1.0820278,2.858158111572265,0.016039909794926,-4.400089740753174,35.94243240356445,discharge,842
9,0.9914423948295571,1.082027799999999,2.858858823776245,0.016039909794926,-4.400100231170654,35.94134521484375,discharge,842
9,0.991157133786508,1.0820278,2.859559535980224,0.016039909794926,-4.400108814239502,35.93914794921875,discharge,842
9,0.990844695325187,1.0820278,2.860260248184204,0.016039909794926,-4.400104999542236,35.930503845214844,discharge,842
9,0.990532256863867,1.0820278,2.860960960388183,0.016039909794926,-4.400101184844971,35.92185974121094,discharge,842
9,0.990219818402546,1.0820278,2.861661672592163,0.016039909794926,-4.400097846984863,35.91321563720703,discharge,842
9,0.9899073799412251,1.0820278,2.862362384796142,0.016039909794926,-4.400094032287598,35.904571533203125,discharge,842
9,0.9895949414799051,1.0820278,2.863063097000122,0.016039909794926,-4.400090217590332,35.89592742919922,discharge,842
9,0.9892825030185841,1.0820278,2.863763809204101,0.016039909794926,-4.400086879730225,35.88728332519531,discharge,842
9,0.9889700645572641,1.0820278,2.864464521408081,0.016039909794926,-4.400083065032959,35.87864303588867,discharge,842
9,0.9886576260959431,1.0820278,2.86516523361206,0.016039909794926,-4.400079250335693,35.869998931884766,discharge,842
9,0.9883451876346221,1.0820278,2.86586594581604,0.016039909794926,-4.400075912475586,35.86135482788086,discharge,842
9,0.9880327491733021,1.0820278,2.866566658020019,0.016039909794926,-4.40007209777832,35.85271072387695,discharge,842
9,0.9877203107119811,1.0820278,2.867267370223999,0.016039909794926,-4.400068283081055,35.84406661987305,discharge,842
9,0.9874078722506601,1.0820278,2.867968082427978,0.016039909794926,-4.400064945220947,35.83542251586914,discharge,842
9,0.9870954337893401,1.0820278,2.868668556213379,0.016039909794926,-4.400061130523682,35.826778411865234,discharge,842
9,0.986782995328019,1.0820278,2.869369268417358,0.016039909794926,-4.400057315826416,35.81813430786133,discharge,842
9,0.986447107426846,1.0820278,2.870069980621338,0.016039909794926,-4.400047302246094,35.900394439697266,discharge,842
9,0.986107017922851,1.0820278,2.870770692825317,0.016039909794926,-4.400036334991455,35.8941764831543,discharge,842
9,0.985766928418855,1.0820278,2.871471405029297,0.016039909794926,-4.400024890899658,35.88795471191406,discharge,842
9,0.98542683891486,1.0820278,2.872172117233276,0.016039909794926,-4.400013446807861,35.881736755371094,discharge,842
9,0.985086749410865,1.0820278,2.872872829437256,0.016039909794926,-4.400002479553223,35.87551498413086,discharge,842
9,0.984746659906869,1.0820278,2.873573541641235,0.016039909794926,-4.399991035461426,35.869293212890625,discharge,842
9,0.984406570402874,1.0820278,2.874274253845215,0.016039909794926,-4.399980068206787,35.863075256347656,discharge,842
9,0.984066480898878,1.0820278,2.8749749660491943,0.016039909794926,-4.39996862411499,35.85685348510742,discharge,842
9,0.983726391394883,1.0820278,2.875675678253174,0.016039909794926,-4.399957656860352,35.85063552856445,discharge,842
9,0.983386301890887,1.0820278,2.8763763904571533,0.016039909794926,-4.399946212768555,35.84441375732422,discharge,842
9,0.983046212386892,1.0820278,2.877077102661133,0.016039909794926,-4.399935245513916,35.83819580078125,discharge,842
9,0.982706122882896,1.0820278,2.8777778148651123,0.016039909794926,-4.399923801422119,35.831974029541016,discharge,842
9,0.982366033378901,1.0820278,2.878478527069092,0.016039909794926,-4.3999128341674805,35.82575225830078,discharge,842
9,0.982025943874905,1.0820278,2.8791792392730713,0.016039909794926,-4.399901390075684,35.81953430175781,discharge,842
9,0.981665000072487,1.0820278,2.8798799514770512,0.016039909794926,-4.399886608123779,35.81420135498047,discharge,842
9,0.9812879377821121,1.0820278,2.8805806636810303,0.016039909794926,-4.399868965148926,35.80955123901367,discharge,842
9,0.9809108754917361,1.0820278,2.881281375885009,0.016039909794926,-4.399851322174072,35.80490493774414,discharge,842
9,0.9805338132013601,1.0820278,2.8819820880889893,0.016039909794926,-4.399833679199219,35.800254821777344,discharge,842
9,0.9801567509109851,1.0820278,2.882682800292968,0.016039909794926,-4.399816036224365,35.79560470581055,discharge,842
9,0.979779688620609,1.0820278,2.883383274078369,0.016039909794926,-4.399798393249512,35.790958404541016,discharge,842
9,0.9794026263302331,1.0820278,2.884083986282348,0.016039909794926,-4.399780750274658,35.78630828857422,discharge,842
9,0.9790255640398571,1.0820278,2.884784698486328,0.016039909794926,-4.399763107299805,35.78166198730469,discharge,842
9,0.978648501749481,1.0820278,2.885485410690307,0.016039909794926,-4.399745464324951,35.77701187133789,discharge,842
9,0.9782714394591061,1.0820278,2.886186122894287,0.016039909794926,-4.399727821350098,35.77236557006836,discharge,842
9,0.9778943771687301,1.0820278,2.886886835098266,0.016039909794926,-4.399710178375244,35.76771545410156,discharge,842
