cycle_index,discharge_capacity,charge_capacity,voltage,temperature,current,internal_resistance,step_type,cycle_life
9,1.004158041212552,1.081616799999999,2.799999952316284,33.69870376586914,-4.40020227432251,0.016637947410345,discharge,1227
9,1.003928850063784,1.0816168,2.8007006645202632,33.69870376586914,-4.400164604187012,0.016637947410345,discharge,1227
9,1.003699658915017,1.0816168,2.801401376724243,33.69870376586914,-4.4001264572143555,0.016637947410345,discharge,1227
9,1.00347046776625,1.0816168,2.802102088928222,33.69870376586914,-4.400088787078857,0.016637947410345,discharge,1227
9,1.003241276617483,1.0816168,2.802802801132202,33.69870376586914,-4.400050640106201,0.016637947410345,discharge,1227
9,1.003012085468715,1.0816168,2.803503513336181,33.69870376586914,-4.400012493133545,0.016637947410345,discharge,1227
9,1.002782894319948,1.0816168,2.804204225540161,33.69870376586914,-4.399974822998047,0.016637947410345,discharge,1227
9,1.002553703171181,1.0816168,2.80490493774414,33.69870376586914,-4.399936676025391,0.016637947410345,discharge,1227
9,1.002324512022414,1.0816168,2.80560564994812,33.69870376586914,-4.399899005889893,0.016637947410345,discharge,1227
9,1.002095320873646,1.0816168,2.806306362152099,33.69870376586914,-4.399860858917236,0.016637947410345,discharge,1227
9,1.001866129724879,1.0816168,2.807007074356079,33.69870376586914,-4.39982271194458,0.016637947410345,discharge,1227
9,1.001636938576112,1.0816168,2.807707786560058,33.69870376586914,-4.399785041809082,0.016637947410345,discharge,1227
9,1.001407747427344,1.0816168,2.808408498764038,33.69870376586914,-4.399746894836426,0.016637947410345,discharge,1227
9,1.001178556278577,1.0816168,2.809109210968017,33.69870376586914,-4.399708747863769,0.016637947410345,discharge,1227
9,1.00094936512981,1.0816168,2.809809923171997,33.69870376586914,-4.3996710777282715,0.016637947410345,discharge,1227
9,1.000708159186247,1.0816168,2.810510396957397,33.66012191772461,-4.39969539642334,0.016637947410345,discharge,1227
9,1.000463731246245,1.081616799999999,2.811211109161377,33.655399322509766,-4.399736404418945,0.016637947410345,discharge,1227
9,1.000219303306244,1.0816168,2.811911821365356,33.65067672729492,-4.399777412414551,0.016637947410345,discharge,1227
9,0.9999748753662421,1.0816168,2.812612533569336,33.64595031738281,-4.399818420410156,0.016637947410345,discharge,1227
9,0.9997304474262411,1.0816168,2.813313245773315,33.64122772216797,-4.399859428405762,0.016637947410345,discharge,1227
9,0.999486019486239,1.0816168,2.814013957977295,33.63650131225586,-4.399899959564209,0.016637947410345,discharge,1227
9,0.999241591546237,1.0816168,2.814714670181274,33.631778717041016,-4.3999409675598145,0.016637947410345,discharge,1227
9,0.998997163606236,1.081616799999999,2.815415382385254,33.62705612182617,-4.39998197555542,0.016637947410345,discharge,1227
9,0.9987527356662341,1.0816168,2.816116094589233,33.62232971191406,-4.400022983551025,0.016637947410345,discharge,1227
9,0.9985083077262331,1.0816168,2.816816806793213,33.61760711669922,-4.400063991546631,0.016637947410345,discharge,1227
9,0.9982638797862311,1.0816168,2.817517518997192,33.61288070678711,-4.400104999542236,0.016637947410345,discharge,1227
9,0.9980194518462301,1.0816168,2.818218231201172,33.608158111572266,-4.400146007537842,0.016637947410345,discharge,1227
9,0.9977750239062281,1.0816168,2.818918943405151,33.60343551635742,-4.400187015533447,0.016637947410345,discharge,1227
9,0.9975305959662261,1.0816168,2.819619655609131,33.59870910644531,-4.400228023529053,0.016637947410345,discharge,1227
9,0.9972767992421081,1.0816168,2.82032036781311,33.66166687011719,-4.400251388549805,0.016637947410345,discharge,1227
9,0.9970121670253891,1.0816168,2.82102108001709,33.656959533691406,-4.400253772735596,0.016637947410345,discharge,1227
9,0.99674753480867,1.0816168,2.8217217922210693,33.65225601196289,-4.400256633758545,0.016637947410345,discharge,1227
9,0.99648290259195,1.0816168,2.822422504425049,33.64754867553711,-4.400259494781494,0.016637947410345,discharge,1227
9,0.99621827037523,1.0816168,2.8231232166290283,33.642845153808594,-4.400262355804443,0.016637947410345,discharge,1227
9,0.9959536381585111,1.0816168,2.823823928833008,33.63813781738281,-4.400265216827393,0.016637947410345,discharge,1227
9,0.9956890059417921,1.0816168,2.8245246410369873,33.63343048095703,-4.400267601013184,0.016637947410345,discharge,1227
9,0.9954243737250721,1.0816168,2.825225114822387,33.628726959228516,-4.400270462036133,0.016637947410345,discharge,1227
9,0.9951597415083531,1.0816168,2.825925827026367,33.624019622802734,-4.400273323059082,0.016637947410345,discharge,1227
9,0.994895109291633,1.0816168,2.826626539230346,33.61931610107422,-4.400276184082031,0.016637947410345,discharge,1227
9,0.994630477074914,1.0816168,2.827327251434326,33.61460876464844,-4.400278568267822,0.016637947410345,discharge,1227
9,0.9943658448581941,1.0816168,2.828027963638305,33.609901428222656,-4.4002814292907715,0.016637947410345,discharge,1227
9,0.9941012126414751,1.0816168,2.828728675842285,33.60519790649414,-4.400284290313721,0.016637947410345,discharge,1227
9,0.9938365804247551,1.0816168,2.829429388046264,33.60049057006836,-4.40028715133667,0.016637947410345,discharge,1227
9,0.9935700835778771,1.081616799999999,2.830130100250244,33.59634017944336,-4.40028715133667,0.016637947410345,discharge,1227
9,0.9932830036365551,1.0816168,2.830830812454223,33.59832763671875,-4.400259017944336,0.016637947410345,discharge,1227
9,0.992995923695232,1.0816168,2.831531524658203,33.60031509399414,-4.400230884552002,0.016637947410345,discharge,1227
9,0.99270884375391,1.0816168,2.832232236862182,33.602298736572266,-4.40020227432251,0.016637947410345,discharge,1227
9,0.9924217638125871,1.0816168,2.832932949066162,33.604286193847656,-4.400174140930176,0.016637947410345,discharge,1227
9,0.992134683871264,1.0816168,2.833633661270141,33.60627365112305,-4.400146007537842,0.016637947410345,discharge,1227
9,0.9918476039299421,1.0816168,2.834334373474121,33.60825729370117,-4.400117874145508,0.016637947410345,discharge,1227
9,0.991560523988619,1.0816168,2.8350350856781,33.61024475097656,-4.400089740753174,0.016637947410345,discharge,1227
9,0.9912734440472971,1.0816168,2.83573579788208,33.61223220825195,-4.400061130523682,0.016637947410345,discharge,1227
9,0.9909863641059741,1.0816168,2.836436510086059,33.61421585083008,-4.400032997131348,0.016637947410345,discharge,1227
9,0.990699284164652,1.0816168,2.837137222290039,33.61620330810547,-4.400004863739014,0.016637947410345,discharge,1227
9,0.9904122042233291,1.0816168,2.837837934494018,33.61819076538086,-4.39997673034668,0.016637947410345,discharge,1227
9,0.990125124282006,1.0816168,2.838538646697998,33.62017822265625,-4.3999481201171875,0.016637947410345,discharge,1227
9,0.9898380443406841,1.0816168,2.839239120483398,33.622161865234375,-4.399919986724853,0.016637947410345,discharge,1227
9,0.9895509643993611,1.0816168,2.839939832687378,33.624149322509766,-4.399891853332519,0.016637947410345,discharge,1227
9,0.9892431327604361,1.0816168,2.840640544891357,33.62099838256836,-4.399890422821045,0.016637947410345,discharge,1227
